instance clique cp-fc cp-mac james-cpp-product james-cpp-product-down james-cpp-max james-cpp-max-down clique-par/t16 clique-par/t32
mcs70_r02_s35_AB02 24 503.000000 461.000000 332 288 336 237 193 250
mcs70_r02_s35_AB03 24 215.000000 184.000000 169 132 167 135 207 207
mcs70_r02_s35_AB04 24 100.000000 100.000000 219 146 312 146 188 188
mcs70_r02_s35_AB05 24 302.000000 256.000000 100 207 82 167 185 185
mcs70_r02_s35_AB06 24 143.000000 139.000000 78 146 80 148 188 188
mcs70_r02_s35_AB07 24 93.000000 93.000000 80 154 81 152 196 196
mcs70_r02_s35_AB08 24 214.000000 199.000000 373 202 102 211 189 189
mcs70_r02_s35_AB09 24 341.000000 319.000000 83 164 83 164 188 188
mcs70_r02_s40_AB00 28 837.000000 684.000000 777 304 712 288 255 255
mcs70_r02_s40_AB01 28 1718.000000 1552.000000 663 503 612 501 285 252
mcs70_r02_s40_AB02 28 642.000000 596.000000 508 218 495 210 237 237
mcs70_r02_s40_AB03 28 166.000000 162.000000 567 292 698 292 310 273
mcs70_r02_s40_AB04 28 158.000000 154.000000 613 264 598 260 230 230
mcs70_r02_s40_AB05 28 125.000000 123.000000 263 293 621 313 226 226
mcs70_r02_s40_AB06 28 138.000000 138.000000 643 188 517 188 313 240
mcs70_r02_s40_AB07 28 186.000000 161.000000 119 249 119 249 243 243
mcs70_r02_s40_AB08 28 539.000000 433.000000 550 205 528 205 293 266
mcs70_r02_s40_AB09 28 543.000000 493.000000 524 326 508 308 266 266
mcs70_r02_s50_AB00 35 1456.000000 1162.000000 1010 787 1362 870 412 407
mcs70_r02_s50_AB01 35 633.000000 612.000000 1006 624 971 624 476 423
mcs70_r02_s50_AB02 35 256.000000 254.000000 1902 593 1647 593 394 394
mcs70_r02_s50_AB03 35 807.000000 764.000000 1194 589 229 622 374 410
mcs70_r02_s50_AB04 35 1620.000000 1464.000000 892 529 207 550 414 398
mcs70_r02_s50_AB05 35 324.000000 316.000000 663 429 616 429 423 388
mcs70_r02_s50_AB06 35 1059.000000 926.000000 1342 306 1208 298 394 394
mcs70_r02_s50_AB07 35 2590.000000 2192.000000 1213 721 1150 710 399 399
mcs70_r02_s50_AB08 35 248.000000 248.000000 891 584 870 581 418 414
mcs70_r02_s50_AB09 35 827.000000 779.000000 190 635 194 644 453 379
mcs70_r02_s60_AB00 42 686.000000 622.000000 427 297 457 234 361 406
mcs70_r02_s60_AB01 42 554.000000 512.000000 460 291 442 272 415 329
mcs70_r02_s60_AB02 42 324.000000 324.000000 401 369 382 337 311 311
mcs70_r02_s60_AB03 42 234.000000 222.000000 607 517 617 526 301 383
mcs70_r02_s60_AB04 42 119.000000 119.000000 130 243 130 240 391 390
mcs70_r02_s60_AB05 42 201.000000 199.000000 688 447 600 467 320 282
mcs70_r02_s60_AB06 42 187.000000 187.000000 156 423 150 386 325 523
mcs70_r02_s60_AB07 42 360.000000 349.000000 298 325 321 301 315 313
mcs70_r02_s60_AB08 42 368.000000 366.000000 818 425 377 355 440 380
mcs70_r02_s60_AB09 42 197.000000 193.000000 165 422 155 375 338 339
mcs70_r02_s70_AB00 49 368.000000 364.000000 255 473 261 480 384 501
mcs70_r02_s70_AB01 49 980.000000 913.000000 543 1053 1156 696 842 497
mcs70_r02_s70_AB02 49 321.000000 319.000000 219 546 217 543 567 441
mcs70_r02_s70_AB03 49 1022.000000 931.000000 207 562 205 560 549 530
mcs70_r02_s70_AB04 49 253.000000 253.000000 261 685 257 678 466 483
mcs70_r02_s70_AB05 49 1681.000000 1582.000000 241 746 217 679 483 386
mcs70_r02_s70_AB06 49 406.000000 406.000000 476 417 536 417 459 562
mcs70_r02_s70_AB07 49 284.000000 284.000000 1055 1082 963 1086 440 523
mcs70_r02_s70_AB08 49 268.000000 260.000000 252 708 733 640 948 554
mcs70_r02_s70_AB09 49 200.000000 190.000000 175 418 412 412 464 496
mcs70_r02_s80_AB00 56 1166.000000 1126.000000 1593 1213 1573 1257 1154 693
mcs70_r02_s80_AB01 56 532.000000 528.000000 1404 986 1489 911 1017 638
mcs70_r02_s80_AB02 56 1694.000000 1590.000000 1151 784 1084 784 571 574
mcs70_r02_s80_AB03 56 316.000000 314.000000 909 843 886 775 1081 692
mcs70_r02_s80_AB04 56 1589.000000 1486.000000 2024 720 1747 699 563 593
mcs70_r02_s80_AB05 56 301.000000 297.000000 232 626 237 625 649 653
mcs70_r02_s80_AB06 56 2468.000000 2255.000000 1855 1041 969 1045 667 581
mcs70_r02_s80_AB07 56 444.000000 440.000000 833 1112 815 1112 600 596
mcs70_r02_s80_AB08 56 354.000000 354.000000 1086 1007 1317 925 622 693
mcs70_r02_s80_AB09 56 336.000000 334.000000 725 1036 660 951 613 615
mcs70_r02_s90_AB00 63 2854.000000 2773.000000 2428 1698 2202 1578 1294 724
mcs70_r02_s90_AB01 63 298.000000 294.000000 337 860 337 860 875 800
mcs70_r02_s90_AB02 63 567.000000 567.000000 1448 2002 1406 1856 754 710
mcs70_r02_s90_AB03 63 1761.000000 1729.000000 2578 2243 2532 2160 717 949
mcs70_r02_s90_AB04 63 734.000000 734.000000 361 1310 311 1120 773 732
mcs70_r02_s90_AB05 63 1700.000000 1672.000000 1138 1513 2464 1241 1503 774
mcs70_r02_s90_AB06 63 569.000000 553.000000 522 2154 507 2086 618 682
mcs70_r02_s90_AB07 63 521.000000 519.000000 2002 1616 2012 1554 1490 662
mcs70_r02_s90_AB08 63 405.000000 405.000000 2511 1347 1388 1305 770 782
mcs70_r02_s90_AB09 63 422.000000 422.000000 460 1235 446 1165 1543 1412
mcs90_b03_s100_AB00 174 592.000000 592.000000 181 213 181 213 1588 1019
mcs90_b03_s100_AB01 90 39940.000000 38274.000000 181 241 181 241 498 774
mcs90_b03_s100_AB02 90 459.000000 459.000000 181 191 181 191 1163 775
mcs90_b03_s100_AB03 188 3640.000000 3630.000000 933 1125 933 1125 1539 818
mcs90_b03_s100_AB04 90 4027.000000 4027.000000 551 679 551 679 872 822
mcs90_b03_s100_AB05 90 912.000000 910.000000 215 243 215 243 1751 934
mcs90_b03_s100_AB06 90 2025.000000 1995.000000 351 403 351 403 596 577
mcs90_b03_s100_AB07 90 481.000000 481.000000 181 199 181 199 617 648
mcs90_b03_s100_AB08 90 1787.000000 1751.000000 1250 1430 1250 1430 1801 861
mcs90_b03_s100_AB09 90 220315.000000 176671.000000 861 1031 861 1031 1413 591
mcs90_b03_s10_AB00 13 51.000000 46.000000 20 22 20 22 76 68
mcs90_b03_s10_AB01 17 26.000000 26.000000 35 27 35 27 17 73
mcs90_b03_s10_AB02 14 51.000000 38.000000 69 54 69 54 75 14
mcs90_b03_s10_AB03 9 40.000000 36.000000 23 29 23 29 9 62
mcs90_b03_s10_AB04 8 55.000000 55.000000 48 24 46 24 8 55
mcs90_b03_s10_AB05 8 59.000000 50.000000 27 36 27 36 57 57
mcs90_b03_s10_AB06 8 53.000000 46.000000 62 39 61 39 59 59
mcs90_b03_s10_AB07 8 47.000000 32.000000 43 43 43 43 59 8
mcs90_b03_s10_AB08 9 39.000000 37.000000 55 33 55 33 70 9
mcs90_b03_s10_AB09 22 36.000000 32.000000 20 35 20 35 22 70
mcs90_b03_s15_AB00 55 239.000000 167.000000 236 83 236 83 283 174
mcs90_b03_s15_AB01 55 105.000000 88.000000 587 101 594 101 168 168
mcs90_b03_s15_AB02 45 98.000000 87.000000 283 110 283 110 158 158
mcs90_b03_s15_AB03 37 140.000000 70.000000 97 130 97 130 189 189
mcs90_b03_s15_AB04 48 142.000000 93.000000 912 160 856 160 264 178
mcs90_b03_s15_AB05 13 483.000000 327.000000 70 44 70 44 123 123
mcs90_b03_s15_AB06 65 118.000000 76.000000 350 128 350 128 207 207
mcs90_b03_s15_AB07 60 46.000000 46.000000 26 29 26 29 223 192
mcs90_b03_s15_AB08 59 124.000000 78.000000 153 108 153 108 170 170
mcs90_b03_s15_AB09 46 123.000000 77.000000 224 116 224 116 284 299
mcs90_b03_s20_AB00 43 96.000000 96.000000 119 41 134 41 196 192
mcs90_b03_s20_AB01 18 124.000000 100.000000 39 45 39 45 139 139
mcs90_b03_s20_AB02 65 235.000000 167.000000 146 43 146 43 196 196
mcs90_b03_s20_AB03 18 99.000000 93.000000 156 65 156 65 125 125
mcs90_b03_s20_AB04 19 102.000000 100.000000 41 49 41 49 128 128
mcs90_b03_s20_AB05 18 158.000000 149.000000 130 41 41 43 119 119
mcs90_b03_s20_AB06 18 78.000000 76.000000 90 47 94 47 119 119
mcs90_b03_s20_AB07 18 87.000000 81.000000 85 45 84 45 129 129
mcs90_b03_s20_AB08 18 99.000000 99.000000 38 49 38 49 144 144
mcs90_b03_s20_AB09 35 79.000000 79.000000 110 57 104 57 137 137
mcs90_b03_s25_AB00 1088 105.000000 105.000000 45 54 45 54 1306 1552
mcs90_b03_s25_AB01 44 208.000000 200.000000 102 58 459 58 212 212
mcs90_b03_s25_AB02 93 145.000000 97.000000 69 108 71 110 323 276
mcs90_b03_s25_AB03 22 114.000000 84.000000 161 80 524 70 198 198
mcs90_b03_s25_AB04 32 264.000000 103.000000 422 258 422 258 227 206
mcs90_b03_s25_AB05 354 1900.000000 1269.000000 1330 62 1240 62 615 504
mcs90_b03_s25_AB06 147 136.000000 104.000000 1289 98 1268 98 262 405
mcs90_b03_s25_AB07 22 118.000000 110.000000 63 88 63 88 185 185
mcs90_b03_s25_AB08 561 776.000000 518.000000 81 112 81 112 850 659
mcs90_b03_s25_AB09 27 90.000000 90.000000 48 58 48 58 206 206
mcs90_b03_s30_AB00 26 121.000000 117.000000 176 79 256 79 144 144
mcs90_b03_s30_AB01 26 220.000000 220.000000 191 62 177 62 184 184
mcs90_b03_s30_AB02 26 124.000000 124.000000 54 58 54 58 141 141
mcs90_b03_s30_AB03 26 126.000000 126.000000 53 61 53 61 169 169
mcs90_b03_s30_AB04 26 122.000000 122.000000 201 93 201 93 155 155
mcs90_b03_s30_AB05 26 137.000000 137.000000 56 79 401 73 168 164
mcs90_b03_s30_AB06 26 394.000000 340.000000 61 73 61 73 171 171
mcs90_b03_s30_AB07 26 72.000000 72.000000 53 57 53 57 173 174
mcs90_b03_s30_AB08 26 140.000000 108.000000 260 65 146 65 153 153
mcs90_b03_s30_AB09 26 122.000000 114.000000 95 65 127 65 146 146
mcs90_b03_s35_AB00 30 176.000000 176.000000 63 76 63 76 213 211
mcs90_b03_s35_AB01 30 470.000000 460.000000 190 67 176 67 191 219
mcs90_b03_s35_AB02 30 104.000000 104.000000 63 98 63 98 273 217
mcs90_b03_s35_AB03 30 420.000000 392.000000 62 82 62 82 214 246
mcs90_b03_s35_AB04 34 336.000000 281.000000 238 315 238 315 214 218
mcs90_b03_s35_AB05 30 395.000000 363.000000 1007 281 1006 281 196 207
mcs90_b03_s35_AB06 30 631.000000 605.000000 1120 310 2213 478 197 197
mcs90_b03_s35_AB07 63 985.000000 945.000000 159 216 159 216 252 245
mcs90_b03_s35_AB08 31 109.000000 109.000000 62 90 62 84 729 222
mcs90_b03_s35_AB09 30 466.000000 313.000000 936 281 583 154 195 195
mcs90_b03_s40_AB00 40 320.000000 317.000000 111 143 137 171 287 287
mcs90_b03_s40_AB01 860 252.000000 252.000000 163 83 163 83 425 470
mcs90_b03_s40_AB02 100 316.000000 308.000000 549 92 549 92 424 327
mcs90_b03_s40_AB03 36 213.000000 213.000000 291 141 295 147 880 292
mcs90_b03_s40_AB04 36 218.000000 202.000000 139 183 139 183 256 256
mcs90_b03_s40_AB05 218 328.000000 306.000000 99 121 99 121 622 439
mcs90_b03_s40_AB06 164 1734.000000 660.000000 1027 1067 779 991 501 583
mcs90_b03_s40_AB07 36 406.000000 406.000000 203 263 203 263 277 905
mcs90_b03_s40_AB08 36 246.000000 244.000000 687 149 439 151 442 569
mcs90_b03_s40_AB09 41 185.000000 185.000000 73 79 73 79 286 286
mcs90_b03_s50_AB00 68 671.000000 501.000000 963 97 892 97 442 882
mcs90_b03_s50_AB01 1783 271.000000 259.000000 215 291 215 291 867 1468
mcs90_b03_s50_AB02 391 1211.000000 1167.000000 9359 1252 9314 1252 4061 2943
mcs90_b03_s50_AB03 107 1980.000000 1869.000000 519 665 519 665 443 598
mcs90_b03_s50_AB04 45 1043.000000 997.000000 701 959 701 959 1306 452
mcs90_b03_s50_AB05 89 255.000000 223.000000 1632 227 1726 227 1912 1096
mcs90_b03_s50_AB06 45 2220.000000 1972.000000 1790 2190 1790 2190 471 421
mcs90_b03_s50_AB07 46 670.000000 668.000000 543 625 543 625 397 536
mcs90_b03_s50_AB08 62 6522.000000 6516.000000 91 115 91 115 737 596
mcs90_b03_s50_AB09 150 5982.000000 5376.000000 11394 2814 10916 2814 3033 1581
mcs90_b03_s60_AB00 54 171.000000 171.000000 109 149 109 149 339 405
mcs90_b03_s60_AB01 54 563.000000 563.000000 162 196 162 196 1289 359
mcs90_b03_s60_AB02 54 29923.000000 25672.000000 229 319 440020 347 480 362
mcs90_b03_s60_AB03 54 190.000000 190.000000 110 169 110 127 371 310
mcs90_b03_s60_AB04 54 328.000000 328.000000 109 115 109 115 495 433
mcs90_b03_s60_AB05 54 205.000000 205.000000 109 139 109 139 409 412
mcs90_b03_s60_AB06 100 1356.000000 1026.000000 292 385 293 386 643 559
mcs90_b03_s60_AB07 55 560.000000 510.000000 369 160 369 160 526 650
mcs90_b03_s60_AB08 54 4880.000000 2868.000000 215 313 215 313 425 566
mcs90_b03_s60_AB09 54 422.000000 422.000000 109 151 109 151 386 312
mcs90_b03_s70_AB00 89 1068.000000 1068.000000 581 738 577 734 1378 613
mcs90_b03_s70_AB01 234 4570.000000 4534.000000 1473 1724 1469 1720 1380 810
mcs90_b03_s70_AB02 66 1590.000000 972.000000 446 556 494 604 1228 840
mcs90_b03_s70_AB03 72 2885.000000 2195.000000 579 736 575 730 670 1115
mcs90_b03_s70_AB04 62 724.000000 654.000000 127 171 127 171 1517 723
mcs90_b03_s70_AB05 138 1115.000000 1089.000000 2900 3422 1677 2007 1763 779
mcs90_b03_s70_AB06 62 362.000000 358.000000 125 165 125 165 523 522
mcs90_b03_s70_AB07 62 654.000000 654.000000 351 446 351 446 453 1107
mcs90_b03_s70_AB08 70 1575.000000 1465.000000 557 707 557 707 833 739
mcs90_b03_s70_AB09 62 820.000000 786.000000 296 396 9498 491 1009 661
mcs90_b03_s80_AB00 72 1955.000000 1923.000000 1641 1917 1641 1917 641 672
mcs90_b03_s80_AB01 72 6006.000000 6006.000000 3965 4674 2723 3188 1647 3350
mcs90_b03_s80_AB02 165 853.000000 853.000000 288 352 288 352 1528 1641
mcs90_b03_s80_AB03 92 38616.000000 37366.000000 15303 839 13991 839 2746 1202
mcs90_b03_s80_AB04 87 8966.000000 7576.000000 3720 287 3660 287 2047 1054
mcs90_b03_s80_AB05 949 2100.000000 2100.000000 1156 257 2463 245 1655 1745
mcs90_b03_s80_AB06 83 15516.000000 8320.000000 1347 1597 1347 1597 701 639
mcs90_b03_s80_AB07 522 28796.000000 28612.000000 3865 4332 3707 4151 4709 3996
mcs90_b03_s80_AB08 72 6573.000000 6524.000000 539 665 539 665 611 1212
mcs90_b03_s80_AB09 136 14949.000000 14873.000000 6805 8005 6805 8005 1065 2266
mcs90_b03_s90_AB00 148 129202.000000 118946.000000 6990 8251 23422 1839 2751 3717
mcs90_b03_s90_AB01 190 875542.000000 873146.000000 71979 83244 71224 82457 2708 1831
mcs90_b03_s90_AB02 82 6715.000000 3419.000000 539 687 523 671 2721 3262
mcs90_b03_s90_AB03 779 349550.000000 329771.000000 369885 451267 382641 466404 6032 5828
mcs90_b03_s90_AB04 402 1308765.000000 1302099.000000 1533 1747 1533 1747 4146 10121
mcs90_b03_s90_AB05 781 3837.000000 3837.000000 3045 3395 3025 3375 6131 3784
mcs90_b03_s90_AB06 167 14704.000000 14656.000000 3907 4595 3931 4617 1059 2608
mcs90_b03_s90_AB07 177 37908.000000 37570.000000 1165 1145 1165 1145 2713 2345
mcs90_b03_s90_AB08 27025 11898.000000 11866.000000 14606 11611 14048 11611 4085 685
mcs90_b03_s90_AB09 226 2343.000000 2343.000000 754 195 938 195 3574 2267
mcs90_b03m_s100_AB00 90 696.000000 696.000000 269 315 269 315 1393 1166
mcs90_b03m_s100_AB01 90 1361.000000 1243.000000 181 253 181 253 609 816
mcs90_b03m_s100_AB02 90 781.000000 781.000000 225 269 225 269 725 773
mcs90_b03m_s100_AB03 90 23920.000000 23236.000000 3467 4055 3486 4074 1429 1405
mcs90_b03m_s100_AB04 90 315.000000 315.000000 181 207 181 207 1746 909
mcs90_b03m_s100_AB05 90 671.000000 671.000000 543 669 543 669 752 1709
mcs90_b03m_s100_AB06 90 861.000000 861.000000 1443 1727 1443 1727 770 632
mcs90_b03m_s100_AB07 90 1038.000000 862.000000 343 419 343 419 710 915
mcs90_b03m_s100_AB08 90 1243.000000 1243.000000 181 197 181 197 635 457
mcs90_b03m_s100_AB09 90 466.000000 466.000000 284 354 304 374 1472 660
mcs90_b03m_s10_AB00 8 46.000000 41.000000 25 39 25 39 59 59
mcs90_b03m_s10_AB01 13 40.000000 32.000000 24 34 24 34 80 90
mcs90_b03m_s10_AB02 13 33.000000 31.000000 38 29 38 29 65 65
mcs90_b03m_s10_AB03 8 45.000000 38.000000 25 39 25 39 8 59
mcs90_b03m_s10_AB04 8 73.000000 66.000000 21 29 21 29 57 57
mcs90_b03m_s10_AB05 13 22.000000 22.000000 38 22 38 22 67 68
mcs90_b03m_s10_AB06 14 110.000000 86.000000 31 49 31 49 77 96
mcs90_b03m_s10_AB07 8 34.000000 32.000000 56 41 60 41 61 61
mcs90_b03m_s10_AB08 12 31.000000 27.000000 67 39 71 39 69 69
mcs90_b03m_s10_AB09 8 40.000000 40.000000 21 23 21 23 57 57
mcs90_b03m_s15_AB00 14 62.000000 62.000000 33 45 33 45 127 127
mcs90_b03m_s15_AB01 13 160.000000 129.000000 45 69 45 69 137 137
mcs90_b03m_s15_AB02 24 102.000000 78.000000 76 102 81 98 137 137
mcs90_b03m_s15_AB03 13 48.000000 48.000000 33 35 33 35 147 147
mcs90_b03m_s15_AB04 136 86.000000 80.000000 158 80 158 80 241 213
mcs90_b03m_s15_AB05 36 76.000000 63.000000 207 81 207 81 207 173
mcs90_b03m_s15_AB06 94 132.000000 92.000000 57 98 57 98 247 201
mcs90_b03m_s15_AB07 142 153.000000 105.000000 82 149 81 145 559 476
mcs90_b03m_s15_AB08 27 239.000000 129.000000 50 83 50 83 138 138
mcs90_b03m_s15_AB09 16 328.000000 228.000000 138 34 138 34 131 131
mcs90_b03m_s20_AB00 18 66.000000 66.000000 221 58 219 58 135 135
mcs90_b03m_s20_AB01 18 49.000000 49.000000 150 55 153 55 130 130
mcs90_b03m_s20_AB02 18 85.000000 74.000000 63 87 61 85 121 121
mcs90_b03m_s20_AB03 18 65.000000 65.000000 38 40 39 41 156 156
mcs90_b03m_s20_AB04 18 70.000000 70.000000 40 42 40 42 119 119
mcs90_b03m_s20_AB05 40 127.000000 91.000000 51 63 51 63 172 169
mcs90_b03m_s20_AB06 18 87.000000 67.000000 38 75 38 75 141 141
mcs90_b03m_s20_AB07 18 73.000000 61.000000 149 57 149 57 139 139
mcs90_b03m_s20_AB08 18 77.000000 59.000000 40 53 40 53 126 126
mcs90_b03m_s20_AB09 18 232.000000 165.000000 39 41 40 42 120 120
mcs90_b03m_s25_AB00 32 77.000000 75.000000 49 54 49 54 217 217
mcs90_b03m_s25_AB01 25 99.000000 97.000000 49 64 49 64 188 188
mcs90_b03m_s25_AB02 22 110.000000 84.000000 139 154 139 154 215 215
mcs90_b03m_s25_AB03 22 277.000000 236.000000 761 130 167 80 178 178
mcs90_b03m_s25_AB04 22 101.000000 101.000000 55 74 55 74 206 206
mcs90_b03m_s25_AB05 25 537.000000 415.000000 59 80 59 80 202 202
mcs90_b03m_s25_AB06 76 180.000000 132.000000 284 164 85 120 334 266
mcs90_b03m_s25_AB07 22 381.000000 268.000000 49 66 49 66 180 180
mcs90_b03m_s25_AB08 65 158.000000 134.000000 81 114 81 114 370 331
mcs90_b03m_s25_AB09 23 65.000000 65.000000 85 51 85 51 196 196
mcs90_b03m_s30_AB00 26 495.000000 422.000000 408 122 82 120 165 165
mcs90_b03m_s30_AB01 26 89.000000 89.000000 55 59 55 59 159 159
mcs90_b03m_s30_AB02 26 287.000000 197.000000 96 124 96 124 160 160
mcs90_b03m_s30_AB03 26 135.000000 135.000000 57 78 55 73 145 145
mcs90_b03m_s30_AB04 26 99.000000 99.000000 54 58 54 58 142 142
mcs90_b03m_s30_AB05 26 148.000000 148.000000 55 85 134 81 191 166
mcs90_b03m_s30_AB06 26 136.000000 136.000000 55 95 55 95 161 161
mcs90_b03m_s30_AB07 26 87.000000 87.000000 109 59 54 58 181 181
mcs90_b03m_s30_AB08 26 85.000000 85.000000 56 60 55 59 138 138
mcs90_b03m_s30_AB09 26 157.000000 157.000000 75 93 69 87 192 192
mcs90_b03m_s35_AB00 30 210.000000 210.000000 97 130 97 130 265 264
mcs90_b03m_s35_AB01 30 245.000000 243.000000 195 250 195 250 199 199
mcs90_b03m_s35_AB02 30 198.000000 194.000000 125 168 116 159 211 211
mcs90_b03m_s35_AB03 34 395.000000 371.000000 221 327 225 331 206 206
mcs90_b03m_s35_AB04 31 215.000000 201.000000 730 104 512 104 208 208
mcs90_b03m_s35_AB05 32 417.000000 371.000000 239 330 239 330 187 187
mcs90_b03m_s35_AB06 75 376.000000 312.000000 238 88 67 92 257 273
mcs90_b03m_s35_AB07 31 577.000000 333.000000 620 800 620 800 213 213
mcs90_b03m_s35_AB08 30 207.000000 205.000000 207 292 201 284 197 197
mcs90_b03m_s35_AB09 39 481.000000 357.000000 263 347 263 347 218 218
mcs90_b03m_s40_AB00 37 363.000000 339.000000 203 253 203 253 273 345
mcs90_b03m_s40_AB01 36 2775.000000 2280.000000 836 401 718 401 300 317
mcs90_b03m_s40_AB02 36 118.000000 118.000000 256 91 252 91 287 321
mcs90_b03m_s40_AB03 36 274.000000 240.000000 76 107 76 107 245 488
mcs90_b03m_s40_AB04 36 180.000000 180.000000 75 107 75 107 342 347
mcs90_b03m_s40_AB05 37 234.000000 226.000000 92 110 92 110 401 345
mcs90_b03m_s40_AB06 36 140.000000 140.000000 74 93 74 83 324 364
mcs90_b03m_s40_AB07 80 455.000000 455.000000 232 78 232 78 312 328
mcs90_b03m_s40_AB08 36 145.000000 145.000000 87 131 83 127 258 405
mcs90_b03m_s40_AB09 36 285.000000 283.000000 89 119 89 119 269 265
mcs90_b03m_s50_AB00 393 4990.000000 3541.000000 216 283 216 283 895 1121
mcs90_b03m_s50_AB01 45 1369.000000 1261.000000 239 303 340 466 543 840
mcs90_b03m_s50_AB02 86 3243.000000 2467.000000 3906 4493 3906 4493 504 539
mcs90_b03m_s50_AB03 44 2703.000000 2629.000000 290 370 290 370 548 490
mcs90_b03m_s50_AB04 76 1169.000000 965.000000 133 179 133 179 1704 956
mcs90_b03m_s50_AB05 48 579.000000 485.000000 309 391 309 391 639 484
mcs90_b03m_s50_AB06 99 576.000000 562.000000 409 497 409 497 1475 853
mcs90_b03m_s50_AB07 45 1070.000000 792.000000 491 641 491 641 439 438
mcs90_b03m_s50_AB08 44 211.000000 211.000000 99 161 99 161 931 417
mcs90_b03m_s50_AB09 45 19720.000000 15135.000000 135 193 113 167 365 439
mcs90_b03m_s60_AB00 54 628.000000 584.000000 189 249 182 247 1037 395
mcs90_b03m_s60_AB01 54 3365.000000 2602.000000 109 117 109 117 343 413
mcs90_b03m_s60_AB02 91 2467.000000 1391.000000 195 243 157 201 440 362
mcs90_b03m_s60_AB03 54 420.000000 410.000000 152 200 144 192 362 306
mcs90_b03m_s60_AB04 54 314.000000 314.000000 109 119 109 119 451 405
mcs90_b03m_s60_AB05 54 1848.000000 1840.000000 293 390 297 392 404 635
mcs90_b03m_s60_AB06 54 336.000000 336.000000 110 135 204 133 447 413
mcs90_b03m_s60_AB07 54 610.000000 458.000000 212 294 212 294 443 421
mcs90_b03m_s60_AB08 55 279.000000 279.000000 109 135 109 135 542 381
mcs90_b03m_s60_AB09 54 438.000000 438.000000 109 135 109 135 693 499
mcs90_b03m_s70_AB00 62 274.000000 266.000000 165 215 165 215 527 511
mcs90_b03m_s70_AB01 62 4242.000000 4054.000000 2180 2833 2180 2833 1390 816
mcs90_b03m_s70_AB02 62 6350.000000 6168.000000 126 159 126 159 577 509
mcs90_b03m_s70_AB03 62 338.000000 338.000000 190 222 190 222 1314 740
mcs90_b03m_s70_AB04 62 2149.000000 2137.000000 126 203 126 203 526 568
mcs90_b03m_s70_AB05 62 426.000000 404.000000 177 243 177 243 1644 543
mcs90_b03m_s70_AB06 62 394.000000 394.000000 167 214 227 287 733 412
mcs90_b03m_s70_AB07 62 1755.000000 1755.000000 883 1113 883 1113 550 519
mcs90_b03m_s70_AB08 62 1365.000000 1275.000000 276 342 703 281 537 638
mcs90_b03m_s70_AB09 64 2703.000000 2617.000000 4278 914 4302 914 1289 629
mcs90_b03m_s80_AB00 72 265.000000 265.000000 146 161 146 161 505 628
mcs90_b03m_s80_AB01 75 2283.000000 2003.000000 329 415 427 531 530 838
mcs90_b03m_s80_AB02 72 10082.000000 9612.000000 6605 1829 4098 1864 637 752
mcs90_b03m_s80_AB03 151 4201.000000 3979.000000 532 694 532 694 898 1052
mcs90_b03m_s80_AB04 94 14126.000000 14126.000000 25471 281 25652 281 911 2291
mcs90_b03m_s80_AB05 79 3244.000000 3244.000000 380 480 363 449 615 774
mcs90_b03m_s80_AB06 105 4942.000000 4930.000000 693 877 693 877 1705 986
mcs90_b03m_s80_AB07 96 4677.000000 4429.000000 4333 4981 4345 4993 1702 791
mcs90_b03m_s80_AB08 72 572.000000 572.000000 1067 163 1343 163 1581 881
mcs90_b03m_s80_AB09 87 88302.000000 75138.000000 4195 3074 3979 3001 647 1234
mcs90_b03m_s90_AB00 90 15692.000000 15542.000000 9070 4696 9038 4629 966 1552
mcs90_b03m_s90_AB01 80 381010.000000 362600.000000 21243 26758 8073 10320 788 2298
mcs90_b03m_s90_AB02 80 107800.000000 101284.000000 8233 2248 8231 2242 964 1863
mcs90_b03m_s90_AB03 101 49019.000000 45621.000000 2987 3658 2988 3659 928 2205
mcs90_b03m_s90_AB04 98 129328.000000 128858.000000 3988 4898 3988 4898 2294 1158
mcs90_b03m_s90_AB05 122 27313.000000 26621.000000 2321 2856 2344 2879 1035 801
mcs90_b03m_s90_AB06 116 61393.000000 61327.000000 59300 73244 60380 74478 1943 2460
mcs90_b03m_s90_AB07 80 743.000000 743.000000 209 267 209 267 860 836
mcs90_b03m_s90_AB08 303 12146.000000 12006.000000 5890 7140 5890 7140 1520 4057
mcs90_b03m_s90_AB09 85 20282.000000 18780.000000 10055 2767 9057 2759 2137 665
mcs90_b06_s100_AB00 90 1721.000000 1721.000000 244 288 1502 327 604 683
mcs90_b06_s100_AB01 90 103075.000000 102049.000000 2112 3115 1801 2677 489 802
mcs90_b06_s100_AB02 90 746.000000 746.000000 181 215 181 215 615 1213
mcs90_b06_s100_AB03 90 750.000000 750.000000 355 443 355 443 1500 857
mcs90_b06_s100_AB04 90 423.000000 403.000000 233 303 233 303 1030 661
mcs90_b06_s100_AB05 90 571.000000 569.000000 181 247 181 247 597 790
mcs90_b06_s100_AB06 90 982.000000 962.000000 239 291 239 291 481 723
mcs90_b06_s100_AB07 90 653.000000 653.000000 265 313 265 313 729 766
mcs90_b06_s100_AB08 90 1492.000000 1454.000000 187 231 187 231 1197 681
mcs90_b06_s100_AB09 90 1196.000000 1192.000000 197 245 197 245 680 585
mcs90_b06_s10_AB00 9 32.000000 30.000000 37 30 37 30 60 60
mcs90_b06_s10_AB01 9 31.000000 31.000000 34 23 34 23 62 9
