instance family
mcs30_b03m_s20_AB01 0 3071
mcs30_b03m_s20_AB02 0 1067
mcs30_b03m_s20_AB03 0 550
mcs30_b03m_s20_AB04 0 542
mcs30_b03m_s20_AB05 0 502
mcs30_b03m_s20_AB06 0 483
mcs30_b03m_s20_AB07 0 536
mcs30_b03m_s20_AB08 0 362
mcs30_b03m_s20_AB09 0 277
mcs30_b03m_s25_AB00 0 5532
mcs30_b03m_s25_AB01 0 81649
mcs30_b03m_s25_AB02 0 19560
mcs30_b03m_s25_AB03 0 4609
mcs30_b03m_s25_AB04 0 2451
mcs30_b03m_s25_AB05 0 11141
mcs30_b03m_s25_AB06 0 5289
mcs30_b03m_s25_AB07 0 3401
mcs30_b03m_s25_AB08 0 143165
mcs30_b03m_s25_AB09 0 24460
mcs30_b03m_s30_AB00 0 1000000
mcs30_b03m_s30_AB01 0 1000000
mcs30_b03m_s30_AB02 0 250304
mcs30_b03m_s30_AB03 0 42496
mcs30_b03m_s30_AB04 0 217989
mcs30_b03m_s30_AB05 0 27451
mcs30_b03m_s30_AB06 0 1000000
mcs30_b03m_s30_AB07 0 24963
mcs30_b03m_s30_AB08 0 23025
mcs30_b03m_s30_AB09 0 16098
mcs30_b03m_s35_AB00 0 213911
mcs30_b03m_s35_AB01 0 1000000
mcs30_b03m_s35_AB02 0 222215
mcs30_b03m_s35_AB03 0 1000001
mcs30_b03m_s35_AB04 0 442810
mcs30_b03m_s35_AB05 0 579375
mcs30_b03m_s35_AB06 0 176634
mcs30_b03m_s35_AB07 0 1000000
mcs30_b03m_s35_AB08 0 1000000
mcs30_b03m_s35_AB09 0 1000000
mcs30_b03m_s40_AB00 0 1000000
mcs30_b03m_s40_AB01 0 1000000
mcs30_b03m_s40_AB02 0 1000000
mcs30_b03m_s40_AB03 0 1000000
mcs30_b03m_s40_AB04 0 1000000
mcs30_b03m_s40_AB05 0 1000000
mcs30_b03m_s40_AB06 0 1000000
mcs30_b03m_s40_AB07 0 1000000
mcs30_b03m_s40_AB08 0 1000000
mcs30_b03m_s40_AB09 0 1000000
mcs30_b03m_s50_AB00 0 1000000
mcs30_b03m_s50_AB01 0 1000000
mcs30_b03m_s50_AB02 0 1000000
mcs30_b03m_s50_AB03 0 1000000
mcs30_b03m_s50_AB04 0 1000000
mcs30_b03m_s50_AB05 0 1000000
mcs30_b03m_s50_AB06 0 1000000
mcs30_b03m_s50_AB07 0 1000000
mcs30_b03m_s50_AB08 0 1000000
mcs30_b03m_s50_AB09 0 1000000
mcs30_b06_s25_AB00 0 21494
mcs30_b06_s25_AB01 0 15476
mcs30_b06_s25_AB02 0 31795
mcs30_b06_s25_AB03 0 23968
mcs30_b06_s25_AB04 0 24242
mcs30_b06_s25_AB05 0 20173
mcs30_b06_s25_AB06 0 15820
mcs30_b06_s25_AB07 0 17576
mcs30_b06_s25_AB08 0 82882
mcs30_b06_s25_AB09 0 26775
mcs30_b06_s30_AB00 0 453941
mcs30_b06_s30_AB01 0 199246
mcs30_b06_s30_AB02 0 696264
mcs30_b06_s30_AB03 0 776000
mcs30_b06_s30_AB04 0 199047
mcs30_b06_s30_AB05 0 450369
mcs30_b06_s30_AB06 0 215532
mcs30_b06_s30_AB07 0 897813
mcs30_b06_s30_AB08 0 628321
mcs30_b06_s30_AB09 0 272422
mcs30_b06_s35_AB00 0 1000000
mcs30_b06_s35_AB01 0 1000000
mcs30_b06_s35_AB02 0 1000000
mcs30_b06_s35_AB03 0 1000000
mcs30_b06_s35_AB04 0 1000000
mcs30_b06_s35_AB05 0 1000000
mcs30_b06_s35_AB06 0 1000000
mcs30_b06_s35_AB07 0 1000000
mcs30_b06_s35_AB08 0 1000000
mcs30_b06_s35_AB09 0 1000000
mcs30_b06_s40_AB00 0 1000000
mcs30_b06_s40_AB01 0 1000000
mcs30_b06_s40_AB02 0 1000000
mcs30_b06_s40_AB03 0 1000000
mcs30_b06_s40_AB04 0 1000000
mcs30_b06_s40_AB05 0 1000000
mcs30_b06_s40_AB06 0 1000000
mcs30_b06_s40_AB07 0 1000000
mcs30_b06_s40_AB08 0 1000000
mcs30_b06_s40_AB09 0 1000000
mcs30_b06_s50_AB00 0 1000000
mcs30_b06_s50_AB01 0 1000000
mcs30_b06_s50_AB02 0 1000000
mcs30_b06_s50_AB03 0 1000000
mcs30_b06_s50_AB04 0 1000000
mcs30_b06_s50_AB05 0 1000000
mcs30_b06_s50_AB06 0 1000000
mcs30_b06_s50_AB07 0 1000000
mcs30_b06_s50_AB08 0 1000000
mcs30_b06_s50_AB09 0 1000000
mcs30_b06m_s25_AB00 0 43023
mcs30_b06m_s25_AB01 0 20250
mcs30_b06m_s25_AB02 0 42446
mcs30_b06m_s25_AB03 0 32499
mcs30_b06m_s25_AB04 0 24949
mcs30_b06m_s25_AB05 0 23416
mcs30_b06m_s25_AB06 0 27631
mcs30_b06m_s25_AB07 0 42723
mcs30_b06m_s25_AB08 0 34867
mcs30_b06m_s25_AB09 0 23595
mcs30_b06m_s30_AB00 0 200908
