instance family
mcs30_m2Dr4_s50_AB03 0 1000001
mcs30_m2Dr4_s50_AB04 0 1000001
mcs30_m2Dr4_s50_AB05 0 1000001
mcs30_m2Dr4_s50_AB06 0 1000000
mcs30_m2Dr4_s50_AB07 0 1000001
mcs30_m2Dr4_s50_AB08 0 1000001
mcs30_m2Dr4_s50_AB09 0 1000001
mcs30_m2Dr6_s30_AB00 0 71787
mcs30_m2Dr6_s30_AB01 0 571053
mcs30_m2Dr6_s30_AB02 0 231220
mcs30_m2Dr6_s30_AB03 0 249843
mcs30_m2Dr6_s30_AB04 0 641390
mcs30_m2Dr6_s30_AB05 0 616675
mcs30_m2Dr6_s30_AB06 0 342627
mcs30_m2Dr6_s30_AB07 0 392994
mcs30_m2Dr6_s30_AB08 0 1000000
mcs30_m2Dr6_s30_AB09 0 351645
mcs30_m2Dr6_s50_AB00 0 1000001
mcs30_m2Dr6_s50_AB01 0 1000000
mcs30_m2Dr6_s50_AB02 0 1000001
