instance clique cp-fc kdown james-cpp-max james-cpp-max-down kdown-par/t32
g15-g55 NaN NaN NaN NaN NaN NaN
g15-g56 NaN NaN NaN NaN NaN NaN
g15-g57 NaN NaN NaN NaN NaN NaN
g15-g61 NaN NaN NaN NaN 168643 62768
g15-g62 NaN NaN NaN NaN NaN NaN
g15-g63 NaN NaN NaN NaN NaN NaN
g15-g64 NaN NaN NaN NaN NaN NaN
g15-g65 NaN NaN NaN NaN NaN NaN
g15-g67 NaN NaN NaN NaN NaN NaN
g15-g68 NaN NaN NaN NaN NaN NaN
g15-g69 NaN NaN 1537 4000894 50739 9619
g15-g70 NaN NaN 204 92523366 9364985 2321
g15-g71 NaN NaN NaN 573030158 409165021 13244319
g15-g72 NaN NaN 2913 NaN NaN 21429
g15-g74 NaN NaN NaN NaN NaN NaN
g15-g75 NaN NaN NaN NaN NaN NaN
g15-g76 NaN NaN NaN NaN NaN NaN
g15-g77 NaN NaN NaN NaN NaN NaN
g15-g78 NaN NaN NaN NaN NaN NaN
g15-g79 NaN NaN NaN NaN NaN NaN
g15-g80 NaN NaN 146 12483402 74053 3134
g15-g81 NaN NaN NaN NaN NaN NaN
g15-g83 NaN NaN NaN NaN NaN NaN
g15-g84 NaN NaN NaN NaN NaN NaN
g15-g85 NaN NaN NaN NaN NaN NaN
g15-g87 NaN NaN NaN NaN NaN NaN
g15-g88 NaN NaN NaN NaN NaN NaN
g15-g89 NaN NaN NaN NaN NaN NaN
g15-g90 NaN NaN NaN NaN NaN NaN
g15-g91 NaN NaN NaN NaN NaN NaN
g15-g92 NaN NaN NaN NaN NaN 77056902
g15-g94 NaN NaN NaN NaN NaN NaN
g15-g95 NaN NaN 478110 NaN NaN 305925
g15-g96 NaN NaN 6128057 NaN NaN 406919
g15-g97 NaN NaN 380763 NaN 14908173 26625
g15-g98 NaN NaN 5819870 NaN NaN 7752969
g15-g99 NaN NaN 5826297 NaN NaN 7738485
g16-g100 NaN NaN NaN NaN NaN NaN
g16-g101 NaN NaN NaN NaN NaN NaN
g16-g102 NaN NaN NaN NaN NaN NaN
g16-g103 NaN NaN NaN NaN NaN NaN
g16-g104 NaN NaN NaN NaN NaN NaN
g16-g105 NaN NaN NaN NaN NaN NaN
g16-g106 NaN NaN NaN NaN NaN NaN
g16-g107 NaN NaN NaN NaN NaN NaN
g16-g108 NaN NaN NaN NaN NaN NaN
g16-g109 NaN NaN NaN NaN NaN NaN
g16-g110 NaN NaN NaN NaN NaN NaN
g16-g111 NaN NaN NaN NaN NaN NaN
g16-g112 NaN NaN NaN NaN NaN NaN
g16-g51 NaN NaN NaN NaN NaN NaN
g16-g52 NaN NaN NaN NaN NaN NaN
g16-g53 NaN NaN NaN NaN NaN NaN
g16-g54 NaN NaN NaN NaN NaN NaN
g16-g55 NaN NaN NaN NaN NaN NaN
g16-g56 NaN NaN NaN NaN NaN NaN
g16-g57 NaN NaN NaN NaN NaN NaN
g16-g61 NaN NaN NaN NaN NaN NaN
g16-g62 NaN NaN NaN NaN NaN NaN
g16-g63 NaN NaN NaN NaN NaN NaN
g16-g64 NaN NaN NaN NaN NaN NaN
g16-g65 NaN NaN NaN NaN NaN NaN
g16-g67 NaN NaN NaN NaN NaN NaN
g16-g68 NaN NaN NaN NaN NaN NaN
g16-g69 NaN NaN NaN NaN NaN NaN
g16-g70 NaN NaN NaN NaN NaN NaN
g16-g71 NaN NaN NaN NaN NaN NaN
g16-g72 NaN NaN NaN NaN NaN NaN
g16-g74 NaN NaN NaN NaN NaN NaN
g16-g75 NaN NaN NaN NaN NaN NaN
g16-g76 NaN NaN NaN NaN NaN NaN
g16-g77 NaN NaN NaN NaN NaN NaN
g16-g78 NaN NaN NaN NaN NaN NaN
g16-g79 NaN NaN NaN NaN NaN NaN
g16-g80 NaN NaN NaN NaN NaN NaN
g16-g81 NaN NaN NaN NaN NaN NaN
g16-g83 NaN NaN NaN NaN NaN NaN
g16-g84 NaN NaN NaN NaN NaN NaN
g16-g85 NaN NaN NaN NaN NaN NaN
g16-g87 NaN NaN NaN NaN NaN NaN
g16-g88 NaN NaN NaN NaN NaN NaN
g16-g89 NaN NaN NaN NaN NaN NaN
g16-g90 NaN NaN NaN NaN NaN NaN
g16-g91 NaN NaN NaN NaN NaN NaN
g16-g92 NaN NaN NaN NaN NaN NaN
g16-g94 NaN NaN NaN NaN NaN NaN
g16-g95 NaN NaN NaN NaN NaN NaN
g16-g96 NaN NaN NaN NaN NaN NaN
g16-g97 NaN NaN NaN NaN NaN NaN
g16-g98 NaN NaN NaN NaN NaN NaN
g16-g99 NaN NaN NaN NaN NaN NaN
g17-g100 NaN NaN NaN NaN NaN NaN
g17-g101 NaN NaN NaN NaN NaN NaN
g17-g102 NaN NaN NaN NaN NaN NaN
g17-g103 NaN NaN NaN NaN NaN NaN
g17-g104 NaN NaN NaN NaN NaN NaN
g17-g105 NaN NaN NaN NaN NaN NaN
g17-g106 NaN NaN NaN NaN NaN NaN
g17-g107 NaN NaN NaN NaN NaN NaN
g17-g108 NaN NaN NaN NaN NaN NaN
g17-g109 NaN NaN NaN NaN NaN NaN
g17-g110 NaN NaN 26 428028 17140 494
g17-g111 NaN NaN NaN NaN NaN NaN
g17-g112 NaN NaN NaN NaN NaN NaN
g17-g51 NaN NaN NaN NaN NaN NaN
g17-g52 NaN NaN NaN NaN NaN NaN
g17-g53 NaN NaN NaN NaN NaN NaN
g17-g54 NaN NaN NaN NaN NaN NaN
g17-g55 NaN NaN NaN NaN NaN NaN
g17-g56 NaN NaN NaN NaN NaN NaN
g17-g57 NaN NaN NaN NaN NaN NaN
g17-g61 NaN NaN NaN NaN NaN NaN
g17-g62 NaN NaN NaN NaN NaN NaN
g17-g63 NaN NaN NaN NaN NaN NaN
g17-g64 NaN NaN NaN NaN NaN NaN
g17-g65 NaN NaN NaN NaN NaN NaN
g17-g67 NaN NaN NaN NaN NaN NaN
g17-g68 NaN NaN NaN NaN NaN NaN
g17-g69 NaN NaN NaN NaN NaN NaN
g17-g70 NaN NaN NaN NaN NaN NaN
g17-g71 NaN NaN NaN NaN NaN NaN
g17-g72 NaN NaN NaN NaN NaN NaN
g17-g74 NaN NaN NaN NaN NaN NaN
g17-g75 NaN NaN NaN NaN NaN NaN
g17-g76 NaN NaN NaN NaN NaN NaN
g17-g77 NaN NaN NaN NaN NaN NaN
g17-g78 NaN 518.000000 84 1888316 10340 377
g17-g79 NaN 80729.000000 8 41295 1395 175
g17-g80 NaN NaN NaN NaN NaN NaN
g17-g81 NaN NaN NaN NaN NaN NaN
g17-g83 NaN 295.000000 15 1207 1207 335
g17-g84 NaN NaN NaN NaN NaN NaN
g17-g85 NaN NaN NaN NaN NaN NaN
g17-g87 NaN NaN 26326 267596096 27075814 1859
g17-g88 NaN 4945543.000000 22022 NaN 551892 1111
g17-g89 NaN NaN NaN NaN NaN NaN
g17-g90 NaN 3740216.000000 22 8224344 1816 191
g17-g91 NaN NaN NaN NaN NaN NaN
g17-g92 NaN NaN NaN NaN NaN NaN
g17-g94 NaN NaN 3131 3383844 342389 3034
g17-g95 NaN NaN NaN NaN NaN NaN
g17-g96 NaN NaN NaN NaN NaN NaN
g17-g97 NaN NaN NaN NaN NaN NaN
g17-g98 NaN NaN NaN NaN NaN NaN
g17-g99 NaN NaN NaN NaN NaN NaN
g18-g100 NaN NaN NaN NaN NaN NaN
g18-g101 NaN NaN NaN NaN NaN NaN
g18-g102 NaN NaN NaN NaN NaN NaN
g18-g103 NaN NaN NaN NaN NaN NaN
g18-g104 NaN NaN NaN NaN NaN NaN
g18-g105 NaN NaN NaN NaN NaN NaN
g18-g106 NaN NaN NaN NaN NaN NaN
g18-g107 NaN NaN NaN NaN NaN NaN
g18-g108 NaN NaN NaN NaN NaN NaN
g18-g109 NaN NaN NaN NaN NaN NaN
g18-g110 NaN NaN 66 NaN 23785649 578
g18-g111 NaN NaN NaN NaN NaN NaN
g18-g112 NaN NaN NaN NaN NaN NaN
g18-g51 NaN NaN NaN NaN NaN NaN
g18-g52 NaN NaN NaN NaN NaN NaN
g18-g53 NaN NaN NaN NaN NaN NaN
g18-g54 NaN NaN NaN NaN NaN NaN
g18-g55 NaN NaN NaN NaN NaN NaN
g18-g56 NaN NaN NaN NaN NaN NaN
g18-g57 NaN NaN NaN NaN NaN NaN
g18-g61 NaN NaN NaN NaN NaN NaN
g18-g62 NaN NaN NaN NaN NaN NaN
g18-g63 NaN NaN NaN NaN NaN NaN
g18-g64 NaN NaN NaN NaN NaN NaN
g18-g65 NaN NaN NaN NaN NaN NaN
g18-g67 NaN NaN NaN NaN NaN NaN
g18-g68 NaN NaN NaN NaN NaN NaN
g18-g69 NaN NaN NaN NaN NaN NaN
g18-g70 NaN NaN NaN NaN NaN NaN
g18-g71 NaN NaN NaN NaN NaN NaN
g18-g72 NaN NaN NaN NaN NaN NaN
g18-g74 NaN NaN NaN NaN NaN NaN
g18-g75 NaN NaN NaN NaN NaN NaN
g18-g76 NaN NaN NaN NaN NaN NaN
g18-g77 NaN NaN NaN NaN NaN NaN
g18-g78 NaN NaN 96766 NaN NaN 14016
g18-g79 NaN NaN 7 35301123 1461 155
g18-g80 NaN NaN NaN NaN NaN NaN
g18-g81 NaN NaN NaN NaN NaN NaN
g18-g83 NaN 1223.000000 14 1210 1210 292
g18-g84 NaN NaN NaN NaN NaN NaN
g18-g85 NaN NaN NaN NaN NaN NaN
g18-g87 NaN NaN NaN NaN NaN NaN
g18-g88 NaN NaN NaN NaN NaN NaN
g18-g89 NaN NaN NaN NaN NaN NaN
g18-g90 NaN NaN 19 NaN 1867 218
g18-g91 NaN NaN NaN NaN NaN NaN
g18-g92 NaN NaN NaN NaN NaN NaN
g18-g94 NaN NaN 3404 NaN 273927 3234
g18-g95 NaN NaN NaN NaN NaN NaN
g18-g96 NaN NaN NaN NaN NaN NaN
g18-g97 NaN NaN NaN NaN NaN NaN
g18-g98 NaN NaN NaN NaN NaN NaN
g18-g99 NaN NaN NaN NaN NaN NaN
g19-g100 NaN NaN NaN NaN NaN NaN
g19-g101 NaN NaN NaN NaN NaN NaN
g19-g102 NaN NaN NaN NaN NaN NaN
g19-g103 NaN NaN NaN NaN NaN NaN
g19-g104 NaN NaN NaN NaN NaN NaN
g19-g105 NaN NaN NaN NaN NaN NaN
g19-g106 NaN NaN NaN NaN NaN NaN
g19-g107 NaN NaN NaN NaN NaN NaN
g19-g108 NaN NaN NaN NaN NaN NaN
g19-g109 NaN NaN NaN NaN NaN NaN
g19-g110 NaN NaN NaN NaN NaN NaN
g19-g111 NaN NaN NaN NaN NaN NaN
g19-g112 NaN NaN NaN NaN NaN NaN
g19-g51 NaN NaN NaN NaN NaN NaN
g19-g52 NaN NaN NaN NaN NaN NaN
g19-g53 NaN NaN NaN NaN NaN NaN
g19-g54 NaN NaN NaN NaN NaN NaN
g19-g55 NaN NaN NaN NaN NaN NaN
g19-g56 NaN NaN NaN NaN NaN NaN
g19-g57 NaN NaN NaN NaN NaN NaN
g19-g61 NaN NaN NaN NaN NaN NaN
g19-g62 NaN NaN NaN NaN NaN NaN
g19-g63 NaN NaN NaN NaN NaN NaN
g19-g64 NaN NaN NaN NaN NaN NaN
g19-g65 NaN NaN NaN NaN NaN NaN
g19-g67 NaN NaN NaN NaN NaN NaN
g19-g68 NaN NaN NaN NaN NaN NaN
g19-g69 NaN NaN NaN NaN NaN NaN
g19-g70 NaN NaN NaN NaN NaN NaN
g19-g71 NaN NaN NaN NaN NaN NaN
g19-g72 NaN NaN NaN NaN NaN NaN
g19-g74 NaN NaN NaN NaN NaN NaN
g19-g75 NaN NaN NaN NaN NaN NaN
g19-g76 NaN NaN NaN NaN NaN NaN
g19-g77 NaN NaN NaN NaN NaN NaN
g19-g78 NaN NaN NaN NaN NaN NaN
g19-g79 NaN NaN NaN NaN NaN NaN
g19-g80 NaN NaN NaN NaN NaN NaN
g19-g81 NaN NaN NaN NaN NaN NaN
g19-g83 NaN NaN NaN NaN NaN NaN
g19-g84 NaN NaN NaN NaN NaN NaN
g19-g85 NaN NaN NaN NaN NaN NaN
g19-g87 NaN NaN NaN NaN NaN NaN
g19-g88 NaN NaN NaN NaN NaN NaN
g19-g89 NaN NaN NaN NaN NaN NaN
g19-g90 NaN NaN NaN NaN NaN NaN
g19-g91 NaN NaN NaN NaN NaN NaN
g19-g92 NaN NaN NaN NaN NaN NaN
g19-g94 NaN NaN NaN NaN NaN NaN
g19-g95 NaN NaN NaN NaN NaN NaN
g19-g96 NaN NaN NaN NaN NaN NaN
g19-g97 NaN NaN NaN NaN NaN NaN
g19-g98 NaN NaN NaN NaN NaN NaN
g19-g99 NaN NaN NaN NaN NaN NaN
g2-g100 NaN NaN NaN NaN NaN 67180722
g2-g101 153399 75.000000 8 2279 2279 43
g2-g102 NaN 55.000000 9 2325 2325 26
g2-g103 NaN 48.000000 9 2283 2283 29
g2-g104 NaN 2585.000000 59 3415 3415 77
g2-g105 NaN 58.000000 7 4122 4122 20
g2-g106 NaN 79.000000 8 4637 4637 87
g2-g107 NaN 122.000000 9 4610 4610 34
g2-g108 NaN 365.000000 19 4986 4986 155
g2-g109 NaN 57.000000 16 5870 5870 109
g2-g110 NaN 41.000000 9 5677 5677 99
g2-g111 NaN 109.000000 9 5901 5901 81
g2-g112 NaN 6838.000000 10 10627 10627 61
g2-g51 498803 582.000000 59 3068 1579 219
g2-g52 308633 54.000000 7 377 291 83
g2-g53 NaN 40.000000 9 252 252 85
g2-g54 NaN 43.000000 8 377 377 10
g2-g55 NaN 293.000000 8 356 356 146
g2-g56 NaN 44.000000 9 387 387 95
g2-g57 500039 549067.000000 6561182 549014 551328 3813867
g2-g61 NaN 56.000000 8 520 520 20
g2-g62 8202536 54.000000 8 710 632 36
g2-g63 NaN 435.000000 9 539 539 18
g2-g64 NaN 105.000000 11 992 958 34
g2-g65 NaN 49.000000 10 528 528 23
g2-g67 8715 53.000000 9 511 511 45
g2-g68 440 47.000000 11 622 622 122
g2-g69 NaN 187.000000 10 566 566 94
g2-g70 NaN 95.000000 7 786 786 26
g2-g71 NaN 234.000000 22 583 583 112
g2-g72 196833 114.000000 13 715 715 43
g2-g74 664518 622.000000 7 2300 1786 77
g2-g75 NaN 50.000000 10 1176 1147 19
g2-g76 NaN 1237.000000 10 76400195 18603 12
g2-g77 NaN 1829.000000 28 1187112333 354583 147
g2-g78 NaN 51.000000 7 754 754 44
g2-g79 22 69.000000 6 855 855 9
g2-g80 NaN 5371.000000 180 6246 5342 222
g2-g81 NaN 51.000000 10 1132 1132 19
g2-g83 9255 1063.000000 10 1098 1098 27
g2-g84 14995 1067.000000 11 1546 1546 130
g2-g85 NaN 17006.000000 1396 17228 17228 189
g2-g87 NaN 49.000000 5 1197 1197 6
g2-g88 NaN 46.000000 7 1185 1185 10
g2-g89 26060 137.000000 10 1269 1269 109
g2-g90 269191 55.000000 9 1559 1559 20
g2-g91 NaN 69.000000 7 1715 1715 83
g2-g92 NaN 111.000000 19 2031 2031 60
g2-g94 NaN 123.000000 8 1935 1935 63
g2-g95 NaN 803.000000 35 2057 2057 20
g2-g96 NaN 341.000000 12 2122 2122 63
g2-g97 NaN 2168.000000 9 3047 3035 42
g2-g98 NaN 90.000000 7 2103 2103 16
g2-g99 NaN 89.000000 7 2103 2103 15
g20-g100 NaN NaN NaN NaN NaN NaN
g20-g101 NaN NaN NaN NaN NaN NaN
g20-g102 NaN NaN NaN NaN NaN NaN
g20-g103 NaN NaN NaN NaN NaN NaN
g20-g104 NaN NaN NaN NaN NaN NaN
g20-g105 NaN NaN NaN NaN NaN NaN
g20-g106 NaN NaN NaN NaN NaN NaN
g20-g107 NaN NaN NaN NaN NaN NaN
g20-g108 NaN NaN NaN NaN NaN NaN
g20-g109 NaN NaN NaN NaN NaN NaN
g20-g110 NaN NaN NaN NaN NaN NaN
g20-g111 NaN NaN NaN NaN NaN NaN
g20-g112 NaN NaN NaN NaN NaN NaN
g20-g51 NaN NaN NaN NaN NaN NaN
g20-g52 NaN NaN NaN NaN NaN NaN
g20-g53 NaN NaN NaN NaN NaN NaN
g20-g54 NaN NaN NaN NaN NaN NaN
g20-g55 NaN NaN NaN NaN NaN NaN
g20-g56 NaN NaN NaN NaN NaN NaN
g20-g57 NaN NaN NaN NaN NaN NaN
g20-g61 NaN NaN NaN NaN NaN NaN
g20-g62 NaN NaN NaN NaN NaN NaN
g20-g63 NaN NaN NaN NaN NaN NaN
g20-g64 NaN NaN NaN NaN NaN NaN
g20-g65 NaN NaN NaN NaN NaN NaN
g20-g67 NaN NaN NaN NaN NaN NaN
g20-g68 NaN NaN NaN NaN NaN NaN
g20-g69 NaN NaN NaN NaN NaN NaN
g20-g70 NaN NaN NaN NaN NaN NaN
g20-g71 NaN NaN NaN NaN NaN NaN
g20-g72 NaN NaN NaN NaN NaN NaN
g20-g74 NaN NaN NaN NaN NaN NaN
g20-g75 NaN NaN NaN NaN NaN NaN
g20-g76 NaN NaN NaN NaN NaN NaN
g20-g77 NaN NaN NaN NaN NaN NaN
g20-g78 NaN NaN NaN NaN NaN NaN
g20-g79 NaN NaN NaN NaN NaN NaN
g20-g80 NaN NaN NaN NaN NaN NaN
g20-g81 NaN NaN NaN NaN NaN NaN
g20-g83 NaN NaN NaN NaN NaN NaN
g20-g84 NaN NaN NaN NaN NaN NaN
g20-g85 NaN NaN NaN NaN NaN NaN
g20-g87 NaN NaN NaN NaN NaN NaN
g20-g88 NaN NaN NaN NaN NaN NaN
g20-g89 NaN NaN NaN NaN NaN NaN
g20-g90 NaN NaN NaN NaN NaN NaN
g20-g91 NaN NaN NaN NaN NaN NaN
g20-g92 NaN NaN NaN NaN NaN NaN
g20-g94 NaN NaN NaN NaN NaN NaN
g20-g95 NaN NaN NaN NaN NaN NaN
g20-g96 NaN NaN NaN NaN NaN NaN
g20-g97 NaN NaN NaN NaN NaN NaN
g20-g98 NaN NaN NaN NaN NaN NaN
g20-g99 NaN NaN NaN NaN NaN NaN
g21-g100 NaN NaN NaN 50465729 65045387 9729993
g21-g101 NaN NaN NaN 975702175 NaN NaN
g21-g102 NaN NaN NaN 1696745493 NaN NaN
g21-g103 NaN NaN NaN NaN NaN NaN
g21-g104 NaN NaN NaN NaN NaN NaN
g21-g105 NaN NaN NaN NaN NaN NaN
g21-g106 NaN NaN NaN NaN NaN 44631504
g21-g107 NaN NaN NaN NaN NaN NaN
g21-g108 NaN NaN NaN NaN NaN 31915650
g21-g109 NaN NaN NaN NaN NaN NaN
g21-g110 NaN NaN NaN NaN NaN NaN
g21-g111 NaN NaN NaN NaN NaN 45980975
g21-g112 NaN NaN NaN 250324547 NaN NaN
g21-g51 NaN NaN NaN NaN NaN NaN
g21-g52 7089648 134271460.000000 26493186 126246903 194698382 26419659
g21-g53 NaN NaN NaN 77832944 156774055 72734190
g21-g54 40760673 NaN NaN 379192580 584460398 93623405
g21-g55 32345549 NaN 55446604 222136986 364251415 55447744
g21-g56 24185998 NaN NaN 463425496 709752404 112943263
g21-g57 497887 2715710.000000 536670 616581 1318319 538518
g21-g61 13674720 NaN NaN 87471179 142650270 NaN
g21-g62 50763695 NaN NaN 711862089 1038947753 90554170
g21-g63 NaN NaN NaN 1450840088 1971896771 NaN
g21-g64 NaN NaN NaN NaN NaN NaN
g21-g65 20119509 NaN NaN 155770796 312764079 53441448
g21-g67 21804015 NaN NaN 155482579 310248751 49650203
g21-g68 NaN NaN NaN NaN NaN NaN
g21-g69 15640825 NaN NaN 53218342 93062815 114115485
g21-g70 4204786 36109312.000000 13786703 10418523 17300087 13738351
g21-g71 16349555 NaN NaN 55305125 96986936 117938832
g21-g72 4575994 31976592.000000 4151887 2655389 5814317 4154276
g21-g74 NaN NaN NaN 2141078276 3196792995 NaN
g21-g75 NaN NaN NaN NaN NaN NaN
g21-g76 NaN NaN NaN NaN NaN NaN
g21-g77 NaN NaN NaN NaN NaN NaN
g21-g78 NaN NaN NaN 2427997802 3716587660 NaN
g21-g79 NaN NaN NaN 357202199 545943847 89263629
g21-g80 1140228 4040208.000000 1157789 1280360 3281017 1136252
g21-g81 NaN NaN NaN 370408866 740614331 89251974
g21-g83 NaN NaN NaN 1651853375 2652640099 NaN
g21-g84 NaN NaN NaN NaN NaN NaN
g21-g85 NaN NaN NaN 105474991 147689955 45805698
g21-g87 NaN NaN NaN 1251286550 1852768992 NaN
g21-g88 NaN NaN NaN 1709846458 2578161801 NaN
g21-g89 NaN NaN NaN 198632729 342861499 77965004
g21-g90 NaN NaN NaN 989291223 1664973771 NaN
g21-g91 NaN NaN NaN 59124341 107851958 54802613
g21-g92 NaN NaN NaN 67997215 125961956 62010596
g21-g94 NaN NaN NaN 1097504639 1757133371 NaN
g21-g95 NaN NaN NaN 7462129 15527090 7071323
g21-g96 NaN NaN NaN 9994946 19887424 7718676
g21-g97 NaN 6296159.000000 2723141 2334129 6519075 325757
g21-g98 NaN NaN NaN 12838165 24983427 6422977
g21-g99 NaN NaN NaN 13136898 25580771 6665891
g22-g100 NaN NaN NaN NaN NaN NaN
g22-g101 NaN NaN NaN NaN NaN NaN
g22-g102 NaN NaN NaN NaN NaN NaN
g22-g103 NaN NaN NaN NaN NaN NaN
g22-g104 NaN NaN NaN NaN NaN NaN
g22-g105 NaN NaN NaN NaN NaN NaN
g22-g106 NaN NaN NaN NaN NaN NaN
g22-g107 NaN NaN NaN NaN NaN NaN
g22-g108 NaN NaN NaN NaN NaN NaN
g22-g109 NaN NaN NaN NaN NaN NaN
g22-g110 NaN NaN NaN NaN NaN NaN
g22-g111 NaN NaN NaN NaN NaN NaN
g22-g112 NaN NaN NaN NaN NaN NaN
g22-g51 NaN NaN NaN NaN NaN NaN
g22-g52 NaN NaN NaN NaN NaN NaN
g22-g53 NaN NaN NaN NaN NaN NaN
g22-g54 NaN NaN NaN NaN NaN NaN
g22-g55 NaN NaN NaN NaN NaN NaN
g22-g56 NaN NaN NaN NaN NaN NaN
g22-g57 NaN NaN NaN NaN NaN NaN
g22-g61 NaN NaN NaN NaN NaN NaN
g22-g62 NaN NaN NaN NaN NaN NaN
g22-g63 NaN NaN NaN NaN NaN NaN
g22-g64 NaN NaN NaN NaN NaN NaN
g22-g65 NaN NaN NaN NaN NaN NaN
g22-g67 NaN NaN NaN NaN NaN NaN
g22-g68 NaN NaN NaN NaN NaN NaN
g22-g69 NaN NaN NaN NaN NaN NaN
g22-g70 NaN NaN NaN NaN NaN NaN
g22-g71 NaN NaN NaN NaN NaN NaN
g22-g72 NaN NaN NaN NaN NaN NaN
g22-g74 NaN NaN NaN NaN NaN NaN
g22-g75 NaN NaN NaN NaN NaN NaN
g22-g76 NaN NaN NaN NaN NaN NaN
g22-g77 NaN NaN NaN NaN NaN NaN
g22-g78 NaN NaN NaN NaN NaN NaN
g22-g79 NaN NaN NaN NaN NaN NaN
g22-g80 NaN NaN NaN NaN NaN NaN
g22-g81 NaN NaN NaN NaN NaN NaN
g22-g83 NaN NaN NaN NaN NaN NaN
g22-g84 NaN NaN NaN NaN NaN NaN
g22-g85 NaN NaN NaN NaN NaN NaN
g22-g87 NaN NaN NaN NaN NaN NaN
g22-g88 NaN NaN NaN NaN NaN NaN
g22-g89 NaN NaN NaN NaN NaN NaN
g22-g90 NaN NaN NaN NaN NaN NaN
g22-g91 NaN NaN NaN NaN NaN NaN
g22-g92 NaN NaN NaN NaN NaN NaN
g22-g94 NaN NaN NaN NaN NaN NaN
g22-g95 NaN NaN NaN NaN NaN NaN
g22-g96 NaN NaN NaN NaN NaN NaN
g22-g97 NaN NaN NaN NaN NaN NaN
g22-g98 NaN NaN NaN NaN NaN NaN
g22-g99 NaN NaN NaN NaN NaN NaN
g23-g100 NaN NaN NaN NaN NaN NaN
g23-g101 NaN NaN NaN NaN NaN NaN
g23-g102 NaN NaN NaN NaN NaN NaN
g23-g103 NaN NaN NaN NaN NaN NaN
g23-g104 NaN NaN NaN NaN NaN NaN
g23-g105 NaN NaN NaN NaN NaN NaN
g23-g106 NaN NaN NaN NaN NaN NaN
g23-g107 NaN NaN NaN NaN NaN NaN
g23-g108 NaN NaN NaN NaN NaN NaN
g23-g109 NaN NaN NaN NaN NaN NaN
g23-g110 NaN NaN NaN NaN NaN NaN
g23-g111 NaN NaN NaN NaN NaN NaN
g23-g112 NaN NaN NaN NaN NaN NaN
g23-g51 NaN NaN NaN NaN NaN NaN
g23-g52 NaN NaN NaN NaN NaN NaN
g23-g53 NaN NaN NaN NaN NaN NaN
g23-g54 NaN NaN NaN NaN NaN NaN
g23-g55 NaN NaN NaN NaN NaN NaN
g23-g56 NaN NaN NaN NaN NaN NaN
g23-g57 NaN NaN NaN NaN NaN NaN
g23-g61 NaN NaN NaN NaN NaN NaN
g23-g62 NaN NaN NaN NaN NaN NaN
g23-g63 NaN NaN NaN NaN NaN NaN
g23-g64 NaN NaN NaN NaN NaN NaN
g23-g65 NaN NaN NaN NaN NaN NaN
g23-g67 NaN NaN NaN NaN NaN NaN
g23-g68 NaN NaN NaN NaN NaN NaN
g23-g69 NaN NaN NaN NaN NaN NaN
g23-g70 NaN NaN NaN NaN NaN NaN
g23-g71 NaN NaN NaN NaN NaN NaN
g23-g72 NaN NaN NaN NaN NaN NaN
g23-g74 NaN NaN NaN NaN NaN NaN
g23-g75 NaN NaN NaN NaN NaN NaN
g23-g76 NaN NaN NaN NaN NaN NaN
g23-g77 NaN NaN NaN NaN NaN NaN
g23-g78 NaN NaN NaN NaN NaN NaN
g23-g79 NaN NaN NaN NaN NaN NaN
g23-g80 NaN NaN NaN NaN NaN NaN
g23-g81 NaN NaN NaN NaN NaN NaN
g23-g83 NaN NaN NaN NaN NaN NaN
g23-g84 NaN NaN NaN NaN NaN NaN
g23-g85 NaN NaN NaN NaN NaN NaN
g23-g87 NaN NaN NaN NaN NaN NaN
g23-g88 NaN NaN NaN NaN NaN NaN
g23-g89 NaN NaN NaN NaN NaN NaN
g23-g90 NaN NaN NaN NaN NaN NaN
g23-g91 NaN NaN NaN NaN NaN NaN
g23-g92 NaN NaN NaN NaN NaN NaN
g23-g94 NaN NaN NaN NaN NaN NaN
g23-g95 NaN NaN NaN NaN NaN NaN
g23-g96 NaN NaN NaN NaN NaN NaN
g23-g97 NaN NaN NaN NaN NaN NaN
g23-g98 NaN NaN NaN NaN NaN NaN
g23-g99 NaN NaN NaN NaN NaN NaN
g24-g100 NaN NaN NaN NaN NaN NaN
g24-g101 NaN NaN NaN NaN NaN NaN
g24-g102 NaN NaN NaN NaN NaN NaN
g24-g103 NaN NaN NaN NaN NaN NaN
g24-g104 NaN NaN NaN NaN NaN NaN
g24-g105 NaN NaN NaN NaN NaN NaN
g24-g106 NaN NaN NaN NaN NaN NaN
g24-g107 NaN NaN NaN NaN NaN NaN
g24-g108 NaN NaN NaN NaN NaN NaN
g24-g109 NaN NaN NaN NaN NaN NaN
g24-g110 NaN NaN NaN NaN NaN NaN
g24-g111 NaN NaN NaN NaN NaN NaN
g24-g112 NaN NaN NaN NaN NaN NaN
g24-g51 NaN NaN NaN NaN NaN NaN
g24-g52 NaN NaN NaN NaN NaN NaN
g24-g53 NaN NaN NaN NaN NaN NaN
g24-g54 NaN NaN NaN NaN NaN NaN
g24-g55 NaN NaN NaN NaN NaN NaN
g24-g56 NaN NaN NaN NaN NaN NaN
g24-g57 NaN NaN NaN NaN NaN NaN
g24-g61 NaN NaN NaN NaN NaN NaN
g24-g62 NaN NaN NaN NaN NaN NaN
g24-g63 NaN NaN 17901 7808959 7797215 163939
g24-g64 NaN NaN NaN NaN NaN NaN
g24-g65 NaN NaN NaN NaN NaN NaN
g24-g67 NaN NaN NaN NaN NaN NaN
g24-g68 NaN NaN NaN NaN NaN NaN
g24-g69 NaN NaN NaN NaN NaN NaN
