instance clique cp-fc kdown james-cpp-max james-cpp-max-down kdown-par/t32
si2_b03m_m200.07 NaN 25909.000000 13 997 355 109
si4_r001_m200.04 NaN NaN 12 NaN 17577 53
si4_r001_m200.07 NaN NaN 10 NaN 6146 23
si4_r001_m200.00 NaN NaN 15 NaN 118781 127
si4_r001_m200.01 NaN NaN 35 NaN 956 94
si4_r001_m200.03 NaN NaN 14 NaN 596705 32
si4_r001_m200.06 NaN NaN 5 NaN 3854 6
si4_r001_m200.05 NaN NaN 15 NaN 53687 76
si4_r001_m200.08 NaN NaN 10 NaN 2752 39
si4_r001_m200.09 NaN NaN 80 NaN 658282 135
si4_r001_m200.02 NaN NaN 52 NaN 28816 120
si2_m4D_m256.08 NaN 251.000000 5 36655 643 80
si2_m4D_m256.03 NaN 434.000000 10 27395 455 86
si2_m4D_m256.02 NaN 1152015.000000 29 30632 1118 70
si2_m4D_m256.06 NaN 432.000000 6 2419 405 87
si2_m4D_m256.04 NaN 27794344.000000 5 382 382 21
si2_m4D_m256.07 NaN 205408.000000 4 1329 1184 57
si2_m4D_m256.01 NaN 410.000000 10 21755 452 84
si2_m4D_m256.09 NaN 404.000000 20 8235 383 99
si2_m4D_m256.00 NaN 404.000000 6 30814 396 74
si2_m4D_m256.05 NaN 412.000000 4 1708 421 94
si6_r01_m400.04 NaN NaN 119973 NaN 14074 122607
si6_r01_m400.08 NaN NaN 106621 NaN 19964 111461
si6_r01_m400.07 NaN NaN 46612 NaN 1007 46612
si6_r01_m400.06 NaN NaN 24654 NaN 19767 25562
si6_r01_m400.05 NaN NaN 193689 NaN 3624 194084
si6_r01_m400.02 NaN NaN 165698 NaN 2390 166043
si6_r01_m400.00 NaN NaN 245554 NaN 11686 247698
si6_r01_m400.03 NaN NaN 16337 NaN 57645 20112
si6_r01_m400.01 NaN NaN 33623 NaN 59494 33430
si6_r01_m400.09 NaN NaN 124001 NaN 130521 131839
si2_m4Dr4_m625.07 NaN NaN 13 NaN 17203 66
si2_m4Dr4_m625.02 NaN NaN 26 NaN 1037 353
si2_m4Dr4_m625.03 NaN NaN 6 NaN 961 17
si2_m4Dr4_m625.00 NaN NaN 8 NaN 1090 23
si2_m4Dr4_m625.05 NaN NaN 9 904 904 33
si2_m4Dr4_m625.06 NaN NaN 24 NaN 15463 253
si2_m4Dr4_m625.09 NaN NaN 685 NaN 3094596 286
si2_m4Dr4_m625.01 NaN NaN 30 NaN 2033 288
si2_m4Dr4_m625.08 NaN 107778.000000 90 NaN 31161 269
si2_m4Dr4_m625.04 NaN NaN 204 NaN 456328 290
si4_r01_m400.01 NaN NaN 55016 NaN 69448 58931
si4_r01_m400.08 NaN NaN 536363 NaN 2774 536994
si4_r01_m400.02 NaN NaN 1316214 NaN 58292 1319630
si4_r01_m400.03 NaN NaN 593542 NaN 152480 611892
si4_r01_m400.07 NaN NaN 1065847 NaN 42201 1070783
si4_r01_m400.06 NaN NaN 76976 NaN 8473 77736
si4_r01_m400.04 NaN NaN 1255627 NaN 1426255 1293953
si4_r01_m400.00 NaN NaN 1464792 NaN 894175 1439057
si4_r01_m400.05 NaN NaN 125590 NaN 125528 121092
si4_r01_m400.09 NaN NaN 329064 NaN 765179 337926
si2_b09m_m400.09 NaN NaN 10 628 607 39
si2_b09m_m400.03 NaN NaN 10 NaN 1604 36
si2_b09m_m400.01 NaN NaN 16 NaN 637 195
si2_b09m_m400.08 NaN NaN 40 NaN 842 793
si2_b09m_m400.05 NaN NaN 5 NaN 2814 16
si2_b09m_m400.06 NaN NaN 11 NaN 694 56
si2_b09m_m400.00 NaN NaN 5 NaN 627 6
si2_b09m_m400.02 NaN NaN 10 NaN 669 29
si2_b09m_m400.04 NaN 977.000000 8 NaN 672 30
si2_b09m_m400.07 NaN NaN 7 NaN 632 21
si2_b09_m800.07 NaN 1901.000000 3 1131 1131 34
si2_b09_m800.04 NaN 1278.000000 3 1131 1131 33
si2_b09_m800.05 NaN 1288.000000 3 1132 1132 35
si2_b09_m800.00 NaN 115661.000000 3 1132 1132 33
si2_b09_m800.02 NaN 6333.000000 3 1131 1131 33
si2_b09_m800.01 NaN 1493.000000 3 1131 1131 35
si2_b09_m800.08 NaN 2323.000000 3 1131 1131 34
si2_b09_m800.09 NaN 10264.000000 3 1132 1132 33
si2_b09_m800.03 NaN 1569.000000 3 1131 1131 36
si2_b09_m800.06 NaN 1827.000000 3 1132 1132 33
si6_b03_m400.04 NaN 1324.000000 3 883 883 34
si6_b03_m400.09 NaN 1342.000000 3 883 883 35
si6_b03_m400.02 NaN 1343.000000 3 883 883 34
si6_b03_m400.06 NaN 1108.000000 3 883 883 35
si6_b03_m400.05 NaN 1622.000000 3 883 883 34
si6_b03_m400.08 NaN 1878.000000 3 883 883 36
si6_b03_m400.01 NaN 1607.000000 3 883 883 32
si6_b03_m400.07 NaN 1662.000000 3 883 883 35
si6_b03_m400.03 NaN 1337.000000 3 883 883 34
si6_b03_m400.00 NaN 1326.000000 3 883 883 34
si2_r005_m600.03 NaN NaN 131977 NaN 540020 127191
si2_r005_m600.00 NaN NaN 924504 NaN 6705954 901690
si2_r005_m600.06 NaN NaN 674398 NaN 2111770 731190
si2_r005_m600.01 NaN NaN 619284 NaN 5404280 570751
si2_r005_m600.04 NaN NaN 1156436 NaN 644749 1185257
si2_r005_m600.09 NaN NaN 250526 NaN 453674 263504
si2_r005_m600.05 NaN NaN 1933933 NaN 1105452 1929655
si2_r005_m600.02 NaN NaN 995181 NaN 2348279 1009521
si2_r005_m600.08 NaN NaN 238687 NaN 3747168 153976
si2_r005_m600.07 NaN NaN 30819 NaN 1060443 31479
si4_r01_m600.05 NaN NaN NaN NaN 116678 602356
si4_r01_m600.02 NaN NaN NaN NaN 318526 1103597
si4_r01_m600.03 NaN NaN NaN NaN 1049229 2206264
si4_r01_m600.07 NaN NaN NaN NaN 210226 2681967
si4_r01_m600.08 NaN NaN NaN NaN 639493 2813971
si4_r01_m600.06 NaN NaN NaN NaN 1443325 1539816
si4_r01_m600.01 NaN NaN NaN NaN 24342 4508621
si4_r01_m600.04 NaN NaN NaN NaN 5453 1206310
si4_r01_m600.00 NaN NaN NaN NaN 4636 3354621
si4_r01_m600.09 NaN NaN NaN NaN 944416 866351
si2_b09_m400.04 NaN 401.000000 3 571 571 35
si2_b09_m400.08 NaN 1120.000000 3 571 571 33
si2_b09_m400.05 NaN 3314080.000000 3 572 572 32
si2_b09_m400.01 NaN 3771.000000 3 571 571 34
si2_b09_m400.03 NaN 8397.000000 3 572 572 33
si2_b09_m400.02 NaN 202434.000000 3 572 572 33
si2_b09_m400.07 NaN 1641.000000 3 572 572 30
si2_b09_m400.09 NaN 4980.000000 3 571 571 34
si2_b09_m400.06 NaN 630378.000000 3 572 572 31
si2_b09_m400.00 NaN 2408.000000 3 571 571 34
si4_b06_m200.06 NaN 1104.000000 3 366 366 32
si4_b06_m200.03 NaN 591.000000 3 366 366 32
si4_b06_m200.02 NaN 502.000000 3 366 366 32
si4_b06_m200.07 NaN 807.000000 3 366 366 33
si4_b06_m200.05 NaN 464.000000 3 366 366 30
si4_b06_m200.08 NaN 657.000000 3 366 366 30
si4_b06_m200.00 NaN 1794.000000 3 366 366 32
si4_b06_m200.04 NaN 493.000000 3 366 366 31
si4_b06_m200.01 NaN 362.000000 3 366 366 32
si4_b06_m200.09 NaN 1111.000000 3 366 366 32
si4_r005_m400.06 NaN NaN 36620 NaN 6279 35800
si4_r005_m400.03 NaN NaN 2940 NaN 110644 3362
si4_r005_m400.07 NaN NaN 40695 NaN 60763 41302
si4_r005_m400.01 NaN NaN 9315 NaN 10483 10142
si4_r005_m400.04 NaN NaN 22051 NaN 74070 21807
si4_r005_m400.00 NaN NaN 28152 NaN 20601 29316
si4_r005_m400.09 NaN NaN 7965 NaN 9154 8126
si4_r005_m400.05 NaN NaN 6094 NaN 16376 6297
si4_r005_m400.08 NaN NaN 4854 NaN 1658 4874
si4_r005_m400.02 NaN NaN 8813 NaN 180824 10215
si4_m4Dr2_m1296.07 NaN NaN 17 NaN 2562 222
si4_m4Dr2_m1296.00 NaN NaN 18 NaN 2561 307
si4_m4Dr2_m1296.05 NaN NaN 21 NaN 2461 407
si4_m4Dr2_m1296.04 NaN NaN 15 NaN 2901 130
si4_m4Dr2_m1296.08 NaN NaN 90 NaN 13059 680
si4_m4Dr2_m1296.01 NaN NaN 21 NaN 3767 341
si4_m4Dr2_m1296.06 NaN NaN 13 NaN 2978 131
si4_m4Dr2_m1296.02 NaN NaN 32 NaN 2517 489
si4_m4Dr2_m1296.03 NaN NaN 50 NaN 2772 635
si4_m4Dr2_m1296.09 NaN NaN 16 NaN 2428 221
si6_b09_m800.03 NaN NaN 3 1772 1772 34
si6_b09_m800.09 NaN NaN 3 1772 1772 34
si6_b09_m800.07 NaN NaN 3 1772 1772 35
si6_b09_m800.05 NaN NaN 3 1771 1771 35
si6_b09_m800.04 NaN NaN 3 1772 1772 34
si6_b09_m800.01 NaN NaN 3 1771 1771 34
si6_b09_m800.00 NaN NaN 3 1772 1772 36
si6_b09_m800.02 NaN NaN 3 1772 1772 37
si6_b09_m800.06 NaN NaN 3 1772 1772 36
si6_b09_m800.08 NaN NaN 3 1771 1771 36
si6_b06m_m400.00 NaN 14227.000000 5 954 924 8
si6_b06m_m400.08 NaN 1099.000000 3 NaN 953 5
si6_b06m_m400.03 NaN 824.000000 4 909 909 7
si6_b06m_m400.04 NaN 820.000000 7 NaN 936 20
si6_b06m_m400.06 NaN NaN 6 NaN 908 16
si6_b06m_m400.07 NaN NaN 6 932 919 15
si6_b06m_m400.09 NaN NaN 7 NaN 929 11
si6_b06m_m400.02 NaN NaN 3 NaN 987 5
si6_b06m_m400.01 NaN NaN 3 NaN 948 4
si6_b06m_m400.05 NaN NaN 2 NaN 955 2
si2_m4Dr4_m1296.08 NaN NaN 35 NaN 13178 539
si2_m4Dr4_m1296.07 NaN NaN 37 NaN 4117 857
si2_m4Dr4_m1296.03 NaN NaN 61 NaN 7182 580
si2_m4Dr4_m1296.05 NaN NaN 25 NaN 1917 454
si2_m4Dr4_m1296.06 NaN NaN 15 NaN 2058 156
si2_m4Dr4_m1296.04 NaN NaN 35 NaN 1163506 779
si2_m4Dr4_m1296.09 NaN NaN 36 NaN 4852 823
si2_m4Dr4_m1296.01 NaN NaN 24 NaN 2739 322
si2_m4Dr4_m1296.00 NaN NaN 25 NaN 5263 466
si2_m4Dr4_m1296.02 NaN NaN 68 NaN 12303 1618
si6_m4Dr6_m1296.02 NaN NaN 11 NaN 5544 57
si6_m4Dr6_m1296.08 NaN NaN 6 NaN 2976 20
si6_m4Dr6_m1296.07 NaN NaN 6 NaN 2942 42
si6_m4Dr6_m1296.06 NaN NaN 3 NaN 2881 7
si6_m4Dr6_m1296.03 NaN NaN 4 NaN 3006 16
si6_m4Dr6_m1296.04 NaN NaN 7 NaN 3279 22
si6_m4Dr6_m1296.05 NaN NaN 5 NaN 3688 18
si6_m4Dr6_m1296.00 NaN NaN 9 NaN 2919 57
si6_m4Dr6_m1296.09 NaN NaN 12 NaN 2938 122
si6_m4Dr6_m1296.01 NaN NaN 4 NaN 2899 11
si4_m4Dr2_m256.00 NaN NaN 8 NaN 1520 21
si4_m4Dr2_m256.01 NaN NaN 6 494 494 28
si4_m4Dr2_m256.05 NaN NaN 6 NaN 683 6
si4_m4Dr2_m256.04 NaN NaN 6 NaN 1153 12
si4_m4Dr2_m256.08 NaN NaN 4 NaN 606 5
si4_m4Dr2_m256.07 NaN 10893.000000 6 NaN 799 6
si4_m4Dr2_m256.06 NaN NaN 9 NaN 848 31
si4_m4Dr2_m256.02 NaN 527.000000 3 NaN 496 3
si4_m4Dr2_m256.09 NaN 534.000000 3 NaN 718 3
si4_m4Dr2_m256.03 NaN NaN 6 NaN 640 7
si4_b09m_m200.01 NaN 400.000000 2 NaN 400 2
si4_b09m_m200.00 NaN NaN 2 NaN 465 2
si4_b09m_m200.03 NaN NaN 2 NaN 580 3
si4_b09m_m200.06 NaN NaN 3 NaN 672 5
si4_b09m_m200.02 NaN 407.000000 2 377 377 2
si4_b09m_m200.04 NaN 394.000000 2 NaN 525 2
si4_b09m_m200.05 NaN 399.000000 2 129237630 382 2
si4_b09m_m200.07 NaN NaN 2 NaN 397 2
si4_b09m_m200.08 NaN 395.000000 1 93071874 381 1
si4_b09m_m200.09 NaN NaN 4 NaN 408 4
si4_m4Dr4_m625.07 NaN NaN 15 NaN 1529 98
si4_m4Dr4_m625.05 NaN NaN 16 NaN 1278 143
si4_m4Dr4_m625.01 NaN NaN 13 NaN 1618 80
si4_m4Dr4_m625.08 NaN NaN 8 NaN 1718 21
si4_m4Dr4_m625.09 NaN NaN 20 NaN 3349 315
si4_m4Dr4_m625.00 NaN NaN 10 NaN 4945 23
si4_m4Dr4_m625.04 NaN NaN 11 NaN 1230 55
si4_m4Dr4_m625.06 NaN NaN 8 NaN 1259 24
si4_m4Dr4_m625.03 NaN NaN 13 NaN 1467 88
si4_m4Dr4_m625.02 NaN NaN 12 NaN 1184 77
si4_m4Dr4_m1296.03 NaN NaN 15 NaN 2717 179
si4_m4Dr4_m1296.01 NaN NaN 25 NaN 3347 501
si4_m4Dr4_m1296.00 NaN NaN 22 NaN 2696 387
si4_m4Dr4_m1296.07 NaN NaN 16 NaN 2403 168
si4_m4Dr4_m1296.02 NaN NaN 20 2427 2391 350
si4_m4Dr4_m1296.04 NaN NaN 15 NaN 4085 130
si4_m4Dr4_m1296.09 NaN NaN 28 NaN 3410 555
si4_m4Dr4_m1296.06 NaN NaN 21 NaN 17172 263
si4_m4Dr4_m1296.08 NaN NaN 30 NaN 2786 545
si4_m4Dr4_m1296.05 NaN NaN 25 NaN 11464 404
si2_r005_m400.05 NaN NaN 31581 NaN 697911 32804
si2_r005_m400.06 NaN NaN 8684 NaN 281929 11508
si2_r005_m400.08 NaN NaN 32035 NaN 305554 31320
si2_r005_m400.02 NaN NaN 2377980 NaN 945573 2266544
si2_r005_m400.03 NaN NaN 61705 NaN 147849 59350
si2_r005_m400.00 NaN NaN 27839 NaN 509135 25231
si2_r005_m400.07 NaN NaN 217520 NaN 509551 214722
si2_r005_m400.09 NaN NaN 36179 NaN 54104 36104
si2_r005_m400.04 NaN NaN 92244 NaN 176023 94616
si2_r005_m400.01 NaN NaN 19203 NaN 12918 18827
si2_b06m_m400.03 NaN NaN 17 NaN 667 163
si2_b06m_m400.06 NaN NaN 15 NaN 794 112
si2_b06m_m400.05 NaN NaN 13 NaN 1100 51
si2_b06m_m400.01 NaN 32752.000000 22 NaN 701 310
si2_b06m_m400.00 NaN NaN 11 12443775 639 75
si2_b06m_m400.08 NaN NaN 12 579166654 1174 90
si2_b06m_m400.07 NaN NaN 13 1160 779 97
si2_b06m_m400.09 NaN NaN 7 NaN 682 10
si2_b06m_m400.04 NaN NaN 20 NaN 1366 178
si2_b06m_m400.02 NaN NaN 5 NaN 833 5
si6_r005_m600.02 NaN NaN 36445 NaN 9864 38130
si6_r005_m600.08 NaN NaN 19470 NaN 1616 19488
si6_r005_m600.03 NaN NaN 63799 NaN 3714 64337
si6_r005_m600.05 NaN NaN 68073 NaN 3578 68531
si6_r005_m600.07 NaN NaN 30333 NaN 10054 31140
si6_r005_m600.04 NaN NaN 36937 NaN 3462 37229
si6_r005_m600.06 NaN NaN 67931 NaN 36460 70379
si6_r005_m600.01 NaN NaN 3805 NaN 2782 3999
si6_r005_m600.09 NaN NaN 92538 NaN 1557 92565
si6_r005_m600.00 NaN NaN 12685 NaN 3498 12890
si6_r005_m200.02 NaN NaN 138 NaN 3099 292
si6_r005_m200.08 NaN NaN 245 NaN 1584 271
si6_r005_m200.09 NaN NaN 297 NaN 2629 397
si6_r005_m200.05 NaN NaN 143 NaN 8982 257
si6_r005_m200.03 NaN NaN 151 NaN 1753 212
si6_r005_m200.00 NaN NaN 343 NaN 7553 472
si6_r005_m200.04 NaN NaN 141 NaN 653 149
si6_r005_m200.07 NaN NaN 149 NaN 1103 170
si6_r005_m200.01 NaN NaN 242 NaN 499 243
si6_r005_m200.06 NaN NaN 65 NaN 838 79
si2_m4Dr6_m625.06 NaN NaN 34 NaN 1705 515
si2_m4Dr6_m625.08 NaN NaN 23 NaN 1825 176
si2_m4Dr6_m625.07 NaN NaN 15 NaN 2597 166
si2_m4Dr6_m625.03 NaN NaN 31 NaN 3566 445
si2_m4Dr6_m625.04 NaN NaN 12 NaN 3466 65
si2_m4Dr6_m625.05 NaN NaN 22 NaN 1510 291
si2_m4Dr6_m625.09 NaN NaN 29 NaN 2845 138
si2_m4Dr6_m625.01 NaN NaN 15 NaN 6824 77
si2_m4Dr6_m625.02 NaN NaN 51 NaN 6899 256
si2_m4Dr6_m625.00 NaN NaN 21 NaN 1326 392
si6_b03_m800.02 NaN NaN 3 1763 1763 34
si6_b03_m800.04 NaN NaN 3 1763 1763 34
si6_b03_m800.03 NaN NaN 3 1763 1763 34
si6_b03_m800.05 NaN NaN 3 1763 1763 34
si6_b03_m800.06 NaN NaN 3 1763 1763 34
si6_b03_m800.01 NaN NaN 3 1763 1763 34
si6_b03_m800.00 NaN NaN 3 1763 1763 34
si6_b03_m800.07 NaN NaN 3 1763 1763 34
si6_b03_m800.09 NaN NaN 3 1763 1763 34
si6_b03_m800.08 NaN NaN 3 1763 1763 34
si4_m4D_m1296.09 NaN NaN 3 NaN 4878 6
si4_m4D_m1296.06 NaN NaN 3 NaN 3017 6
si4_m4D_m1296.05 NaN NaN 3 NaN 3197 5
si4_m4D_m1296.00 NaN NaN 1502 NaN 453815 18130
si4_m4D_m1296.03 NaN NaN 5360 NaN 203629 13772
si4_m4D_m1296.04 NaN NaN 3 NaN 12107 6
si4_m4D_m1296.08 NaN NaN NaN NaN NaN 418778
si4_m4D_m1296.02 NaN NaN 540 NaN 81379 7086
si4_m4D_m1296.01 NaN NaN 3 NaN 14015 6
si4_m4D_m1296.07 NaN NaN 3 2360 2360 6
si6_b03m_m400.03 NaN NaN 22 NaN 1041 247
si6_b03m_m400.01 NaN NaN 12 NaN 2147 73
si6_b03m_m400.09 NaN NaN 31 38442153 978 553
si6_b03m_m400.08 NaN NaN 11 NaN 962 66
si6_b03m_m400.07 NaN NaN 13 NaN 967 72
si6_b03m_m400.02 NaN NaN 16 NaN 1082 158
si6_b03m_m400.05 NaN NaN 25 82032161 968 371
si6_b03m_m400.00 NaN NaN 17 NaN 1054 222
si6_b03m_m400.06 NaN NaN 21 NaN 1022 293
si6_b03m_m400.04 NaN NaN 17 NaN 999 248
si4_m4D_m256.07 NaN NaN 3 NaN 614 5
si4_m4D_m256.06 NaN 1479327.000000 3 434091506 513 5
si4_m4D_m256.05 NaN 528.000000 4 NaN 830 15
si4_m4D_m256.08 NaN 533.000000 6 NaN 1735 46
si4_m4D_m256.04 NaN 589.000000 7 NaN 1789 30
si4_m4D_m256.09 NaN NaN 7 NaN 2168 46
si4_m4D_m256.02 NaN 531.000000 4 666717583 546 22
si4_m4D_m256.00 NaN 10430922.000000 7 NaN 2133 38
si4_m4D_m256.03 NaN 1473209.000000 3 NaN 616 6
si4_m4D_m256.01 NaN 3567.000000 4 NaN 864 35
si6_b06m_m800.07 NaN NaN 6 NaN 1941 16
si6_b06m_m800.04 NaN NaN 13 NaN 1839 155
si6_b06m_m800.01 NaN NaN 6 30007536 1828 21
si6_b06m_m800.00 NaN NaN 10 1814 1804 56
si6_b06m_m800.05 NaN NaN 5 NaN 1845 7
si6_b06m_m800.08 NaN NaN 6 1800 1800 22
si6_b06m_m800.09 NaN NaN 6 1808 1808 20
si6_b06m_m800.02 NaN NaN 10 1882 1817 66
si6_b06m_m800.03 NaN NaN 6 1834 1811 16
si6_b06m_m800.06 NaN NaN 5 NaN 1800 17
si4_r001_m400.08 NaN NaN 1687 NaN 8692891 1774
si4_r001_m400.06 NaN NaN 5 NaN 150978528 18
si4_r001_m400.02 NaN NaN 52 NaN 3918 60
si4_r001_m400.00 NaN NaN 44 NaN 29308 81
si4_r001_m400.04 NaN NaN 11 NaN 6818721 77
si4_r001_m400.03 NaN NaN 28 NaN 278431 50
si4_r001_m400.09 NaN NaN 89 NaN 997 93
si4_r001_m400.05 NaN NaN 1693 NaN 5377566 1432
si4_r001_m400.01 NaN NaN 61 NaN 114573 68
si4_r001_m400.07 NaN NaN 248 NaN 420182 679
si2_m4Dr6_m1296.00 NaN NaN 37 NaN 3094 801
si2_m4Dr6_m1296.01 NaN NaN 43 NaN 3854 1072
si2_m4Dr6_m1296.09 NaN NaN 42 NaN 3207 879
si2_m4Dr6_m1296.06 NaN NaN 48 NaN 2296 897
si2_m4Dr6_m1296.03 NaN NaN 18 NaN 2002 228
si2_m4Dr6_m1296.02 NaN NaN 28 NaN 2020 549
si2_m4Dr6_m1296.05 NaN NaN 38 NaN 4287 881
si2_m4Dr6_m1296.08 NaN NaN 27 NaN 2181 440
si2_m4Dr6_m1296.04 NaN NaN 35 NaN 7037 755
si2_m4Dr6_m1296.07 NaN NaN 34 NaN 10252 758
si2_b03_m800.07 NaN 1384.000000 3 1123 1123 34
si2_b03_m800.08 NaN 1111.000000 3 1123 1123 33
si2_b03_m800.04 NaN 1431.000000 3 1123 1123 34
si2_b03_m800.05 NaN 1078.000000 3 1123 1123 34
si2_b03_m800.09 NaN 732.000000 3 1123 1123 31
si2_b03_m800.00 NaN 1417.000000 3 1123 1123 34
si2_b03_m800.02 NaN 1423.000000 3 1123 1123 37
si2_b03_m800.03 NaN 769.000000 3 1123 1123 34
si2_b03_m800.01 NaN 1432.000000 3 1123 1123 35
si2_b03_m800.06 NaN 1082.000000 3 1123 1123 33
si4_b03m_m200.05 NaN NaN 11 NaN 409 75
si4_b03m_m200.02 NaN NaN 21 591 434 211
si4_b03m_m200.04 NaN 20869456.000000 16 422 422 117
si4_b03m_m200.07 NaN NaN 10 413132 403 46
si4_b03m_m200.00 NaN 44945.000000 13 NaN 442 86
si4_b03m_m200.06 NaN NaN 12 411 411 65
si4_b03m_m200.03 NaN NaN 12 407682 398 79
si4_b03m_m200.09 NaN NaN 18 NaN 430 203
si4_b03m_m200.08 NaN NaN 16 NaN 441 142
si4_b03m_m200.01 NaN NaN 22 NaN 536 279
si2_b06m_m200.04 NaN 23894.000000 6 NaN 346 15
si2_b06m_m200.03 NaN NaN 7 123006680 329 15
si2_b06m_m200.08 NaN 22333071.000000 2 71145407 419 2
si2_b06m_m200.06 NaN NaN 10 NaN 384 74
si2_b06m_m200.05 NaN 10026.000000 6 322 307 19
si2_b06m_m200.02 NaN 228.000000 1 315740364 351 1
si2_b06m_m200.00 NaN NaN 15 2971 357 143
si2_b06m_m200.01 NaN 27322316.000000 13 4987 349 71
si2_b06m_m200.09 NaN NaN 5 NaN 392 10
si2_b06m_m200.07 NaN 1078.000000 6 704 334 19
si6_m4Dr4_m625.05 NaN NaN 3 NaN 1412 5
si6_m4Dr4_m625.09 NaN NaN 5 NaN 1556 11
si6_m4Dr4_m625.04 NaN NaN 8 NaN 1537 28
si6_m4Dr4_m625.00 NaN NaN 1 NaN 1443 1
si6_m4Dr4_m625.08 NaN NaN 6 NaN 1461 19
si6_m4Dr4_m625.06 NaN NaN 5 NaN 1427 15
si6_m4Dr4_m625.01 NaN NaN 5 NaN 3863 9
si6_m4Dr4_m625.03 NaN NaN 3 NaN 2512 4
si6_m4Dr4_m625.07 NaN NaN 7 NaN 1589 21
si6_m4Dr4_m625.02 NaN NaN 2 NaN 1488 3
si4_b03_m200.06 NaN 573.000000 3 363 363 32
si4_b03_m200.02 NaN 506.000000 3 363 363 34
si4_b03_m200.07 NaN 506.000000 3 363 363 32
si4_b03_m200.04 NaN 335.000000 3 363 363 33
si4_b03_m200.03 NaN 357.000000 3 363 363 32
si4_b03_m200.05 NaN 506.000000 3 363 363 33
si4_b03_m200.09 14586 606.000000 3 363 363 32
si4_b03_m200.01 NaN 512.000000 3 363 363 32
si4_b03_m200.00 NaN 349.000000 3 363 363 33
si4_b03_m200.08 NaN 501.000000 3 363 363 33
si2_b03_m400.03 NaN 708.000000 3 563 563 31
si2_b03_m400.06 NaN 711.000000 3 563 563 32
si2_b03_m400.07 NaN 649.000000 3 563 563 34
si2_b03_m400.01 NaN 713.000000 3 563 563 33
si2_b03_m400.05 NaN 682.000000 3 563 563 33
si2_b03_m400.09 NaN 356.000000 3 563 563 27
si2_b03_m400.02 NaN 562.000000 3 563 563 35
si2_b03_m400.00 NaN 344.000000 3 563 563 30
si2_b03_m400.08 NaN 710.000000 3 563 563 33
si2_b03_m400.04 NaN 543.000000 3 563 563 34
si4_b09_m200.02 NaN 1151.000000 3 371 371 33
si4_b09_m200.01 NaN 13150.000000 3 371 371 31
si4_b09_m200.00 NaN 499.000000 3 371 371 29
si4_b09_m200.09 NaN 423.000000 3 371 371 33
si4_b09_m200.08 NaN 904.000000 3 372 372 32
si4_b09_m200.04 NaN 661.000000 3 371 371 34
si4_b09_m200.06 NaN 83205.000000 3 372 372 33
si4_b09_m200.05 NaN 420.000000 3 371 371 31
si4_b09_m200.07 NaN 11294.000000 3 372 372 27
si4_b09_m200.03 NaN 4569874.000000 3 371 371 35
si4_m4Dr4_m256.05 NaN NaN 3 NaN 646 3
si4_m4Dr4_m256.09 NaN NaN 3 NaN 513 3
si4_m4Dr4_m256.01 NaN NaN 6 NaN 662 7
si4_m4Dr4_m256.03 NaN 529.000000 6 NaN 883 6
si4_m4Dr4_m256.06 NaN NaN 12 NaN 724 15
si4_m4Dr4_m256.07 NaN NaN 1 NaN 690 1
si4_m4Dr4_m256.00 NaN NaN 8 NaN 552 10
si4_m4Dr4_m256.02 NaN NaN 3 NaN 633 3
si4_m4Dr4_m256.08 NaN NaN 6 NaN 575 6
si4_m4Dr4_m256.04 NaN NaN 5 NaN 593 5
si2_m4D_m625.01 NaN 1004.000000 5 NaN 27461 142
si2_m4D_m625.00 NaN NaN 40 NaN 5030 98
si2_m4D_m625.08 NaN 981.000000 5 NaN 2153 139
si2_m4D_m625.04 NaN NaN 4 NaN 1441 56
si2_m4D_m625.09 NaN 962.000000 5 424760487 909 144
si2_m4D_m625.02 NaN NaN 107 NaN 18996 156
si2_m4D_m625.05 NaN 1012.000000 5 NaN 938 122
si2_m4D_m625.06 NaN 1094.000000 5 NaN 8024 133
si2_m4D_m625.07 NaN 976.000000 5 NaN 2881 129
si2_m4D_m625.03 NaN 1241192.000000 83 NaN 20335 123
si4_b09_m800.03 NaN NaN 3 1451 1451 36
si4_b09_m800.02 NaN NaN 3 1451 1451 34
si4_b09_m800.09 NaN NaN 3 1457 1457 34
si4_b09_m800.06 NaN NaN 3 1451 1451 34
si4_b09_m800.04 NaN NaN 3 1451 1451 35
si4_b09_m800.05 NaN NaN 3 1457 1457 34
si4_b09_m800.00 NaN NaN 3 1451 1451 35
si4_b09_m800.01 NaN NaN 3 1454 1454 34
si4_b09_m800.07 NaN NaN 3 1451 1451 35
si4_b09_m800.08 NaN NaN 3 1451 1451 34
si2_m4Dr4_m256.05 NaN 15294646.000000 7 191443885 2685 28
si2_m4Dr4_m256.02 NaN 2829569.000000 7 7656105 692 27
si2_m4Dr4_m256.00 NaN NaN 14 350363959 886 25
si2_m4Dr4_m256.07 NaN NaN 14 109274290 4335 21
si2_m4Dr4_m256.03 NaN NaN 17 57759161 13236 54
si2_m4Dr4_m256.06 NaN NaN 12 830382937 452 62
si2_m4Dr4_m256.04 NaN NaN 8 84927241 12761 25
si2_m4Dr4_m256.09 NaN NaN 13 716675846 546 119
si2_m4Dr4_m256.01 NaN 42987865.000000 5 24535532 431 10
si2_m4Dr4_m256.08 NaN 2641591.000000 6 1062953315 8658 35
si6_m4Dr2_m256.04 NaN NaN 8 NaN 628 19
si6_m4Dr2_m256.08 NaN NaN 2 NaN 639 2
