instance clique cp-fc cp-mac james-cpp-max
mcs50_m3Dr4_s60_AB08 15 2.575600 2.498570 510
mcs50_m3Dr4_s60_AB09 60 12.474630 12.128920 668
mcs50_m3Dr6_s15_AB00 1 0.002161 0.002000 0
mcs50_m3Dr6_s15_AB01 1 0.004684 0.004185 0
mcs50_m3Dr6_s15_AB02 2 0.006407 0.005945 0
mcs50_m3Dr6_s15_AB03 2 0.004695 0.006243 0
mcs50_m3Dr6_s15_AB04 2 0.004553 0.003995 0
mcs50_m3Dr6_s15_AB05 2 0.007595 0.006474 0
mcs50_m3Dr6_s15_AB06 2 0.005528 0.004878 0
mcs50_m3Dr6_s15_AB07 1 0.002502 0.002324 0
mcs50_m3Dr6_s15_AB08 1 0.003231 0.003173 0
mcs50_m3Dr6_s15_AB09 1 0.001760 0.001899 0
mcs50_m3Dr6_s20_AB00 2 0.007554 0.006527 0
mcs50_m3Dr6_s20_AB01 2 0.014301 0.013475 1
mcs50_m3Dr6_s20_AB02 2 0.011044 0.015829 1
mcs50_m3Dr6_s20_AB03 2 0.004144 0.005545 0
mcs50_m3Dr6_s20_AB04 2 0.008147 0.010847 0
mcs50_m3Dr6_s20_AB05 2 0.013753 0.018222 0
mcs50_m3Dr6_s20_AB06 2 0.009506 0.008474 0
mcs50_m3Dr6_s20_AB07 2 0.005931 0.008383 0
mcs50_m3Dr6_s20_AB08 1 0.007668 0.007325 0
mcs50_m3Dr6_s20_AB09 1 0.003745 0.002976 0
mcs50_m3Dr6_s50_AB00 259 2.710888 2.547800 32
mcs50_m3Dr6_s50_AB01 238 0.491162 0.483347 37
mcs50_m3Dr6_s50_AB02 112 30.515652 28.444775 278
mcs50_m3Dr6_s50_AB03 170 17.489449 16.872795 172
mcs50_m3Dr6_s50_AB04 160 11.175112 10.904030 104
mcs50_m3Dr6_s50_AB05 90 3.596155 3.773690 187
mcs50_m3Dr6_s50_AB06 348 4.049228 3.941090 108
mcs50_m3Dr6_s50_AB07 73 12.939166 12.560979 267
mcs50_m3Dr6_s50_AB08 88 7.192442 6.628517 240
mcs50_m3Dr6_s50_AB09 1287 26.136433 25.312475 468
mcs50_m3Dr6_s60_AB00 27 4.786295 4.793534 233
mcs50_m3Dr6_s60_AB01 57 123.321480 120.164917 3744
mcs50_m3Dr6_s60_AB02 24 6.641205 6.523846 942
mcs50_m3Dr6_s60_AB03 32 6.574533 6.548558 480
mcs50_m3Dr6_s60_AB04 23 8.343696 8.244991 34
mcs50_m3Dr6_s60_AB05 35 11.392714 11.265938 911
mcs50_m3Dr6_s60_AB06 99 14.136521 14.148652 301
mcs50_m3Dr6_s60_AB07 64 39.421658 38.835415 1626
mcs50_m3Dr6_s60_AB08 41 10.724976 10.589878 460
mcs50_m3Dr6_s60_AB09 84 79.484001 74.484467 2934
mcs50_m4D_s30_AB00 7 0.036500 0.036672 2
mcs50_m4D_s30_AB01 3 0.027368 0.024109 1
mcs50_m4D_s30_AB02 3 0.041470 0.037195 2
mcs50_m4D_s30_AB03 2 0.010764 0.010271 0
mcs50_m4D_s30_AB04 3 0.006567 0.006871 1
mcs50_m4D_s30_AB05 2 0.012214 0.011420 1
mcs50_m4D_s30_AB06 3 0.034228 0.049408 2
mcs50_m4D_s30_AB07 2 0.008164 0.006964 1
mcs50_m4D_s30_AB08 2 0.009797 0.014454 1
mcs50_m4D_s30_AB09 2 0.016451 0.015415 1
mcs50_m4D_s35_AB00 7 0.092920 0.090031 8
mcs50_m4D_s35_AB01 5 0.138785 0.139235 9
mcs50_m4D_s35_AB02 5 0.061908 0.057990 5
mcs50_m4D_s35_AB03 7 0.315204 0.357947 5
mcs50_m4D_s35_AB04 4 0.126447 0.134421 9
mcs50_m4D_s35_AB05 7 0.063994 0.067898 7
mcs50_m4D_s35_AB06 5 0.273552 0.266561 14
mcs50_m4D_s35_AB07 8 0.071494 0.071521 5
mcs50_m4D_s35_AB08 6 0.126470 0.119735 3
mcs50_m4D_s35_AB09 9 0.165659 0.168333 10
mcs50_m4D_s40_AB00 69 2.259212 2.230733 92
mcs50_m4D_s40_AB01 22 0.563984 0.604604 21
mcs50_m4D_s40_AB02 8 2.093039 1.872485 121
mcs50_m4D_s40_AB03 30 13.377136 11.486255 377
mcs50_m4D_s40_AB04 83 1.641739 1.452140 118
mcs50_m4D_s40_AB05 50 1.975330 1.670509 138
mcs50_m4D_s40_AB06 11 0.701233 0.657435 65
mcs50_m4D_s40_AB07 117 5.711822 5.021035 312
mcs50_m4D_s40_AB08 38 3.423424 2.503788 104
mcs50_m4D_s40_AB09 151 11.982253 9.561878 471
mcs50_m4Dr2_s30_AB00 4 0.058558 0.082979 1
mcs50_m4Dr2_s30_AB01 3 0.022781 0.020765 1
mcs50_m4Dr2_s30_AB02 3 0.034911 0.032944 3
mcs50_m4Dr2_s30_AB03 3 0.039358 0.036098 1
mcs50_m4Dr2_s30_AB04 2 0.013610 0.013442 0
mcs50_m4Dr2_s30_AB05 2 0.033568 0.031362 1
mcs50_m4Dr2_s30_AB06 2 0.003018 0.002831 0
mcs50_m4Dr2_s30_AB07 2 0.009118 0.009269 0
mcs50_m4Dr2_s30_AB08 2 0.007625 0.008290 0
mcs50_m4Dr2_s30_AB09 2 0.023249 0.022183 2
mcs50_m4Dr2_s35_AB00 5 0.065521 0.063947 6
mcs50_m4Dr2_s35_AB01 5 0.232417 0.152656 10
mcs50_m4Dr2_s35_AB02 5 0.326958 0.293617 5
mcs50_m4Dr2_s35_AB03 4 0.046191 0.045822 2
mcs50_m4Dr2_s35_AB04 9 0.584953 0.674049 19
mcs50_m4Dr2_s35_AB05 8 0.307667 0.270601 32
mcs50_m4Dr2_s35_AB06 5 0.128214 0.106009 17
mcs50_m4Dr2_s35_AB07 8 1.088186 0.945313 78
mcs50_m4Dr2_s35_AB08 5 1.036537 0.972663 41
mcs50_m4Dr2_s35_AB09 7 0.756619 0.605653 36
mcs50_m4Dr2_s40_AB00 42 21.477863 19.575125 364
mcs50_m4Dr2_s40_AB01 55 3.802830 3.456980 156
mcs50_m4Dr2_s40_AB02 1041 3.466435 3.371089 181
mcs50_m4Dr2_s40_AB03 13 1.063569 0.923540 59
mcs50_m4Dr2_s40_AB04 27 4.790470 4.408770 84
mcs50_m4Dr2_s40_AB05 31 0.450664 0.472905 28
mcs50_m4Dr2_s40_AB06 40 5.827465 5.213158 233
mcs50_m4Dr2_s40_AB07 113 1.218500 1.126012 156
mcs50_m4Dr2_s40_AB08 57 5.932240 5.064592 258
mcs50_m4Dr2_s40_AB09 18 0.242671 0.306758 13
mcs50_m4Dr4_s30_AB00 3 0.029136 0.025530 1
mcs50_m4Dr4_s30_AB01 3 0.015112 0.014583 2
mcs50_m4Dr4_s30_AB02 2 0.018539 0.017305 1
mcs50_m4Dr4_s30_AB03 2 0.036227 0.033949 3
mcs50_m4Dr4_s30_AB04 2 0.011637 0.011307 1
mcs50_m4Dr4_s30_AB05 2 0.023953 0.032388 1
mcs50_m4Dr4_s30_AB06 2 0.008545 0.007654 0
mcs50_m4Dr4_s30_AB07 2 0.030784 0.027807 2
mcs50_m4Dr4_s30_AB08 2 0.004295 0.004430 0
mcs50_m4Dr4_s30_AB09 2 0.007355 0.006282 1
mcs50_m4Dr4_s35_AB00 5 0.063412 0.080367 9
mcs50_m4Dr4_s35_AB01 7 0.177618 0.175957 8
mcs50_m4Dr4_s35_AB02 8 0.386470 0.327488 11
mcs50_m4Dr4_s35_AB03 4 0.114827 0.088354 2
mcs50_m4Dr4_s35_AB04 5 0.086474 0.079783 17
mcs50_m4Dr4_s35_AB05 5 0.028469 0.028230 7
mcs50_m4Dr4_s35_AB06 12 0.502564 0.421828 37
mcs50_m4Dr4_s35_AB07 13 0.288327 0.281768 21
mcs50_m4Dr4_s35_AB08 5 0.348667 0.340608 27
mcs50_m4Dr4_s35_AB09 8 0.319594 0.316976 17
mcs50_m4Dr4_s40_AB00 14 0.388438 0.370081 47
mcs50_m4Dr4_s40_AB01 8 0.793118 0.764983 56
mcs50_m4Dr4_s40_AB02 23 2.954101 2.744576 74
mcs50_m4Dr4_s40_AB03 42 4.501181 4.416791 181
mcs50_m4Dr4_s40_AB04 15 1.052568 0.923701 52
mcs50_m4Dr4_s40_AB05 19 1.472933 1.373683 123
mcs50_m4Dr4_s40_AB06 23 1.619473 1.502175 108
mcs50_m4Dr4_s40_AB07 26 2.716104 2.597526 152
mcs50_m4Dr4_s40_AB08 229 1.031938 0.929339 78
mcs50_m4Dr4_s40_AB09 104 2.361785 2.432392 173
mcs50_m4Dr6_s30_AB00 2 0.018960 0.018320 1
mcs50_m4Dr6_s30_AB01 2 0.015866 0.014795 1
mcs50_m4Dr6_s30_AB02 2 0.014460 0.012543 0
mcs50_m4Dr6_s30_AB03 3 0.013472 0.012459 1
mcs50_m4Dr6_s30_AB04 2 0.010801 0.010261 1
mcs50_m4Dr6_s30_AB05 2 0.009392 0.009543 0
mcs50_m4Dr6_s30_AB06 3 0.053404 0.045306 1
mcs50_m4Dr6_s30_AB07 2 0.010072 0.010037 1
mcs50_m4Dr6_s30_AB08 3 0.013377 0.019708 1
mcs50_m4Dr6_s30_AB09 2 0.022343 0.021008 1
mcs50_m4Dr6_s35_AB00 6 0.075448 0.106356 4
mcs50_m4Dr6_s35_AB01 9 0.201567 0.201544 9
mcs50_m4Dr6_s35_AB02 4 0.230508 0.209095 7
mcs50_m4Dr6_s35_AB03 5 0.041392 0.055318 2
mcs50_m4Dr6_s35_AB04 5 0.096695 0.092302 5
mcs50_m4Dr6_s35_AB05 6 0.070780 0.070405 3
mcs50_m4Dr6_s35_AB06 6 0.251510 0.176490 14
mcs50_m4Dr6_s35_AB07 8 0.176062 0.165666 15
mcs50_m4Dr6_s35_AB08 4 0.202434 0.179286 10
mcs50_m4Dr6_s35_AB09 7 0.136312 0.128311 6
mcs50_m4Dr6_s40_AB00 64 0.484354 0.463310 25
mcs50_m4Dr6_s40_AB01 20 1.028343 0.988132 66
mcs50_m4Dr6_s40_AB02 16 0.791575 0.716395 14
mcs50_m4Dr6_s40_AB03 22 0.135083 0.147465 6
mcs50_m4Dr6_s40_AB04 15 1.879120 1.927658 130
mcs50_m4Dr6_s40_AB05 12 2.928525 2.613662 60
mcs50_m4Dr6_s40_AB06 13 1.248589 1.314493 30
mcs50_m4Dr6_s40_AB07 24 3.277243 2.522977 104
mcs50_m4Dr6_s40_AB08 13 0.069623 0.066868 2
mcs50_m4Dr6_s40_AB09 17 1.870375 1.628178 114
mcs50_r001_s100_AB00 811740 1000.000061 1000.000061 1000000
mcs50_r001_s100_AB01 1256 1000.000061 1000.000061 1000000
mcs50_r001_s100_AB02 41538 1000.000061 1000.000061 1000000
mcs50_r001_s100_AB03 531319 1000.000061 1000.000122 1000000
mcs50_r001_s100_AB04 34294 1000.000061 1000.000122 1000000
mcs50_r001_s100_AB05 1000000 1000.000061 1000.000061 1000000
mcs50_r001_s100_AB06 21589 1000.000122 1000.000061 1000000
mcs50_r001_s100_AB07 147605 1000.000122 1000.000122 1000000
mcs50_r001_s100_AB08 354812 1000.000061 1000.000122 1000000
mcs50_r001_s100_AB09 1000000 1000.000061 1000.000061 1000000
mcs50_r005_s100_AB00 83 91.511635 92.390076 1929
mcs50_r005_s100_AB01 123 60.450279 60.986393 4280
mcs50_r005_s100_AB02 349 129.050262 131.108139 1736
mcs50_r005_s100_AB03 266 68.291176 69.149986 2926
mcs50_r005_s100_AB04 67 63.873299 62.998825 1546
mcs50_r005_s100_AB05 53 56.390720 57.542000 5178
mcs50_r005_s100_AB06 56 124.888542 121.434113 3243
mcs50_r005_s100_AB07 41 58.077419 58.561687 1399
mcs50_r005_s100_AB08 442 168.157059 167.948975 2790
mcs50_r005_s100_AB09 48 82.451874 83.026604 1427
mcs50_r005_s20_AB00 2 0.002846 0.002528 0
mcs50_r005_s20_AB01 2 0.005244 0.007087 0
mcs50_r005_s20_AB02 2 0.005342 0.005679 0
mcs50_r005_s20_AB03 3 0.014252 0.012392 1
mcs50_r005_s20_AB04 2 0.006723 0.006254 0
mcs50_r005_s20_AB05 3 0.004001 0.004100 0
mcs50_r005_s20_AB06 2 0.008118 0.009539 0
mcs50_r005_s20_AB07 1 0.016041 0.017692 0
mcs50_r005_s20_AB08 2 0.001821 0.002310 0
mcs50_r005_s20_AB09 2 0.007916 0.010757 0
mcs50_r005_s25_AB00 28 0.007080 0.007640 1
mcs50_r005_s25_AB01 7 0.026341 0.025724 1
mcs50_r005_s25_AB02 6 0.119182 0.119092 5
mcs50_r005_s25_AB03 6 0.058377 0.045843 4
mcs50_r005_s25_AB04 8 0.033268 0.039480 2
mcs50_r005_s25_AB05 5 0.059867 0.079759 4
mcs50_r005_s25_AB06 13 0.111795 0.092854 4
mcs50_r005_s25_AB07 12 0.231203 0.187709 6
mcs50_r005_s25_AB08 8 0.081121 0.073447 3
mcs50_r005_s25_AB09 7 0.030246 0.036595 2
mcs50_r005_s30_AB00 2 0.008841 0.009135 0
mcs50_r005_s30_AB01 3 0.050769 0.043692 3
mcs50_r005_s30_AB02 3 0.017311 0.012599 1
mcs50_r005_s30_AB03 3 0.019850 0.028813 0
mcs50_r005_s30_AB04 3 0.017837 0.025734 0
mcs50_r005_s30_AB05 5 0.031381 0.038174 0
mcs50_r005_s30_AB06 4 0.091722 0.130220 6
mcs50_r005_s30_AB07 3 0.016616 0.016855 1
mcs50_r005_s30_AB08 3 0.024220 0.034154 0
mcs50_r005_s30_AB09 2 0.037707 0.033343 5
mcs50_r005_s35_AB00 7 0.614286 0.408519 20
mcs50_r005_s35_AB01 15 0.844642 0.643926 8
mcs50_r005_s35_AB02 8 0.214778 0.198777 17
mcs50_r005_s35_AB03 7 0.333925 0.287729 24
mcs50_r005_s35_AB04 14 0.408888 0.387354 21
mcs50_r005_s35_AB05 10 0.120494 0.119828 6
mcs50_r005_s35_AB06 6 0.039927 0.055967 4
mcs50_r005_s35_AB07 7 0.310935 0.286119 16
mcs50_r005_s35_AB08 14 0.248687 0.217475 13
mcs50_r005_s35_AB09 6 1.053893 0.973500 49
mcs50_r005_s40_AB00 27 0.945534 0.896568 76
mcs50_r005_s40_AB01 31 2.339164 2.057919 135
mcs50_r005_s40_AB02 123 1.221758 1.452676 87
mcs50_r005_s40_AB03 296 3.271180 3.044997 308
mcs50_r005_s40_AB04 19 0.026935 0.023132 1
mcs50_r005_s40_AB05 29 1.226051 1.159150 31
mcs50_r005_s40_AB06 45 0.657128 0.591294 43
mcs50_r005_s40_AB07 24 2.278190 1.942580 235
mcs50_r005_s40_AB08 22 1.298869 1.112564 51
mcs50_r005_s40_AB09 347 1.422605 1.322833 102
mcs50_r005_s50_AB00 565 33.668793 30.340849 566
mcs50_r005_s50_AB01 1106 75.161133 72.967255 1599
mcs50_r005_s50_AB02 1909 61.557674 59.123306 1686
mcs50_r005_s50_AB03 813 13.069135 12.731543 925
mcs50_r005_s50_AB04 1537 31.858040 29.605143 521
mcs50_r005_s50_AB05 1989 15.745336 15.395587 922
mcs50_r005_s50_AB06 1808 58.633896 55.760696 2511
mcs50_r005_s50_AB07 995 165.475647 146.383255 4000
mcs50_r005_s50_AB08 997 35.803093 32.442905 599
mcs50_r005_s50_AB09 866 18.309307 16.803337 593
mcs50_r005_s60_AB00 20 8.814321 8.685893 384
mcs50_r005_s60_AB01 112 7.495190 7.351579 256
mcs50_r005_s60_AB02 85 10.370616 10.259268 173
mcs50_r005_s60_AB03 29 4.469848 4.424914 248
mcs50_r005_s60_AB04 25 7.034818 6.602699 241
mcs50_r005_s60_AB05 55 5.619817 5.448221 275
mcs50_r005_s60_AB06 15 2.466882 2.279917 70
mcs50_r005_s60_AB07 69 11.366648 11.145658 426
mcs50_r005_s60_AB08 41 9.322440 9.169930 940
mcs50_r005_s60_AB09 24 18.566477 16.700903 241
mcs50_r005_s70_AB00 937 52.670631 53.378464 1874
mcs50_r005_s70_AB01 375 247.300201 246.063629 1588
mcs50_r005_s70_AB02 1183 151.787277 154.809952 5701
mcs50_r005_s70_AB03 215 124.954468 123.467880 4640
mcs50_r005_s70_AB04 476 29.520941 29.731401 2139
mcs50_r005_s70_AB05 436 275.616821 271.864716 7049
mcs50_r005_s70_AB06 98 37.536617 37.011482 3737
mcs50_r005_s70_AB07 246 8.992374 8.935751 516
mcs50_r005_s70_AB08 198 228.423035 227.952820 2227
mcs50_r005_s70_AB09 220 22.799309 22.686459 900
mcs50_r005_s80_AB00 281 315.998138 319.822479 6565
mcs50_r005_s80_AB01 3340 422.814850 424.456451 9677
mcs50_r005_s80_AB02 4142 568.129150 553.447815 15814
mcs50_r005_s80_AB03 3198 465.366272 455.508057 9965
mcs50_r005_s80_AB04 2684 440.441223 439.172333 11029
mcs50_r005_s80_AB05 5776 268.666687 269.973480 16680
mcs50_r005_s80_AB06 10391 303.624146 305.685211 5052
mcs50_r005_s80_AB07 1559 116.368095 118.517059 17984
mcs50_r005_s80_AB08 3303 207.351685 208.376617 16793
mcs50_r005_s80_AB09 1785 534.998901 536.399536 19478
mcs50_r005_s90_AB00 72697 1000.000061 1000.000061 71270
mcs50_r005_s90_AB01 16977 1000.000000 1000.000061 130791
mcs50_r005_s90_AB02 17203 840.025574 843.973694 37024
mcs50_r005_s90_AB03 21046 1000.000061 1000.000061 51698
mcs50_r005_s90_AB04 13417 1000.000061 1000.000000 15347
mcs50_r005_s90_AB05 14690 1000.000061 1000.000000 74532
mcs50_r005_s90_AB06 12152 394.527618 400.759369 107896
mcs50_r005_s90_AB07 10452 1000.000061 1000.000061 59218
mcs50_r005_s90_AB08 31388 1000.000061 1000.000061 450582
mcs50_r005_s90_AB09 15456 194.503067 195.789856 6191
mcs50_r01_s100_AB00 43 4.769454 4.752510 160
mcs50_r01_s100_AB01 30 2.898975 3.062885 84
mcs50_r01_s100_AB02 32 1.953784 1.959896 61
mcs50_r01_s100_AB03 26 2.237770 2.354739 290
mcs50_r01_s100_AB04 32 1.724360 1.908349 54
mcs50_r01_s100_AB05 30 2.843211 2.984653 78
mcs50_r01_s100_AB06 34 1.149100 1.178717 56
mcs50_r01_s100_AB07 23 0.672891 0.680084 149
mcs50_r01_s100_AB08 25 2.760344 2.843240 95
mcs50_r01_s100_AB09 24 0.586463 0.565941 58
mcs50_r01_s10_AB00 0 0.000263 0.000434 0
mcs50_r01_s10_AB01 0 0.000388 0.000601 0
mcs50_r01_s10_AB02 0 0.000302 0.000449 0
mcs50_r01_s10_AB03 0 0.000321 0.000438 0
mcs50_r01_s10_AB04 0 0.000345 0.000464 0
mcs50_r01_s10_AB05 0 0.000576 0.000667 0
mcs50_r01_s10_AB06 0 0.000205 0.000313 0
mcs50_r01_s10_AB07 0 0.000534 0.000639 0
mcs50_r01_s10_AB08 0 0.000283 0.000406 0
mcs50_r01_s10_AB09 0 0.000273 0.000422 0
mcs50_r01_s15_AB00 2 0.002853 0.003430 0
mcs50_r01_s15_AB01 2 0.002444 0.002505 0
mcs50_r01_s15_AB02 3 0.002776 0.003554 0
mcs50_r01_s15_AB03 2 0.002315 0.002410 0
mcs50_r01_s15_AB04 2 0.003457 0.003538 0
mcs50_r01_s15_AB05 2 0.003309 0.004013 0
mcs50_r01_s15_AB06 2 0.004712 0.005057 0
mcs50_r01_s15_AB07 1 0.002661 0.002906 0
mcs50_r01_s15_AB08 2 0.007742 0.006793 0
mcs50_r01_s15_AB09 2 0.001962 0.002072 0
mcs50_r01_s20_AB00 2 0.002016 0.002406 0
mcs50_r01_s20_AB01 2 0.004085 0.003879 0
mcs50_r01_s20_AB02 1 0.003455 0.003339 0
mcs50_r01_s20_AB03 1 0.001687 0.001791 0
mcs50_r01_s20_AB04 1 0.009348 0.008777 0
mcs50_r01_s20_AB05 2 0.005573 0.005119 0
mcs50_r01_s20_AB06 2 0.008515 0.007223 0
mcs50_r01_s20_AB07 2 0.003702 0.005370 0
mcs50_r01_s20_AB08 1 0.002334 0.003162 0
mcs50_r01_s20_AB09 1 0.005870 0.007624 0
mcs50_r01_s25_AB00 6 0.123426 0.136460 6
mcs50_r01_s25_AB01 7 0.018901 0.021187 2
mcs50_r01_s25_AB02 5 0.044730 0.041018 2
mcs50_r01_s25_AB03 5 0.032559 0.029302 4
mcs50_r01_s25_AB04 4 0.055947 0.066688 2
mcs50_r01_s25_AB05 5 0.058661 0.052425 3
mcs50_r01_s25_AB06 6 0.027514 0.039882 2
mcs50_r01_s25_AB07 5 0.108319 0.099201 6
mcs50_r01_s25_AB08 7 0.073634 0.064377 5
mcs50_r01_s25_AB09 5 0.081731 0.093348 5
mcs50_r01_s30_AB00 2 0.005722 0.005295 0
mcs50_r01_s30_AB01 2 0.020374 0.019786 1
mcs50_r01_s30_AB02 3 0.021161 0.028909 2
mcs50_r01_s30_AB03 1 0.005731 0.005581 0
mcs50_r01_s30_AB04 3 0.042659 0.039286 2
mcs50_r01_s30_AB05 2 0.012378 0.011543 0
mcs50_r01_s30_AB06 2 0.029473 0.025029 1
mcs50_r01_s30_AB07 3 0.060607 0.081048 2
mcs50_r01_s30_AB08 2 0.008812 0.012994 0
mcs50_r01_s30_AB09 4 0.061368 0.074282 2
mcs50_r01_s35_AB00 7 0.136458 0.124995 6
mcs50_r01_s35_AB01 5 0.156056 0.198025 18
mcs50_r01_s35_AB02 5 0.065327 0.058747 4
mcs50_r01_s35_AB03 7 0.247354 0.292518 4
mcs50_r01_s35_AB04 5 0.027942 0.027605 7
mcs50_r01_s35_AB05 6 0.106300 0.071733 9
mcs50_r01_s35_AB06 7 0.022391 0.020749 3
mcs50_r01_s35_AB07 5 0.048540 0.045325 1
mcs50_r01_s35_AB08 7 0.098936 0.093819 6
mcs50_r01_s35_AB09 4 0.056280 0.056105 2
mcs50_r01_s40_AB00 15 0.404536 0.486904 32
mcs50_r01_s40_AB01 14 0.633149 0.422413 43
mcs50_r01_s40_AB02 10 0.154435 0.098386 16
mcs50_r01_s40_AB03 13 0.126258 0.081313 23
mcs50_r01_s40_AB04 20 0.401003 0.276922 7
mcs50_r01_s40_AB05 21 0.440703 0.457492 29
mcs50_r01_s40_AB06 8 0.087551 0.129869 8
mcs50_r01_s40_AB07 9 0.153647 0.149849 18
mcs50_r01_s40_AB08 16 0.438367 0.400836 40
mcs50_r01_s40_AB09 15 0.061967 0.060743 15
mcs50_r01_s50_AB00 171 1.317518 1.475438 242
mcs50_r01_s50_AB01 40 0.723185 0.759048 85
mcs50_r01_s50_AB02 63 1.287263 1.241795 175
mcs50_r01_s50_AB03 59 0.638256 0.628249 172
mcs50_r01_s50_AB04 110 3.773918 3.574809 448
mcs50_r01_s50_AB05 56 1.583878 1.558274 112
mcs50_r01_s50_AB06 34 1.362131 1.343294 175
mcs50_r01_s50_AB07 114 2.191312 2.135999 297
mcs50_r01_s50_AB08 216 1.700483 1.714052 402
mcs50_r01_s50_AB09 251 16.831352 16.169889 517
mcs50_r01_s60_AB00 11 0.297655 0.314789 30
mcs50_r01_s60_AB01 11 0.947077 0.903998 43
mcs50_r01_s60_AB02 19 1.889168 1.844401 58
mcs50_r01_s60_AB03 20 0.563331 0.543822 75
mcs50_r01_s60_AB04 11 0.350318 0.355948 8
mcs50_r01_s60_AB05 15 1.024508 1.023682 25
mcs50_r01_s60_AB06 12 0.372515 0.373480 34
mcs50_r01_s60_AB07 17 0.538926 0.539845 32
mcs50_r01_s60_AB08 15 0.446937 0.339758 23
mcs50_r01_s60_AB09 11 0.611106 0.592103 30
mcs50_r01_s70_AB00 35 0.558261 0.574847 114
mcs50_r01_s70_AB01 54 1.638053 1.609143 67
mcs50_r01_s70_AB02 39 0.981819 1.014321 48
mcs50_r01_s70_AB03 25 3.068268 3.017309 54
mcs50_r01_s70_AB04 26 1.206863 1.197834 108
mcs50_r01_s70_AB05 39 1.022203 1.004485 159
mcs50_r01_s70_AB06 33 1.645760 1.678852 38
mcs50_r01_s70_AB07 30 0.927892 1.018062 104
mcs50_r01_s70_AB08 34 1.365108 1.348309 64
mcs50_r01_s70_AB09 39 5.765217 5.828985 295
mcs50_r01_s80_AB00 299 12.818435 12.835584 137
mcs50_r01_s80_AB01 140 6.325440 6.411237 179
mcs50_r01_s80_AB02 41 22.740925 22.605392 270
mcs50_r01_s80_AB03 144 11.038520 11.039901 594
mcs50_r01_s80_AB04 58 16.487225 17.296045 471
mcs50_r01_s80_AB05 110 8.463081 8.428918 334
mcs50_r01_s80_AB06 176 11.864430 11.650296 367
mcs50_r01_s80_AB07 219 12.876749 9.676442 698
mcs50_r01_s80_AB08 115 14.043949 13.991438 797
mcs50_r01_s80_AB09 91 5.697617 5.814057 293
mcs50_r01_s90_AB00 731 3.278145 3.583618 1689
mcs50_r01_s90_AB01 298 43.090477 43.385818 4438
mcs50_r01_s90_AB02 649 10.436158 10.737209 1168
mcs50_r01_s90_AB03 122 28.540581 28.481300 1564
mcs50_r01_s90_AB04 222 27.637383 28.063644 732
mcs50_r01_s90_AB05 199 39.962654 41.445515 727
mcs50_r01_s90_AB06 266 23.967896 24.348907 1504
mcs50_r01_s90_AB07 466 7.645382 7.812100 1480
mcs50_r01_s90_AB08 535 108.930489 110.638229 1452
mcs50_r01_s90_AB09 624 63.551567 64.619308 4972
mcs50_r02_s100_AB00 23 0.372013 0.356287 19
mcs50_r02_s100_AB01 22 0.342718 0.434389 23
mcs50_r02_s100_AB02 18 0.174304 0.123887 48
mcs50_r02_s100_AB03 27 0.326817 0.326762 7
mcs50_r02_s100_AB04 28 0.288326 0.291680 46
mcs50_r02_s100_AB05 18 0.097659 0.147799 25
mcs50_r02_s100_AB06 30 0.197938 0.201099 51
mcs50_r02_s100_AB07 18 0.495136 0.473459 58
mcs50_r02_s100_AB08 21 0.286510 0.369091 5
mcs50_r02_s100_AB09 19 0.517686 0.524631 5
mcs50_r02_s10_AB00 0 0.000428 0.000634 0
mcs50_r02_s10_AB01 0 0.000329 0.000431 0
mcs50_r02_s10_AB02 0 0.000402 0.000612 0
mcs50_r02_s10_AB03 0 0.000453 0.000584 0
mcs50_r02_s10_AB04 0 0.000415 0.000621 0
mcs50_r02_s10_AB05 0 0.000422 0.000481 0
mcs50_r02_s10_AB06 0 0.000294 0.000515 0
mcs50_r02_s10_AB07 0 0.000492 0.000741 0
mcs50_r02_s10_AB08 0 0.000482 0.000602 0
mcs50_r02_s10_AB09 0 0.000263 0.000440 0
mcs50_r02_s15_AB00 2 0.006399 0.006181 0
mcs50_r02_s15_AB01 1 0.003829 0.003777 0
mcs50_r02_s15_AB02 1 0.011001 0.008918 1
mcs50_r02_s15_AB03 1 0.004323 0.003496 0
mcs50_r02_s15_AB04 2 0.003008 0.003116 0
mcs50_r02_s15_AB05 1 0.005762 0.005253 0
mcs50_r02_s15_AB06 1 0.003997 0.003672 0
mcs50_r02_s15_AB07 1 0.004608 0.004511 0
mcs50_r02_s15_AB08 2 0.001787 0.002081 0
mcs50_r02_s15_AB09 2 0.002854 0.003116 0
mcs50_r02_s20_AB00 2 0.003580 0.005263 0
mcs50_r02_s20_AB01 1 0.008085 0.010990 0
mcs50_r02_s20_AB02 1 0.007014 0.009389 0
mcs50_r02_s20_AB03 1 0.005931 0.005497 0
mcs50_r02_s20_AB04 1 0.005807 0.005320 0
mcs50_r02_s20_AB05 1 0.004654 0.006341 0
mcs50_r02_s20_AB06 1 0.005068 0.006919 0
mcs50_r02_s20_AB07 2 0.011383 0.009989 0
mcs50_r02_s20_AB08 1 0.004642 0.004592 0
mcs50_r02_s20_AB09 1 0.005688 0.006889 0
mcs50_r02_s25_AB00 4 0.040168 0.037319 2
mcs50_r02_s25_AB01 7 0.031084 0.030103 7
mcs50_r02_s25_AB02 4 0.027189 0.025745 2
mcs50_r02_s25_AB03 8 0.030279 0.031200 4
mcs50_r02_s25_AB04 4 0.027685 0.038476 3
