instance clique cp-fc cp-mac james-cpp-max
mcs70_r02_s10_AB05 25 74.000000 55.000000 93
mcs70_r02_s10_AB06 14 69.000000 48.000000 69
mcs70_r02_s10_AB07 28 120.000000 89.000000 63
mcs70_r02_s10_AB08 26 63.000000 60.000000 49
mcs70_r02_s10_AB09 22 105.000000 80.000000 106
mcs70_r02_s15_AB00 187 394.000000 329.000000 672
mcs70_r02_s15_AB01 205 805.000000 594.000000 1377
mcs70_r02_s15_AB02 271 2909.000000 1861.000000 553
mcs70_r02_s15_AB03 359 896.000000 571.000000 1007
mcs70_r02_s15_AB04 368 582.000000 359.000000 695
mcs70_r02_s15_AB05 218 596.000000 449.000000 539
mcs70_r02_s15_AB06 178 768.000000 474.000000 567
mcs70_r02_s15_AB07 191 1353.000000 769.000000 1776
mcs70_r02_s15_AB08 115 1129.000000 960.000000 543
mcs70_r02_s15_AB09 158 1327.000000 874.000000 541
mcs70_r02_s20_AB00 60 556.000000 399.000000 575
mcs70_r02_s20_AB01 80 942.000000 710.000000 292
mcs70_r02_s20_AB02 130 631.000000 460.000000 471
mcs70_r02_s20_AB03 67 892.000000 698.000000 394
mcs70_r02_s20_AB04 177 911.000000 746.000000 489
mcs70_r02_s20_AB05 107 149.000000 125.000000 545
mcs70_r02_s20_AB06 227 794.000000 702.000000 1379
mcs70_r02_s20_AB07 136 678.000000 518.000000 774
mcs70_r02_s20_AB08 289 152.000000 137.000000 105
mcs70_r02_s20_AB09 139 872.000000 624.000000 442
mcs70_r02_s25_AB00 302 3607.000000 3133.000000 4741
mcs70_r02_s25_AB01 840 3165.000000 2317.000000 1989
mcs70_r02_s25_AB02 336 252.000000 212.000000 750
mcs70_r02_s25_AB03 447 610.000000 431.000000 3528
mcs70_r02_s25_AB04 281 829.000000 698.000000 927
mcs70_r02_s25_AB05 1366 756.000000 654.000000 872
mcs70_r02_s25_AB06 408 4044.000000 2953.000000 315
mcs70_r02_s25_AB07 441 5342.000000 3874.000000 3553
mcs70_r02_s25_AB08 307 4727.000000 3459.000000 7950
mcs70_r02_s25_AB09 959 7247.000000 5236.000000 4121
mcs70_r02_s30_AB00 369 179.000000 174.000000 150
mcs70_r02_s30_AB01 160 100.000000 98.000000 436
mcs70_r02_s30_AB02 65 746.000000 636.000000 608
mcs70_r02_s30_AB03 112 196.000000 180.000000 794
mcs70_r02_s30_AB04 161 1318.000000 1109.000000 846
mcs70_r02_s30_AB05 147 514.000000 419.000000 124
mcs70_r02_s30_AB06 138 1547.000000 1436.000000 1378
mcs70_r02_s30_AB07 66 1207.000000 950.000000 1021
mcs70_r02_s30_AB08 103 1913.000000 1308.000000 967
mcs70_r02_s30_AB09 175 121.000000 121.000000 61
mcs70_r02_s35_AB00 279 6778.000000 5131.000000 5664
mcs70_r02_s35_AB01 300 2253.000000 2046.000000 2191
mcs70_r02_s35_AB02 192 2054.000000 1711.000000 185
mcs70_r02_s35_AB03 231 509.000000 478.000000 3028
mcs70_r02_s35_AB04 263 246.000000 228.000000 130
mcs70_r02_s35_AB05 229 5435.000000 3647.000000 116
mcs70_r02_s35_AB06 187 338.000000 328.000000 209
mcs70_r02_s35_AB07 129 1806.000000 1677.000000 419
mcs70_r02_s35_AB08 222 2002.000000 1655.000000 176
mcs70_r02_s35_AB09 88 4849.000000 3487.000000 236
mcs70_r02_s40_AB00 942 18011.000000 15821.000000 10148
mcs70_r02_s40_AB01 256 8046.000000 7246.000000 3601
mcs70_r02_s40_AB02 349 13061.000000 11202.000000 7990
mcs70_r02_s40_AB03 625 1929.000000 1686.000000 6114
mcs70_r02_s40_AB04 425 2961.000000 2469.000000 996
mcs70_r02_s40_AB05 256 1000.000000 855.000000 9374
mcs70_r02_s40_AB06 572 734.000000 679.000000 10242
mcs70_r02_s40_AB07 373 22983.000000 17061.000000 267
mcs70_r02_s40_AB08 420 3239.000000 3076.000000 4351
mcs70_r02_s40_AB09 524 4910.000000 4217.000000 3031
mcs70_r02_s50_AB00 3265 78756.000000 68312.000000 52024
mcs70_r02_s50_AB01 2868 1056.000000 1049.000000 4841
mcs70_r02_s50_AB02 1230 3622.000000 3343.000000 50845
mcs70_r02_s50_AB03 1771 36926.000000 32184.000000 20770
mcs70_r02_s50_AB04 3060 29573.000000 27576.000000 641
mcs70_r02_s50_AB05 2914 11900.000000 10704.000000 15032
mcs70_r02_s50_AB06 1804 82529.000000 69327.000000 30925
mcs70_r02_s50_AB07 3716 29169.000000 25686.000000 55146
mcs70_r02_s50_AB08 2266 3896.000000 3558.000000 15394
mcs70_r02_s50_AB09 1098 47544.000000 44651.000000 4006
mcs70_r02_s60_AB00 222 5153.000000 4694.000000 2103
mcs70_r02_s60_AB01 326 6321.000000 5273.000000 3919
mcs70_r02_s60_AB02 389 482.000000 458.000000 2207
mcs70_r02_s60_AB03 347 490.000000 468.000000 2902
mcs70_r02_s60_AB04 206 195.000000 195.000000 4122
mcs70_r02_s60_AB05 42 1340.000000 1230.000000 4787
mcs70_r02_s60_AB06 430 718.000000 638.000000 231
mcs70_r02_s60_AB07 339 2764.000000 2565.000000 1820
mcs70_r02_s60_AB08 301 7813.000000 7655.000000 6244
mcs70_r02_s60_AB09 281 456.000000 452.000000 4511
mcs70_r02_s70_AB00 294 50765.000000 44530.000000 1024
mcs70_r02_s70_AB01 683 17081.000000 15885.000000 455
mcs70_r02_s70_AB02 1386 1220.000000 1190.000000 465
mcs70_r02_s70_AB03 888 24496.000000 22313.000000 570
mcs70_r02_s70_AB04 505 6979.000000 5460.000000 464
mcs70_r02_s70_AB05 130 33195.000000 30080.000000 1233
mcs70_r02_s70_AB06 292 1425.000000 1395.000000 2202
mcs70_r02_s70_AB07 537 823.000000 819.000000 19818
mcs70_r02_s70_AB08 703 682.000000 680.000000 3888
mcs70_r02_s70_AB09 1094 1608.000000 1298.000000 276
mcs70_r02_s80_AB00 2051 31694.000000 29043.000000 32839
mcs70_r02_s80_AB01 657 17674.000000 16607.000000 66461
mcs70_r02_s80_AB02 1008 52679.000000 50667.000000 53432
mcs70_r02_s80_AB03 991 13530.000000 12919.000000 21081
mcs70_r02_s80_AB04 1466 3830.000000 3676.000000 16824
mcs70_r02_s80_AB05 841 36983.000000 33956.000000 1528
mcs70_r02_s80_AB06 1878 26641.000000 26305.000000 15000
mcs70_r02_s80_AB07 1431 1697.000000 1641.000000 9666
mcs70_r02_s80_AB08 3877 212142.000000 184858.000000 74731
mcs70_r02_s80_AB09 1358 1036.000000 1036.000000 15408
mcs70_r02_s90_AB00 989 90157.000000 88050.000000 98847
mcs70_r02_s90_AB01 4786 1534.000000 1494.000000 91985
mcs70_r02_s90_AB02 1264 2895.000000 2885.000000 2172
mcs70_r02_s90_AB03 1849 167003.000000 157732.000000 61568
mcs70_r02_s90_AB04 2744 4429.000000 4347.000000 3107
mcs70_r02_s90_AB05 1153 56111.000000 52749.000000 41174
mcs70_r02_s90_AB06 1180 3390.000000 3364.000000 1958
mcs70_r02_s90_AB07 2630 2256.000000 2246.000000 38630
mcs70_r02_s90_AB08 5052 2407.000000 2391.000000 25142
mcs70_r02_s90_AB09 3503 9753.000000 9284.000000 63562
mcs90_b03_s100_AB00 90 6982.000000 5792.000000 181
mcs90_b03_s100_AB01 90 37051.000000 36567.000000 181
mcs90_b03_s100_AB02 90 451.000000 451.000000 181
mcs90_b03_s100_AB03 879 3545.000000 3527.000000 975
mcs90_b03_s100_AB04 90 4640.000000 4640.000000 545
mcs90_b03_s100_AB05 90 1017.000000 997.000000 215
mcs90_b03_s100_AB06 90 1979.000000 1949.000000 335
mcs90_b03_s100_AB07 90 450.000000 450.000000 181
mcs90_b03_s100_AB08 90 1700.000000 1518.000000 1026
mcs90_b03_s100_AB09 145 32357.000000 28983.000000 989
mcs90_b03_s10_AB00 15 111.000000 76.000000 20
mcs90_b03_s10_AB01 31 47.000000 47.000000 44
mcs90_b03_s10_AB02 20 90.000000 71.000000 105
mcs90_b03_s10_AB03 24 42.000000 42.000000 21
mcs90_b03_s10_AB04 20 53.000000 53.000000 52
mcs90_b03_s10_AB05 12 32.000000 32.000000 33
mcs90_b03_s10_AB06 11 80.000000 50.000000 53
mcs90_b03_s10_AB07 29 117.000000 92.000000 55
mcs90_b03_s10_AB08 30 32.000000 32.000000 22
mcs90_b03_s10_AB09 26 51.000000 51.000000 73
mcs90_b03_s15_AB00 145 359.000000 213.000000 181
mcs90_b03_s15_AB01 261 393.000000 295.000000 232
mcs90_b03_s15_AB02 183 596.000000 400.000000 323
mcs90_b03_s15_AB03 242 475.000000 239.000000 337
mcs90_b03_s15_AB04 144 307.000000 183.000000 536
mcs90_b03_s15_AB05 87 184.000000 147.000000 139
mcs90_b03_s15_AB06 338 1087.000000 693.000000 653
mcs90_b03_s15_AB07 134 59.000000 59.000000 67
mcs90_b03_s15_AB08 181 440.000000 256.000000 386
mcs90_b03_s15_AB09 278 260.000000 199.000000 255
mcs90_b03_s20_AB00 80 150.000000 142.000000 73
mcs90_b03_s20_AB01 88 305.000000 225.000000 68
mcs90_b03_s20_AB02 228 114.000000 114.000000 689
mcs90_b03_s20_AB03 24 484.000000 324.000000 269
mcs90_b03_s20_AB04 90 122.000000 118.000000 43
mcs90_b03_s20_AB05 120 348.000000 256.000000 41
mcs90_b03_s20_AB06 68 998.000000 629.000000 181
mcs90_b03_s20_AB07 90 74.000000 54.000000 156
mcs90_b03_s20_AB08 139 136.000000 118.000000 38
mcs90_b03_s20_AB09 106 89.000000 89.000000 89
mcs90_b03_s25_AB00 1432 101.000000 101.000000 45
mcs90_b03_s25_AB01 715 95.000000 95.000000 2015
mcs90_b03_s25_AB02 1262 154.000000 129.000000 81
mcs90_b03_s25_AB03 344 361.000000 254.000000 1890
mcs90_b03_s25_AB04 144 463.000000 251.000000 1037
mcs90_b03_s25_AB05 437 478.000000 427.000000 1043
mcs90_b03_s25_AB06 718 1323.000000 923.000000 916
mcs90_b03_s25_AB07 535 1550.000000 903.000000 75
mcs90_b03_s25_AB08 487 359.000000 270.000000 94
mcs90_b03_s25_AB09 476 179.000000 177.000000 54
mcs90_b03_s30_AB00 26 170.000000 170.000000 133
mcs90_b03_s30_AB01 90 430.000000 365.000000 286
mcs90_b03_s30_AB02 61 77.000000 77.000000 54
mcs90_b03_s30_AB03 26 183.000000 181.000000 53
mcs90_b03_s30_AB04 28 207.000000 195.000000 189
mcs90_b03_s30_AB05 190 1204.000000 972.000000 789
mcs90_b03_s30_AB06 117 805.000000 621.000000 61
mcs90_b03_s30_AB07 156 212.000000 194.000000 53
mcs90_b03_s30_AB08 26 127.000000 101.000000 425
mcs90_b03_s30_AB09 29 381.000000 311.000000 134
mcs90_b03_s35_AB00 159 1681.000000 1549.000000 63
mcs90_b03_s35_AB01 80 851.000000 822.000000 399
mcs90_b03_s35_AB02 87 148.000000 148.000000 63
mcs90_b03_s35_AB03 85 478.000000 456.000000 62
mcs90_b03_s35_AB04 42 4347.000000 2536.000000 179
mcs90_b03_s35_AB05 205 3617.000000 3032.000000 949
mcs90_b03_s35_AB06 289 338.000000 325.000000 1252
mcs90_b03_s35_AB07 2093 424.000000 416.000000 157
mcs90_b03_s35_AB08 46 150.000000 150.000000 62
mcs90_b03_s35_AB09 31 805.000000 456.000000 333
mcs90_b03_s40_AB00 916 7433.000000 6058.000000 163
mcs90_b03_s40_AB01 432 314.000000 314.000000 165
mcs90_b03_s40_AB02 1822 3829.000000 3302.000000 1828
mcs90_b03_s40_AB03 44 1027.000000 935.000000 2345
mcs90_b03_s40_AB04 153 223.000000 207.000000 144
mcs90_b03_s40_AB05 486 257.000000 231.000000 96
mcs90_b03_s40_AB06 134 1428.000000 642.000000 781
mcs90_b03_s40_AB07 516 401.000000 401.000000 203
mcs90_b03_s40_AB08 42 209.000000 207.000000 254
mcs90_b03_s40_AB09 77 106.000000 106.000000 73
mcs90_b03_s50_AB00 6752 758.000000 556.000000 336
mcs90_b03_s50_AB01 2650 155.000000 155.000000 91
mcs90_b03_s50_AB02 23474 283.000000 283.000000 28035
mcs90_b03_s50_AB03 24653 572.000000 572.000000 395
mcs90_b03_s50_AB04 2830 684.000000 518.000000 1052
mcs90_b03_s50_AB05 34234 6656.000000 5335.000000 10465
mcs90_b03_s50_AB06 1668 2543.000000 2247.000000 1674
mcs90_b03_s50_AB07 6637 1463.000000 1369.000000 505
mcs90_b03_s50_AB08 9928 5126.000000 4974.000000 91
mcs90_b03_s50_AB09 21182 6224.000000 5821.000000 11125
mcs90_b03_s60_AB00 54 258.000000 258.000000 109
mcs90_b03_s60_AB01 144 517.000000 517.000000 162
mcs90_b03_s60_AB02 57 95769.000000 87267.000000 523529
mcs90_b03_s60_AB03 214 34488.000000 28766.000000 110
mcs90_b03_s60_AB04 190 424.000000 394.000000 109
mcs90_b03_s60_AB05 59 278.000000 278.000000 109
mcs90_b03_s60_AB06 265 822.000000 792.000000 291
mcs90_b03_s60_AB07 88 203846.000000 171561.000000 2655
mcs90_b03_s60_AB08 65 9920.000000 7238.000000 173
mcs90_b03_s60_AB09 357 483.000000 483.000000 109
mcs90_b03_s70_AB00 190 2111.000000 1865.000000 517
mcs90_b03_s70_AB01 2578 4202.000000 4166.000000 1622
mcs90_b03_s70_AB02 749 1769.000000 1161.000000 506
mcs90_b03_s70_AB03 203 5718.000000 3932.000000 575
mcs90_b03_s70_AB04 62 142313.000000 132981.000000 127
mcs90_b03_s70_AB05 129 1005.000000 1005.000000 2015
mcs90_b03_s70_AB06 133 404.000000 402.000000 125
mcs90_b03_s70_AB07 112 683.000000 683.000000 393
mcs90_b03_s70_AB08 311 4079.000000 3596.000000 617
mcs90_b03_s70_AB09 282 807.000000 787.000000 16232
mcs90_b03_s80_AB00 21733 1840.000000 1822.000000 1574
mcs90_b03_s80_AB01 34375 5823.000000 5823.000000 2681
mcs90_b03_s80_AB02 9556 1095.000000 1041.000000 277
mcs90_b03_s80_AB03 389 16009.000000 14949.000000 18813
mcs90_b03_s80_AB04 404 36913.000000 31965.000000 12224
mcs90_b03_s80_AB05 9918 413.000000 413.000000 23650
mcs90_b03_s80_AB06 3534 18098.000000 9630.000000 2115
mcs90_b03_s80_AB07 2281 29480.000000 28754.000000 3542
mcs90_b03_s80_AB08 10022 9800.000000 9484.000000 615
mcs90_b03_s80_AB09 206 21235.000000 20261.000000 6627
mcs90_b03_s90_AB00 6486 272624.000000 258898.000000 575636
mcs90_b03_s90_AB01 4621 952811.000000 950502.000000 73324
mcs90_b03_s90_AB02 289 6137.000000 3155.000000 605
mcs90_b03_s90_AB03 39118 404525.000000 391584.000000 357181
mcs90_b03_s90_AB04 66988 1180039.000000 1174891.000000 3053
mcs90_b03_s90_AB05 6957 3805.000000 3805.000000 2862
mcs90_b03_s90_AB06 16142 14020.000000 13954.000000 4009
mcs90_b03_s90_AB07 1852 13278.000000 12804.000000 1421
mcs90_b03_s90_AB08 2347949 24257.000000 24133.000000 16384
mcs90_b03_s90_AB09 1295811 416.000000 416.000000 2412
mcs90_b03m_s100_AB00 90 2042.000000 1990.000000 269
mcs90_b03m_s100_AB01 90 2038.000000 1924.000000 181
mcs90_b03m_s100_AB02 90 754.000000 754.000000 261
mcs90_b03m_s100_AB03 90 76550.000000 72418.000000 4832
mcs90_b03m_s100_AB04 90 314.000000 314.000000 181
mcs90_b03m_s100_AB05 90 669.000000 669.000000 543
mcs90_b03m_s100_AB06 93 1113.000000 1113.000000 1765
mcs90_b03m_s100_AB07 90 999.000000 823.000000 295
mcs90_b03m_s100_AB08 90 8205.000000 7673.000000 181
mcs90_b03m_s100_AB09 93 465.000000 465.000000 300
mcs90_b03m_s10_AB00 16 39.000000 39.000000 24
mcs90_b03m_s10_AB01 53 123.000000 94.000000 40
mcs90_b03m_s10_AB02 29 87.000000 74.000000 67
mcs90_b03m_s10_AB03 23 50.000000 45.000000 39
mcs90_b03m_s10_AB04 23 41.000000 35.000000 23
mcs90_b03m_s10_AB05 17 32.000000 32.000000 22
mcs90_b03m_s10_AB06 29 63.000000 45.000000 66
mcs90_b03m_s10_AB07 21 61.000000 51.000000 64
mcs90_b03m_s10_AB08 32 45.000000 34.000000 54
mcs90_b03m_s10_AB09 22 50.000000 48.000000 68
mcs90_b03m_s15_AB00 126 234.000000 214.000000 49
mcs90_b03m_s15_AB01 175 298.000000 184.000000 55
mcs90_b03m_s15_AB02 86 202.000000 117.000000 283
mcs90_b03m_s15_AB03 55 51.000000 51.000000 33
mcs90_b03m_s15_AB04 121 371.000000 255.000000 221
mcs90_b03m_s15_AB05 45 704.000000 373.000000 485
mcs90_b03m_s15_AB06 176 236.000000 160.000000 140
mcs90_b03m_s15_AB07 1202 776.000000 489.000000 425
mcs90_b03m_s15_AB08 169 302.000000 201.000000 147
mcs90_b03m_s15_AB09 74 75.000000 75.000000 95
mcs90_b03m_s20_AB00 28 322.000000 188.000000 488
mcs90_b03m_s20_AB01 62 303.000000 226.000000 291
mcs90_b03m_s20_AB02 19 169.000000 155.000000 57
mcs90_b03m_s20_AB03 37 61.000000 61.000000 40
mcs90_b03m_s20_AB04 85 169.000000 167.000000 40
mcs90_b03m_s20_AB05 36 117.000000 81.000000 53
mcs90_b03m_s20_AB06 119 94.000000 74.000000 38
mcs90_b03m_s20_AB07 34 360.000000 296.000000 72
mcs90_b03m_s20_AB08 18 76.000000 66.000000 40
mcs90_b03m_s20_AB09 111 124.000000 119.000000 150
mcs90_b03m_s25_AB00 510 76.000000 74.000000 49
mcs90_b03m_s25_AB01 54 118.000000 112.000000 51
mcs90_b03m_s25_AB02 317 1705.000000 1106.000000 1228
mcs90_b03m_s25_AB03 192 214.000000 148.000000 814
mcs90_b03m_s25_AB04 221 170.000000 170.000000 160
mcs90_b03m_s25_AB05 507 135.000000 82.000000 101
mcs90_b03m_s25_AB06 1320 168.000000 122.000000 72
mcs90_b03m_s25_AB07 42 109.000000 109.000000 51
mcs90_b03m_s25_AB08 74 208.000000 182.000000 88
mcs90_b03m_s25_AB09 37 78.000000 78.000000 405
mcs90_b03m_s30_AB00 49 1565.000000 1176.000000 116
mcs90_b03m_s30_AB01 138 131.000000 131.000000 55
mcs90_b03m_s30_AB02 27 96.000000 92.000000 55
mcs90_b03m_s30_AB03 130 195.000000 195.000000 168
mcs90_b03m_s30_AB04 50 84.000000 84.000000 54
mcs90_b03m_s30_AB05 26 146.000000 146.000000 165
mcs90_b03m_s30_AB06 29 116.000000 112.000000 55
mcs90_b03m_s30_AB07 27 329.000000 303.000000 54
mcs90_b03m_s30_AB08 26 133.000000 133.000000 95
mcs90_b03m_s30_AB09 70 164.000000 150.000000 91
mcs90_b03m_s35_AB00 379 185.000000 185.000000 109
mcs90_b03m_s35_AB01 1114 308.000000 294.000000 181
mcs90_b03m_s35_AB02 95 273.000000 269.000000 116
mcs90_b03m_s35_AB03 33 490.000000 426.000000 283
mcs90_b03m_s35_AB04 50 213.000000 213.000000 130
mcs90_b03m_s35_AB05 113 6803.000000 4591.000000 416
mcs90_b03m_s35_AB06 34 195.000000 195.000000 65
mcs90_b03m_s35_AB07 137 960.000000 502.000000 985
mcs90_b03m_s35_AB08 36 1531.000000 1350.000000 315
mcs90_b03m_s35_AB09 37 417.000000 351.000000 218
mcs90_b03m_s40_AB00 1198 1963.000000 1280.000000 196
mcs90_b03m_s40_AB01 38 230.000000 198.000000 208
mcs90_b03m_s40_AB02 65 295.000000 287.000000 296
mcs90_b03m_s40_AB03 36 265.000000 265.000000 76
mcs90_b03m_s40_AB04 50 2748.000000 2458.000000 75
mcs90_b03m_s40_AB05 817 221.000000 217.000000 101
mcs90_b03m_s40_AB06 100 253.000000 253.000000 74
mcs90_b03m_s40_AB07 347 750.000000 718.000000 626
mcs90_b03m_s40_AB08 46 145.000000 145.000000 88
mcs90_b03m_s40_AB09 306 279.000000 279.000000 100
mcs90_b03m_s50_AB00 106 7403.000000 4788.000000 171
mcs90_b03m_s50_AB01 8575 8521.000000 7989.000000 462
mcs90_b03m_s50_AB02 112 1775.000000 1669.000000 2851
mcs90_b03m_s50_AB03 293 13631.000000 12558.000000 233
mcs90_b03m_s50_AB04 357 904.000000 772.000000 145
mcs90_b03m_s50_AB05 249 768.000000 607.000000 318
mcs90_b03m_s50_AB06 412 336.000000 322.000000 115
mcs90_b03m_s50_AB07 97 1213.000000 1011.000000 511
mcs90_b03m_s50_AB08 69 5919.000000 5338.000000 103
mcs90_b03m_s50_AB09 9967 2533.000000 2340.000000 185
mcs90_b03m_s60_AB00 54 8746.000000 6331.000000 184
mcs90_b03m_s60_AB01 54 3575.000000 2662.000000 109
mcs90_b03m_s60_AB02 71 2633.000000 1107.000000 446
mcs90_b03m_s60_AB03 55 591.000000 571.000000 156
mcs90_b03m_s60_AB04 66 777.000000 739.000000 109
mcs90_b03m_s60_AB05 54 1825.000000 1821.000000 293
mcs90_b03m_s60_AB06 54 373.000000 363.000000 204
mcs90_b03m_s60_AB07 59 570.000000 418.000000 224
mcs90_b03m_s60_AB08 54 322.000000 274.000000 110
mcs90_b03m_s60_AB09 55 450.000000 450.000000 109
mcs90_b03m_s70_AB00 75 1572.000000 1256.000000 177
mcs90_b03m_s70_AB01 361 4246.000000 3960.000000 2008
mcs90_b03m_s70_AB02 62 11278.000000 10520.000000 126
mcs90_b03m_s70_AB03 62 417.000000 417.000000 194
mcs90_b03m_s70_AB04 62 6292.000000 6073.000000 126
mcs90_b03m_s70_AB05 130 425.000000 425.000000 193
mcs90_b03m_s70_AB06 70 470.000000 470.000000 261
mcs90_b03m_s70_AB07 65 1848.000000 1848.000000 848
mcs90_b03m_s70_AB08 121 1186.000000 1114.000000 967
mcs90_b03m_s70_AB09 62 2649.000000 2565.000000 179348
mcs90_b03m_s80_AB00 72 287.000000 287.000000 146
mcs90_b03m_s80_AB01 77 4079.000000 3745.000000 427
mcs90_b03m_s80_AB02 85 13042.000000 11222.000000 4667
mcs90_b03m_s80_AB03 77 4305.000000 4093.000000 912
mcs90_b03m_s80_AB04 91 15288.000000 15288.000000 85266
mcs90_b03m_s80_AB05 113 6202.000000 6092.000000 439
mcs90_b03m_s80_AB06 283 4871.000000 4857.000000 905
mcs90_b03m_s80_AB07 166 5336.000000 5130.000000 7221
mcs90_b03m_s80_AB08 95 573.000000 573.000000 1054
mcs90_b03m_s80_AB09 259 94749.000000 81000.000000 3795
mcs90_b03m_s90_AB00 194 78670.000000 75028.000000 23042
mcs90_b03m_s90_AB01 221 4623533.000000 4497365.000000 13422
mcs90_b03m_s90_AB02 953 242581.000000 210754.000000 1681503
mcs90_b03m_s90_AB03 611 69895.000000 65985.000000 17536
mcs90_b03m_s90_AB04 198 37231277.000000 35894686.000000 2844
mcs90_b03m_s90_AB05 231 28823.000000 28319.000000 4844
mcs90_b03m_s90_AB06 572 102567.000000 102337.000000 149650
mcs90_b03m_s90_AB07 157 843.000000 843.000000 213
mcs90_b03m_s90_AB08 169 12013.000000 11829.000000 3134
mcs90_b03m_s90_AB09 382 459923.000000 457737.000000 10165
mcs90_b06_s100_AB00 90 5770.000000 5208.000000 12483
mcs90_b06_s100_AB01 90 128911.000000 127695.000000 1874
mcs90_b06_s100_AB02 90 1759.000000 1747.000000 181
mcs90_b06_s100_AB03 90 719.000000 719.000000 353
mcs90_b06_s100_AB04 90 546.000000 520.000000 237
mcs90_b06_s100_AB05 90 630.000000 630.000000 181
mcs90_b06_s100_AB06 90 1020.000000 1020.000000 249
mcs90_b06_s100_AB07 90 25761.000000 25755.000000 265
mcs90_b06_s100_AB08 90 1552.000000 1294.000000 187
mcs90_b06_s100_AB09 90 1163.000000 1163.000000 197
mcs90_b06_s10_AB00 20 41.000000 34.000000 53
mcs90_b06_s10_AB01 9 73.000000 63.000000 61
mcs90_b06_s10_AB02 24 77.000000 71.000000 51
mcs90_b06_s10_AB03 23 75.000000 72.000000 64
mcs90_b06_s10_AB04 28 81.000000 74.000000 65
mcs90_b06_s10_AB05 35 32.000000 32.000000 21
mcs90_b06_s10_AB06 29 111.000000 76.000000 81
mcs90_b06_s10_AB07 13 64.000000 56.000000 45
mcs90_b06_s10_AB08 22 82.000000 73.000000 61
mcs90_b06_s10_AB09 30 68.000000 58.000000 53
mcs90_b06_s15_AB00 30 84.000000 84.000000 155
mcs90_b06_s15_AB01 69 175.000000 124.000000 186
mcs90_b06_s15_AB02 61 100.000000 90.000000 159
mcs90_b06_s15_AB03 70 233.000000 185.000000 67
mcs90_b06_s15_AB04 80 877.000000 594.000000 439
mcs90_b06_s15_AB05 117 556.000000 454.000000 52
mcs90_b06_s15_AB06 81 239.000000 178.000000 67
mcs90_b06_s15_AB07 90 177.000000 150.000000 58
mcs90_b06_s15_AB08 78 139.000000 125.000000 170
mcs90_b06_s15_AB09 93 75.000000 73.000000 126
mcs90_b06_s20_AB00 90 412.000000 332.000000 98
mcs90_b06_s20_AB01 38 50.000000 45.000000 158
mcs90_b06_s20_AB02 124 97.000000 95.000000 39
mcs90_b06_s20_AB03 50 155.000000 151.000000 477
mcs90_b06_s20_AB04 35 69.000000 69.000000 65
mcs90_b06_s20_AB05 84 468.000000 363.000000 124
mcs90_b06_s20_AB06 18 61.000000 48.000000 41
mcs90_b06_s20_AB07 93 43.000000 43.000000 41
mcs90_b06_s20_AB08 37 138.000000 134.000000 39
mcs90_b06_s20_AB09 36 73.000000 67.000000 248
mcs90_b06_s25_AB00 154 70.000000 65.000000 392
mcs90_b06_s25_AB01 454 259.000000 259.000000 3776
mcs90_b06_s25_AB02 403 183.000000 163.000000 106
mcs90_b06_s25_AB03 226 2835.000000 2269.000000 352
mcs90_b06_s25_AB04 135 153.000000 122.000000 67
mcs90_b06_s25_AB05 168 121.000000 121.000000 548
mcs90_b06_s25_AB06 567 76.000000 72.000000 49
mcs90_b06_s25_AB07 512 206.000000 177.000000 643
mcs90_b06_s25_AB08 22 98.000000 98.000000 50
mcs90_b06_s25_AB09 44 732.000000 547.000000 81
mcs90_b06_s30_AB00 27 105.000000 105.000000 198
mcs90_b06_s30_AB01 27 80.000000 78.000000 59
mcs90_b06_s30_AB02 27 139.000000 130.000000 362
mcs90_b06_s30_AB03 27 242.000000 236.000000 285
mcs90_b06_s30_AB04 27 359.000000 345.000000 56
mcs90_b06_s30_AB05 27 189.000000 186.000000 56
mcs90_b06_s30_AB06 27 69.000000 69.000000 56
mcs90_b06_s30_AB07 27 67.000000 67.000000 56
mcs90_b06_s30_AB08 47 94.000000 90.000000 57
mcs90_b06_s30_AB09 27 79.000000 77.000000 55
mcs90_b06_s35_AB00 31 678.000000 632.000000 65
mcs90_b06_s35_AB01 31 287.000000 281.000000 64
mcs90_b06_s35_AB02 32 10896.000000 8333.000000 75
mcs90_b06_s35_AB03 34 180.000000 162.000000 97
mcs90_b06_s35_AB04 31 1103.000000 984.000000 64
mcs90_b06_s35_AB05 34 138.000000 138.000000 69
mcs90_b06_s35_AB06 31 970.000000 789.000000 102
mcs90_b06_s35_AB07 35 154.000000 154.000000 65
mcs90_b06_s35_AB08 33 127.000000 127.000000 725
mcs90_b06_s35_AB09 31 131.000000 131.000000 481
mcs90_b06_s40_AB00 36 3038.000000 2474.000000 154
mcs90_b06_s40_AB01 36 187.000000 187.000000 1577
mcs90_b06_s40_AB02 64 190.000000 190.000000 74
mcs90_b06_s40_AB03 37 1377.000000 1175.000000 4729
mcs90_b06_s40_AB04 38 12563.000000 9898.000000 8761
mcs90_b06_s40_AB05 36 152.000000 152.000000 384
mcs90_b06_s40_AB06 36 3549.000000 2959.000000 930
mcs90_b06_s40_AB07 313 129.000000 121.000000 82
mcs90_b06_s40_AB08 299 6850.000000 5364.000000 74
mcs90_b06_s40_AB09 73 186.000000 182.000000 171
mcs90_b06_s50_AB00 57 44042.000000 40762.000000 4573
mcs90_b06_s50_AB01 45 11331.000000 9408.000000 7752
