instance clique james-cpp-max james-cpp-max-down clique-par/t32 cp-branching-mac cp-branching-filtering-mac cp-filtering-mac
mcs50_m4D_s35_AB08 2969 6377 10944 3421 7570.000000 1442.000000 1532.000000
mcs50_m4D_s35_AB09 4596 16826 36475 5103 17195.000000 2382.000000 1570.000000
mcs50_m4D_s40_AB00 15343 32770 86512 17225 26082.000000 3265.000000 2440.000000
mcs50_m4D_s40_AB01 12651 32421 85933 14511 27312.000000 1829.000000 1772.000000
mcs50_m4D_s40_AB02 16884 38955 106858 18790 41422.000000 5552.000000 7095.000000
mcs50_m4D_s40_AB03 9419 25267 54624 10712 23640.000000 2622.000000 3134.000000
mcs50_m4D_s40_AB04 21604 43559 242873 24218 43503.000000 12978.000000 14066.000000
mcs50_m4D_s40_AB05 18693 40905 147405 20652 39768.000000 2221.000000 2331.000000
mcs50_m4D_s40_AB06 14623 18457 37277 16226 37480.000000 4045.000000 4212.000000
mcs50_m4D_s40_AB07 9078 20306 49398 10736 16996.000000 464.000000 629.000000
mcs50_m4D_s40_AB08 18499 36745 111658 20353 34117.000000 500.000000 652.000000
mcs50_m4D_s40_AB09 17792 37668 131465 20480 39282.000000 2073.000000 2303.000000
mcs50_m4Dr2_s30_AB00 549 2930 5342 700 3068.000000 878.000000 938.000000
mcs50_m4Dr2_s30_AB01 244 553 1039 402 894.000000 628.000000 546.000000
mcs50_m4Dr2_s30_AB02 1046 1899 3593 1220 1764.000000 788.000000 652.000000
mcs50_m4Dr2_s30_AB03 335 1150 2356 465 1029.000000 675.000000 649.000000
mcs50_m4Dr2_s30_AB04 279 1049 1525 400 1187.000000 458.000000 375.000000
mcs50_m4Dr2_s30_AB05 205 1126 2014 322 1920.000000 510.000000 660.000000
mcs50_m4Dr2_s30_AB06 190 663 1054 308 728.000000 327.000000 339.000000
mcs50_m4Dr2_s30_AB07 1183 4142 7175 1302 3751.000000 576.000000 571.000000
mcs50_m4Dr2_s30_AB08 237 3173 5565 349 4043.000000 1813.000000 2478.000000
mcs50_m4Dr2_s30_AB09 367 2080 3800 484 1611.000000 816.000000 759.000000
mcs50_m4Dr2_s35_AB00 5746 29159 67845 6692 27585.000000 4615.000000 4664.000000
mcs50_m4Dr2_s35_AB01 6015 20523 51839 6513 18834.000000 4380.000000 4950.000000
mcs50_m4Dr2_s35_AB02 3162 9663 18769 4148 7087.000000 1441.000000 1272.000000
mcs50_m4Dr2_s35_AB03 2147 12915 26190 2612 6739.000000 1787.000000 2329.000000
mcs50_m4Dr2_s35_AB04 3530 14899 29152 4056 13194.000000 3214.000000 2961.000000
mcs50_m4Dr2_s35_AB05 5502 21004 56901 6122 16086.000000 3115.000000 2522.000000
mcs50_m4Dr2_s35_AB06 3263 43387 55914 5107 48893.000000 4801.000000 3520.000000
mcs50_m4Dr2_s35_AB07 7621 12396 25116 8477 9028.000000 1091.000000 1162.000000
mcs50_m4Dr2_s35_AB08 3748 1227 2789 3904 2757.000000 1229.000000 735.000000
mcs50_m4Dr2_s35_AB09 4438 10648 18872 5401 14714.000000 1130.000000 1063.000000
mcs50_m4Dr2_s40_AB00 16492 30765 74202 18149 29433.000000 3865.000000 3763.000000
mcs50_m4Dr2_s40_AB01 23128 45722 163233 25580 45864.000000 7780.000000 7794.000000
mcs50_m4Dr2_s40_AB02 30804 75653 237248 33670 63424.000000 3856.000000 2795.000000
mcs50_m4Dr2_s40_AB03 16117 9271 18081 18377 22402.000000 1909.000000 2035.000000
mcs50_m4Dr2_s40_AB04 14498 43532 99218 15557 43965.000000 4290.000000 3738.000000
mcs50_m4Dr2_s40_AB05 31163 61596 219494 33483 51444.000000 1638.000000 1754.000000
mcs50_m4Dr2_s40_AB06 27844 71635 273165 30649 70693.000000 12756.000000 14369.000000
mcs50_m4Dr2_s40_AB07 17174 39100 113141 19367 40720.000000 8008.000000 9762.000000
mcs50_m4Dr2_s40_AB08 29319 60530 289211 31604 60440.000000 3374.000000 1211.000000
mcs50_m4Dr2_s40_AB09 9403 22257 44767 10661 23794.000000 3440.000000 3781.000000
mcs50_m4Dr4_s30_AB00 854 399 869 987 301.000000 255.000000 237.000000
mcs50_m4Dr4_s30_AB01 407 896 1799 541 1577.000000 753.000000 506.000000
mcs50_m4Dr4_s30_AB02 577 980 2031 699 2578.000000 963.000000 745.000000
mcs50_m4Dr4_s30_AB03 210 2997 5925 335 3367.000000 1109.000000 763.000000
mcs50_m4Dr4_s30_AB04 165 895 1941 284 619.000000 405.000000 319.000000
mcs50_m4Dr4_s30_AB05 169 3480 6585 289 2875.000000 1530.000000 1555.000000
mcs50_m4Dr4_s30_AB06 30 262 481 159 499.000000 251.000000 276.000000
mcs50_m4Dr4_s30_AB07 867 5159 10353 981 4960.000000 1198.000000 998.000000
mcs50_m4Dr4_s30_AB08 667 3194 5539 787 913.000000 467.000000 471.000000
mcs50_m4Dr4_s30_AB09 68 1118 1941 175 381.000000 212.000000 253.000000
mcs50_m4Dr4_s35_AB00 2681 4539 8443 3176 10382.000000 3534.000000 2182.000000
mcs50_m4Dr4_s35_AB01 2275 14187 28004 2775 18539.000000 2392.000000 2169.000000
mcs50_m4Dr4_s35_AB02 3407 11650 26458 3973 8141.000000 1013.000000 1080.000000
mcs50_m4Dr4_s35_AB03 881 4689 9328 1104 5203.000000 2415.000000 2328.000000
mcs50_m4Dr4_s35_AB04 7060 27466 52189 8253 33282.000000 7440.000000 6730.000000
mcs50_m4Dr4_s35_AB05 1316 4236 7784 1834 6240.000000 1955.000000 1584.000000
mcs50_m4Dr4_s35_AB06 10088 17060 38648 11417 14639.000000 1713.000000 1763.000000
mcs50_m4Dr4_s35_AB07 2868 13469 28800 4116 13263.000000 2811.000000 3967.000000
mcs50_m4Dr4_s35_AB08 14858 14488 24221 16199 31329.000000 2723.000000 1931.000000
mcs50_m4Dr4_s35_AB09 5416 15435 31997 5968 17458.000000 4680.000000 4961.000000
mcs50_m4Dr4_s40_AB00 13757 23843 43664 15241 33465.000000 3125.000000 2887.000000
mcs50_m4Dr4_s40_AB01 14324 26302 59088 16361 33808.000000 3299.000000 3149.000000
mcs50_m4Dr4_s40_AB02 9064 37153 97094 10613 26680.000000 8121.000000 8271.000000
mcs50_m4Dr4_s40_AB03 13112 31784 95871 15101 26319.000000 5458.000000 6158.000000
mcs50_m4Dr4_s40_AB04 20438 40108 104662 22485 36088.000000 4222.000000 3962.000000
mcs50_m4Dr4_s40_AB05 18525 46722 129334 20582 51467.000000 13299.000000 10139.000000
mcs50_m4Dr4_s40_AB06 34877 70118 264043 37724 70515.000000 6686.000000 5991.000000
mcs50_m4Dr4_s40_AB07 12733 40507 99499 15258 32157.000000 4057.000000 4631.000000
mcs50_m4Dr4_s40_AB08 27410 63205 211342 29910 62900.000000 6315.000000 5383.000000
mcs50_m4Dr4_s40_AB09 17080 29484 65143 18780 31348.000000 5323.000000 4013.000000
mcs50_m4Dr6_s30_AB00 304 2562 5638 418 2417.000000 1840.000000 1470.000000
mcs50_m4Dr6_s30_AB01 403 3690 6623 550 3489.000000 1370.000000 1128.000000
mcs50_m4Dr6_s30_AB02 353 1950 3873 469 2430.000000 1705.000000 1517.000000
mcs50_m4Dr6_s30_AB03 288 1325 2507 420 983.000000 520.000000 542.000000
mcs50_m4Dr6_s30_AB04 194 3170 5168 318 4633.000000 1017.000000 1279.000000
mcs50_m4Dr6_s30_AB05 240 685 1178 359 491.000000 257.000000 243.000000
mcs50_m4Dr6_s30_AB06 516 1288 2561 646 2777.000000 768.000000 752.000000
mcs50_m4Dr6_s30_AB07 722 4913 7127 1328 4682.000000 1507.000000 981.000000
mcs50_m4Dr6_s30_AB08 448 1742 3295 581 1941.000000 507.000000 518.000000
mcs50_m4Dr6_s30_AB09 190 1045 2306 308 701.000000 497.000000 445.000000
mcs50_m4Dr6_s35_AB00 7097 12609 20432 7607 22822.000000 2239.000000 1896.000000
mcs50_m4Dr6_s35_AB01 1607 9456 17892 1803 13245.000000 3214.000000 3686.000000
mcs50_m4Dr6_s35_AB02 3727 19105 36984 3876 20186.000000 4048.000000 4176.000000
mcs50_m4Dr6_s35_AB03 3212 23092 40420 3740 21296.000000 2438.000000 2311.000000
mcs50_m4Dr6_s35_AB04 9345 22592 48536 10191 20171.000000 2547.000000 2647.000000
mcs50_m4Dr6_s35_AB05 3811 14810 25986 4306 15631.000000 3742.000000 4282.000000
mcs50_m4Dr6_s35_AB06 3338 9365 17981 4289 8736.000000 2327.000000 1865.000000
mcs50_m4Dr6_s35_AB07 1291 6356 13640 1579 5361.000000 2708.000000 2731.000000
mcs50_m4Dr6_s35_AB08 1418 10958 19990 1573 6319.000000 1759.000000 1647.000000
mcs50_m4Dr6_s35_AB09 1924 5204 9022 2091 3889.000000 1207.000000 1255.000000
mcs50_m4Dr6_s40_AB00 12942 42612 102194 14065 36713.000000 4503.000000 4291.000000
mcs50_m4Dr6_s40_AB01 8826 32255 80105 10017 28989.000000 7201.000000 5052.000000
mcs50_m4Dr6_s40_AB02 9676 59056 128412 11596 38926.000000 4002.000000 4042.000000
mcs50_m4Dr6_s40_AB03 19284 44907 90452 21013 42907.000000 4229.000000 3865.000000
mcs50_m4Dr6_s40_AB04 8410 24218 52131 9952 31663.000000 7266.000000 7237.000000
mcs50_m4Dr6_s40_AB05 7539 13491 22750 8499 10446.000000 1003.000000 989.000000
mcs50_m4Dr6_s40_AB06 9033 37440 68663 10198 22393.000000 5458.000000 4723.000000
mcs50_m4Dr6_s40_AB07 34208 67997 164226 37583 75133.000000 9688.000000 7483.000000
mcs50_m4Dr6_s40_AB08 19264 53083 161028 21436 50809.000000 5620.000000 5684.000000
mcs50_m4Dr6_s40_AB09 19582 46791 182494 21925 38041.000000 9990.000000 11415.000000
mcs50_r001_s100_AB00 NaN NaN NaN NaN NaN 3592185.000000 1304949.000000
mcs50_r001_s100_AB01 NaN NaN NaN 512002596 NaN 3151870.000000 1202448.000000
mcs50_r001_s100_AB02 115226900 2026883484 NaN 115238343 NaN 15416547.000000 4340926.000000
mcs50_r001_s100_AB03 NaN NaN NaN 791300157 NaN 1453315.000000 1448537.000000
mcs50_r001_s100_AB04 159230297 825421841 1638702791 159236732 NaN 2592724.000000 1392506.000000
mcs50_r001_s100_AB05 319576902 NaN NaN 319584880 NaN 9573226.000000 736866.000000
mcs50_r001_s100_AB06 170237794 NaN NaN 170260281 NaN 6412511.000000 1303298.000000
mcs50_r001_s100_AB07 546788975 NaN NaN 546796040 NaN 1726659.000000 140416.000000
mcs50_r001_s100_AB08 277960488 1562629453 NaN 277967471 NaN 1000062.000000 306744.000000
mcs50_r001_s100_AB09 NaN NaN NaN 752053867 NaN 3299044.000000 918386.000000
mcs50_r005_s100_AB00 2389 461023 1080759 5246 1350911.000000 1234726.000000 804950.000000
mcs50_r005_s100_AB01 9118 3579771 7643942 11209 7529795.000000 6534769.000000 4480827.000000
mcs50_r005_s100_AB02 4156 2314513 5254740 6557 3341983.000000 3164553.000000 2730747.000000
mcs50_r005_s100_AB03 14718 6162982 13588326 21132 7257996.000000 6801854.000000 1744746.000000
mcs50_r005_s100_AB04 1788 3142307 7236831 4627 9697443.000000 8971027.000000 4822312.000000
mcs50_r005_s100_AB05 962 545812 1166227 2504 691922.000000 639747.000000 642222.000000
mcs50_r005_s100_AB06 10138 2416259 5144581 13709 5444474.000000 4699680.000000 2936828.000000
mcs50_r005_s100_AB07 5186 1955537 4156423 8019 4370260.000000 4197322.000000 3306299.000000
mcs50_r005_s100_AB08 10388 1543263 2629733 13821 18731214.000000 15562572.000000 9047532.000000
mcs50_r005_s100_AB09 1231 1161992 2589898 2030 1790896.000000 1645138.000000 1414046.000000
mcs50_r005_s20_AB00 60 94 321 256 83.000000 75.000000 81.000000
mcs50_r005_s20_AB01 79 180 539 261 97.000000 73.000000 77.000000
mcs50_r005_s20_AB02 100 172 339 224 196.000000 90.000000 96.000000
mcs50_r005_s20_AB03 119 411 1071 222 333.000000 164.000000 176.000000
mcs50_r005_s20_AB04 264 512 1384 380 493.000000 138.000000 140.000000
mcs50_r005_s20_AB05 149 183 494 264 338.000000 124.000000 122.000000
mcs50_r005_s20_AB06 126 229 608 225 218.000000 108.000000 116.000000
mcs50_r005_s20_AB07 165 248 426 259 371.000000 108.000000 124.000000
mcs50_r005_s20_AB08 140 269 602 244 203.000000 91.000000 97.000000
mcs50_r005_s20_AB09 110 248 715 228 240.000000 126.000000 138.000000
mcs50_r005_s25_AB00 275 506 1758 449 476.000000 157.000000 195.000000
mcs50_r005_s25_AB01 414 921 2027 654 632.000000 210.000000 242.000000
mcs50_r005_s25_AB02 532 775 1687 710 977.000000 215.000000 281.000000
mcs50_r005_s25_AB03 1478 2981 6927 2078 3115.000000 492.000000 571.000000
mcs50_r005_s25_AB04 407 721 1805 590 616.000000 211.000000 239.000000
mcs50_r005_s25_AB05 833 1273 2585 1051 1033.000000 247.000000 249.000000
mcs50_r005_s25_AB06 387 722 2029 548 624.000000 313.000000 321.000000
mcs50_r005_s25_AB07 1308 3229 6325 1796 2312.000000 741.000000 476.000000
mcs50_r005_s25_AB08 162 625 1842 318 485.000000 231.000000 263.000000
mcs50_r005_s25_AB09 514 487 1022 669 978.000000 309.000000 327.000000
mcs50_r005_s30_AB00 41 78 228 148 96.000000 84.000000 102.000000
mcs50_r005_s30_AB01 209 281 717 333 470.000000 170.000000 216.000000
mcs50_r005_s30_AB02 145 200 437 271 252.000000 96.000000 98.000000
mcs50_r005_s30_AB03 195 273 583 313 371.000000 163.000000 209.000000
mcs50_r005_s30_AB04 310 403 729 868 1139.000000 143.000000 172.000000
mcs50_r005_s30_AB05 375 1087 2201 533 1301.000000 241.000000 241.000000
mcs50_r005_s30_AB06 140 342 1158 265 544.000000 195.000000 225.000000
mcs50_r005_s30_AB07 157 410 1038 292 559.000000 247.000000 267.000000
mcs50_r005_s30_AB08 154 147 394 277 177.000000 133.000000 141.000000
mcs50_r005_s30_AB09 207 916 2049 316 1019.000000 519.000000 1073.000000
mcs50_r005_s35_AB00 694 2654 5815 927 1244.000000 457.000000 437.000000
mcs50_r005_s35_AB01 244 715 1941 410 627.000000 286.000000 288.000000
mcs50_r005_s35_AB02 514 616 1655 675 882.000000 344.000000 315.000000
mcs50_r005_s35_AB03 155 725 1764 311 859.000000 315.000000 335.000000
mcs50_r005_s35_AB04 215 1216 2736 429 1220.000000 550.000000 820.000000
mcs50_r005_s35_AB05 621 1929 4740 816 1557.000000 475.000000 597.000000
mcs50_r005_s35_AB06 384 922 1940 577 635.000000 273.000000 243.000000
mcs50_r005_s35_AB07 245 652 1569 433 626.000000 312.000000 333.000000
mcs50_r005_s35_AB08 936 787 2120 1162 687.000000 252.000000 309.000000
mcs50_r005_s35_AB09 388 802 1952 521 1423.000000 745.000000 733.000000
mcs50_r005_s40_AB00 465 1968 4000 768 2343.000000 1519.000000 1876.000000
mcs50_r005_s40_AB01 509 2042 5736 956 2257.000000 851.000000 918.000000
mcs50_r005_s40_AB02 1874 7080 13967 2592 10051.000000 3988.000000 4449.000000
mcs50_r005_s40_AB03 1371 2935 7537 1740 3366.000000 1874.000000 2745.000000
mcs50_r005_s40_AB04 248 493 1047 783 394.000000 195.000000 215.000000
mcs50_r005_s40_AB05 1400 5434 10001 2767 3790.000000 769.000000 665.000000
mcs50_r005_s40_AB06 694 1074 2520 1062 2074.000000 1030.000000 1242.000000
mcs50_r005_s40_AB07 2466 12899 27980 3816 8215.000000 2143.000000 1409.000000
mcs50_r005_s40_AB08 1174 3890 8754 1888 1369.000000 761.000000 802.000000
mcs50_r005_s40_AB09 1015 2334 4676 1956 2433.000000 1313.000000 1548.000000
mcs50_r005_s50_AB00 6420 21547 45475 9748 32576.000000 12474.000000 15052.000000
mcs50_r005_s50_AB01 9667 44661 91281 14671 47983.000000 13843.000000 15479.000000
mcs50_r005_s50_AB02 6308 11360 25173 8528 11158.000000 5439.000000 5416.000000
mcs50_r005_s50_AB03 6233 28575 61917 8481 46834.000000 18298.000000 19640.000000
mcs50_r005_s50_AB04 7696 13870 27108 11520 42705.000000 6233.000000 5693.000000
mcs50_r005_s50_AB05 23508 44078 88280 27646 57108.000000 19131.000000 20520.000000
mcs50_r005_s50_AB06 4389 12990 32544 6856 19584.000000 10938.000000 10907.000000
mcs50_r005_s50_AB07 1911 13531 33733 3416 19021.000000 9025.000000 9237.000000
mcs50_r005_s50_AB08 42990 130109 422788 46723 94541.000000 14887.000000 12081.000000
mcs50_r005_s50_AB09 2897 13099 25627 5477 20595.000000 9730.000000 9806.000000
mcs50_r005_s60_AB00 1957 74608 127260 5271 116431.000000 60441.000000 51132.000000
mcs50_r005_s60_AB01 4576 37012 60779 6737 41958.000000 21180.000000 20913.000000
mcs50_r005_s60_AB02 2307 14324 27176 3579 28284.000000 14588.000000 17174.000000
mcs50_r005_s60_AB03 27512 143343 260912 19816 235817.000000 61445.000000 103889.000000
mcs50_r005_s60_AB04 786 15972 30330 1609 21542.000000 13526.000000 12310.000000
mcs50_r005_s60_AB05 2745 54417 112059 4836 86323.000000 41239.000000 22327.000000
mcs50_r005_s60_AB06 1163 36253 68391 3300 49211.000000 26423.000000 16019.000000
mcs50_r005_s60_AB07 1228 31476 58323 3338 67265.000000 41878.000000 44977.000000
mcs50_r005_s60_AB08 2836 14056 26602 4688 126629.000000 82123.000000 54850.000000
mcs50_r005_s60_AB09 14465 54387 104332 2837 73883.000000 33721.000000 37994.000000
mcs50_r005_s70_AB00 7570 360362 705047 11455 601748.000000 424557.000000 396942.000000
mcs50_r005_s70_AB01 13088 356899 756969 19415 528528.000000 361413.000000 594016.000000
mcs50_r005_s70_AB02 12915 335551 700673 19949 552931.000000 417160.000000 397799.000000
mcs50_r005_s70_AB03 35858 1069015 1187062 18214 1151754.000000 583230.000000 312772.000000
mcs50_r005_s70_AB04 3169 71725 150443 7641 281221.000000 181970.000000 69005.000000
mcs50_r005_s70_AB05 2767 56424 118466 5909 248378.000000 202700.000000 165565.000000
mcs50_r005_s70_AB06 35320 947381 1837040 40312 1579568.000000 847211.000000 738622.000000
mcs50_r005_s70_AB07 13923 204800 401172 18348 498308.000000 336695.000000 284837.000000
mcs50_r005_s70_AB08 8161 508221 1195032 12469 630749.000000 333643.000000 243311.000000
mcs50_r005_s70_AB09 10982 237557 461232 14957 510747.000000 249851.000000 232821.000000
mcs50_r005_s80_AB00 18622 1328761 2753411 23061 589074.000000 464729.000000 360049.000000
mcs50_r005_s80_AB01 27077 911088 2035325 33880 2039592.000000 1585722.000000 1264646.000000
mcs50_r005_s80_AB02 18664 820051 1716761 27509 3620860.000000 2467641.000000 2092384.000000
mcs50_r005_s80_AB03 21800 1177819 2476699 26666 1444361.000000 1213396.000000 649102.000000
mcs50_r005_s80_AB04 35719 1226653 2480582 41513 2311091.000000 1766524.000000 1938272.000000
mcs50_r005_s80_AB05 67949 1378763 2603255 53546 6179534.000000 3500526.000000 2607123.000000
mcs50_r005_s80_AB06 9826 511107 904748 13849 1059476.000000 747603.000000 488858.000000
mcs50_r005_s80_AB07 18954 1466731 2955928 24860 3726962.000000 3001475.000000 3655758.000000
mcs50_r005_s80_AB08 92467 2825696 5521083 101528 7516111.000000 4018604.000000 2914047.000000
mcs50_r005_s80_AB09 47882 2549600 5806534 55463 5317532.000000 3767200.000000 2770726.000000
mcs50_r005_s90_AB00 51454 2468590 5420884 77798 8242102.000000 6709790.000000 17343872.000000
mcs50_r005_s90_AB01 100640 13639082 29956729 119073 28076218.000000 NaN 17348243.000000
mcs50_r005_s90_AB02 69901 2499989 5594995 49937 5501716.000000 5138202.000000 4614915.000000
mcs50_r005_s90_AB03 19962 7489177 15670265 30615 10895167.000000 9205614.000000 7795419.000000
mcs50_r005_s90_AB04 49393 284965 614442 63358 586003.000000 535437.000000 575307.000000
mcs50_r005_s90_AB05 12812 4761433 10077649 20160 8670349.000000 7691525.000000 7190253.000000
mcs50_r005_s90_AB06 33864 1753296 2958468 40770 4198588.000000 3744863.000000 3357786.000000
mcs50_r005_s90_AB07 25316 1979406 3831018 34029 4446279.000000 4020451.000000 3107942.000000
mcs50_r005_s90_AB08 278229 14844542 32050156 266195 20918615.000000 17502094.000000 16900141.000000
mcs50_r005_s90_AB09 20276 1090523 2450043 27797 2944579.000000 2693999.000000 3065338.000000
mcs50_r01_s100_AB00 926 144097 402516 1114 238400.000000 238254.000000 198001.000000
mcs50_r01_s100_AB01 156 118029 297480 910 156812.000000 156812.000000 176157.000000
mcs50_r01_s100_AB02 354 374280 930016 1537 435389.000000 433079.000000 282230.000000
mcs50_r01_s100_AB03 349 302231 835008 1466 638036.000000 634544.000000 556536.000000
mcs50_r01_s100_AB04 1620 278207 666015 3135 1008274.000000 1007602.000000 824837.000000
mcs50_r01_s100_AB05 74 13315 40625 773 29101.000000 29101.000000 30071.000000
mcs50_r01_s100_AB06 230 115315 232717 539 168245.000000 168243.000000 135805.000000
mcs50_r01_s100_AB07 77 35342 80884 704 69449.000000 69449.000000 85865.000000
mcs50_r01_s100_AB08 902 224991 564076 1723 633067.000000 633059.000000 934526.000000
mcs50_r01_s100_AB09 201 40637 116650 789 130166.000000 130166.000000 91090.000000
mcs50_r01_s10_AB00 9 40 58 9 28.000000 28.000000 28.000000
mcs50_r01_s10_AB01 47 91 202 96 83.000000 54.000000 54.000000
mcs50_r01_s10_AB02 9 15 19 49 21.000000 21.000000 27.000000
mcs50_r01_s10_AB03 86 92 155 141 59.000000 46.000000 56.000000
mcs50_r01_s10_AB04 30 75 116 85 50.000000 41.000000 38.000000
mcs50_r01_s10_AB05 65 125 219 112 66.000000 56.000000 68.000000
mcs50_r01_s10_AB06 42 48 67 87 74.000000 66.000000 69.000000
mcs50_r01_s10_AB07 68 153 342 117 129.000000 69.000000 69.000000
mcs50_r01_s10_AB08 33 75 105 96 51.000000 47.000000 54.000000
mcs50_r01_s10_AB09 95 80 118 150 60.000000 47.000000 53.000000
mcs50_r01_s15_AB00 347 658 1127 559 474.000000 374.000000 409.000000
mcs50_r01_s15_AB01 283 448 399 616 416.000000 262.000000 288.000000
mcs50_r01_s15_AB02 938 1126 1459 1065 409.000000 296.000000 314.000000
mcs50_r01_s15_AB03 373 568 1038 492 553.000000 315.000000 305.000000
mcs50_r01_s15_AB04 315 690 1572 426 451.000000 236.000000 255.000000
mcs50_r01_s15_AB05 550 978 1929 662 596.000000 311.000000 332.000000
mcs50_r01_s15_AB06 229 421 580 428 241.000000 178.000000 179.000000
mcs50_r01_s15_AB07 225 492 928 335 304.000000 239.000000 239.000000
mcs50_r01_s15_AB08 422 619 1536 535 456.000000 357.000000 379.000000
mcs50_r01_s15_AB09 434 778 1482 556 391.000000 205.000000 196.000000
mcs50_r01_s20_AB00 47 117 265 163 106.000000 86.000000 86.000000
mcs50_r01_s20_AB01 67 213 518 241 214.000000 121.000000 140.000000
mcs50_r01_s20_AB02 75 203 452 226 151.000000 114.000000 122.000000
mcs50_r01_s20_AB03 43 149 342 152 139.000000 115.000000 109.000000
mcs50_r01_s20_AB04 84 170 356 187 261.000000 211.000000 225.000000
mcs50_r01_s20_AB05 77 282 699 210 150.000000 123.000000 137.000000
mcs50_r01_s20_AB06 140 308 747 276 215.000000 175.000000 176.000000
mcs50_r01_s20_AB07 69 171 483 213 161.000000 143.000000 167.000000
mcs50_r01_s20_AB08 78 90 260 194 134.000000 112.000000 131.000000
mcs50_r01_s20_AB09 137 176 541 262 176.000000 146.000000 151.000000
mcs50_r01_s25_AB00 237 715 2016 421 630.000000 380.000000 440.000000
mcs50_r01_s25_AB01 288 181 498 656 312.000000 242.000000 308.000000
mcs50_r01_s25_AB02 208 536 1459 539 445.000000 367.000000 506.000000
mcs50_r01_s25_AB03 485 1150 2830 596 975.000000 496.000000 562.000000
mcs50_r01_s25_AB04 487 974 2341 617 579.000000 389.000000 421.000000
mcs50_r01_s25_AB05 343 789 1175 1229 644.000000 605.000000 539.000000
mcs50_r01_s25_AB06 396 765 2353 674 729.000000 459.000000 686.000000
mcs50_r01_s25_AB07 298 701 1900 612 586.000000 493.000000 538.000000
mcs50_r01_s25_AB08 391 593 1726 534 431.000000 334.000000 374.000000
mcs50_r01_s25_AB09 459 1351 2911 649 1108.000000 846.000000 917.000000
mcs50_r01_s30_AB00 57 254 631 177 310.000000 269.000000 261.000000
mcs50_r01_s30_AB01 24 150 443 135 184.000000 184.000000 232.000000
mcs50_r01_s30_AB02 164 1104 2321 541 811.000000 540.000000 394.000000
mcs50_r01_s30_AB03 28 104 203 166 113.000000 105.000000 116.000000
mcs50_r01_s30_AB04 77 222 747 205 319.000000 297.000000 341.000000
mcs50_r01_s30_AB05 23 313 756 216 208.000000 191.000000 198.000000
mcs50_r01_s30_AB06 57 318 731 172 509.000000 381.000000 517.000000
mcs50_r01_s30_AB07 69 344 962 189 388.000000 276.000000 446.000000
mcs50_r01_s30_AB08 76 276 596 190 320.000000 274.000000 407.000000
mcs50_r01_s30_AB09 87 260 658 238 277.000000 243.000000 253.000000
mcs50_r01_s35_AB00 358 1256 2866 484 715.000000 666.000000 745.000000
mcs50_r01_s35_AB01 90 3661 5476 307 782.000000 642.000000 654.000000
mcs50_r01_s35_AB02 127 877 2398 269 1263.000000 912.000000 1252.000000
mcs50_r01_s35_AB03 95 452 1422 255 854.000000 762.000000 743.000000
mcs50_r01_s35_AB04 107 511 1369 323 873.000000 761.000000 854.000000
mcs50_r01_s35_AB05 301 1554 3706 553 1711.000000 1232.000000 1228.000000
mcs50_r01_s35_AB06 494 1239 2007 654 554.000000 437.000000 491.000000
mcs50_r01_s35_AB07 93 650 1566 311 1270.000000 1124.000000 1454.000000
mcs50_r01_s35_AB08 299 2629 7704 463 2452.000000 1927.000000 1577.000000
mcs50_r01_s35_AB09 182 953 1293 626 825.000000 482.000000 597.000000
mcs50_r01_s40_AB00 110 1995 4818 400 2673.000000 2496.000000 2718.000000
mcs50_r01_s40_AB01 146 2996 4590 553 2404.000000 2268.000000 2131.000000
mcs50_r01_s40_AB02 312 2221 5653 540 2074.000000 1826.000000 1905.000000
mcs50_r01_s40_AB03 195 2088 5231 617 2559.000000 2181.000000 2477.000000
mcs50_r01_s40_AB04 376 2501 5544 848 4539.000000 3807.000000 3324.000000
mcs50_r01_s40_AB05 533 2902 5366 1395 1768.000000 1588.000000 1815.000000
mcs50_r01_s40_AB06 116 2439 3070 825 2974.000000 2589.000000 3266.000000
mcs50_r01_s40_AB07 1121 6176 13084 1464 9988.000000 4800.000000 4452.000000
mcs50_r01_s40_AB08 341 1405 3632 832 1696.000000 1311.000000 1455.000000
mcs50_r01_s40_AB09 229 1570 3637 827 2623.000000 2096.000000 2458.000000
mcs50_r01_s50_AB00 1450 22008 55570 1578 27686.000000 25265.000000 27138.000000
mcs50_r01_s50_AB01 276 12109 14628 1172 7069.000000 6323.000000 12203.000000
mcs50_r01_s50_AB02 668 3965 6521 1028 5632.000000 4857.000000 5799.000000
mcs50_r01_s50_AB03 592 5650 11708 1280 5475.000000 4941.000000 4832.000000
mcs50_r01_s50_AB04 310 3021 8578 704 4138.000000 4975.000000 5832.000000
mcs50_r01_s50_AB05 334 2771 6151 1423 8618.000000 7866.000000 9203.000000
mcs50_r01_s50_AB06 662 4881 14018 2110 5190.000000 4983.000000 5618.000000
mcs50_r01_s50_AB07 765 8219 15440 1580 11001.000000 10297.000000 11240.000000
mcs50_r01_s50_AB08 1093 6067 10272 1418 7437.000000 5971.000000 6599.000000
mcs50_r01_s50_AB09 871 7212 17752 2847 10717.000000 10491.000000 11123.000000
mcs50_r01_s60_AB00 180 7342 17064 368 9419.000000 9325.000000 10878.000000
mcs50_r01_s60_AB01 513 10156 24647 901 17914.000000 17658.000000 17330.000000
mcs50_r01_s60_AB02 68 2756 6101 660 2763.000000 2693.000000 2982.000000
